targetname,datetime_str,datetime_jd,M1,M2,k1,k2,phasecoeff,solar_presence,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
McNaught (C/2009 F2),2010-Jan-25 03:43:02.453,2455221.654889502,6.4,10.7,10.0,5.0,0.03,,,207.655496767,-26.86024796,207.802585567,-26.910526916,9.084447,3.307578,,,,,-339034.46,-28468.37,241.55,,999,,17.931,18.666,99.2981,,322617.4,*,,,,,,111.18,0.0,,,205.387598,-14.276138,5.896901911459,1.0438239,5.82065222907662,-26.8434542,48.40888846,17.2724918,29.1391432,89.616,/L,9.6116,157.6,67.7381,80.6335,291.239,229.744,8.40186,Hya,66.184598,215.4519314,-14.466418,,,318.915985,34.169138,,0.0,0.396,0.209,0.401,0.201,9.618,0.252765,0.448,6024.6154,5.45e-05,1.06,3.87,0.040192,6.9887,,9.6117,210.3443,-14.4248
McNaught (C/2009 F2),2010-Jan-26 03:43:02.453,2455222.654889502,6.4,10.7,10.0,5.0,0.03,,,207.722009252,-26.837607116,207.869287366,-26.887915426,8.712863,3.493694,,,,,-342861.5,-29281.64,241.256,,999,,17.926,18.661,99.29813,,325991.4,*,,,,,,111.41,0.0,,,205.440079,-14.193844,5.89750897898,1.0582093,5.80514897253469,-26.8421487,48.2799518,17.2715912,29.0003611,90.5532,/L,9.6115,144.7,77.6032,79.6963,291.463,229.718,8.42166,Hya,66.184625,215.50068,-14.423749,,,318.992562,34.174504,,0.0,0.396,0.209,0.401,0.202,9.471,0.2536836,0.448,6022.575,5.45e-05,1.06,3.84,0.040178,7.0855,,9.6115,210.3944,-14.362
McNaught (C/2009 F2),2010-Jan-27 03:43:02.453,2455223.654889502,6.4,10.7,10.0,5.0,0.03,,,207.785726306,-26.813716119,207.933200948,-26.86406221,8.339592,3.682238,,,,,-346701.28,-30110.83,240.962,,999,,17.92,18.655,99.29854,,329375.5,*,,,,,,111.63,0.0,,,205.492512,-14.111555,5.898124353769,1.0725887,5.78964866814289,-26.8332518,48.1510397,17.2706786,28.8631391,91.4932,/L,9.6088,131.0,86.3945,78.7589,291.686,229.694,8.43894,Hya,66.184652,215.5465879,-14.3808323,,,319.066686,34.181678,,0.0,0.396,0.21,0.4,0.202,9.328,0.2545772,0.449,6020.6379,5.45e-05,1.05,3.81,0.040165,7.1823,,9.6086,210.443,-14.2991
McNaught (C/2009 F2),2010-Jan-28 03:43:02.453,2455224.654889502,6.4,10.7,10.0,5.0,0.03,,,207.84663597,-26.78855883,207.994305669,-26.8389494,7.964666,3.873191,,,,,-350553.25,-30955.49,240.671,,999,,17.915,18.649,99.29933,,332769.8,*,,,,,,111.85,0.0,,,205.544896,-14.029272,5.898748032351,1.0869621,5.77415566468664,-26.816887,48.02218832,17.2697538,28.7276542,92.4361,/L,9.6034,116.6,93.4513,77.8212,291.91,229.671,8.45369,Hya,66.184678,215.5896315,-14.337655,,,319.138358,34.190686,,0.0,0.396,0.211,0.4,0.203,9.19,0.2554444,0.449,6018.804,5.44e-05,1.04,3.78,0.040153,7.279,,9.6032,210.4903,-14.2361
McNaught (C/2009 F2),2010-Jan-29 03:43:02.453,2455225.654889502,6.4,10.7,10.0,5.0,0.03,,,207.90472641,-26.762119153,208.052579189,-26.812557261,7.588061,4.066559,,,,,-354416.89,-31815.18,240.382,,999,,17.91,18.644,99.30049,,336174.3,*,,,,,,112.08,0.0,,,205.597231,-13.946996,5.899380011204,1.1013294,5.75867424194648,-26.7931642,47.89343325,17.268817,28.5940584,93.3818,/L,9.5955,101.8,98.1363,76.8833,292.133,229.65,8.46589,Hya,66.184704,215.6297845,-14.2942039,,,319.207574,34.201556,,0.0,0.396,0.211,0.4,0.204,9.057,0.2562839,0.449,6017.0733,5.44e-05,1.03,3.75,0.040142,7.3758,,9.5952,210.536,-14.1729
McNaught (C/2009 F2),2010-Jan-30 03:43:02.453,2455226.654889502,6.4,10.7,10.0,5.0,0.03,,,207.959985507,-26.73438087,208.108000671,-26.78486493,7.209701,4.262374,,,,,-358291.64,-32689.45,240.094,,999,,17.904,18.638,99.30204,,339589.0,*,,,,,,112.3,0.0,,,205.649518,-13.864726,5.900020286763,1.1156905,5.7432086287271,-26.7621439,47.76480967,17.267868,28.4624531,94.3303,/L,9.585,86.8,99.963,75.9452,292.357,229.631,8.4755,Hya,66.18473,215.667021,-14.2504662,,,319.274333,34.214312,,0.0,0.396,0.212,0.4,0.205,8.93,0.2570943,0.449,6015.4458,5.44e-05,1.02,3.72,0.040131,7.4725,,9.5846,210.5803,-14.1095
McNaught (C/2009 F2),2010-Jan-31 03:43:02.453,2455227.654889502,6.4,10.7,10.0,5.0,0.03,,,208.012400549,-26.705327475,208.16055428,-26.755851964,6.829482,4.46069,,,,,-362176.99,-33577.87,239.809,,999,,17.899,18.632,99.30397,,343014.0,*,,,,,,112.52,0.0,,,205.701755,-13.782463,5.900668855412,1.1300453,5.72776304147082,-26.7238042,47.63635264,17.266907,28.3328694,95.2817,/L,9.5718,71.7,98.7187,75.007,292.581,229.614,8.48252,Hya,66.184756,215.7013189,-14.2064289,,,319.338632,34.228981,,0.0,0.396,0.212,0.399,0.206,8.807,0.2578742,0.449,6013.9212,5.44e-05,1.02,3.69,0.040121,7.5692,,9.5713,210.6231,-14.046
McNaught (C/2009 F2),2010-Feb-01 03:43:02.453,2455228.654889502,6.4,10.7,10.0,5.0,0.03,,,208.061958141,-26.674942062,208.21023064,-26.725499832,6.447304,4.661572,,,,,-366072.39,-34480.02,239.526,,999,,17.894,18.625,99.30628,,346449.4,*,,,,,,112.75,0.0,,,205.753945,-13.700207,5.901325713494,1.1443938,5.7123417369938,-26.6780269,47.50809756,17.2659339,28.2052662,96.236,/L,9.5559,56.8,94.5268,74.0685,292.805,229.598,8.48691,Hya,66.184781,215.7326624,-14.1620791,,,319.400466,34.24559,,0.0,0.396,0.213,0.399,0.206,8.691,0.2586222,0.449,6012.4995,5.43e-05,1.01,3.67,0.040111,7.6659,,9.5554,210.6644,-13.9823
McNaught (C/2009 F2),2010-Feb-02 03:43:02.453,2455229.654889502,6.4,10.7,10.0,5.0,0.03,,,208.1086444,-26.643207299,208.257025102,-26.69379243,6.063113,4.865081,,,,,-369977.31,-35395.48,239.244,,999,,17.888,18.619,99.30898,,349895.3,*,,,,,,112.97,0.0,,,205.806086,-13.617958,5.901990857302,1.1587359,5.69694906556631,-26.6246109,47.38008062,17.2649487,28.0795487,97.1931,/L,9.5374,42.3,87.8133,73.1299,293.03,229.584,8.48866,Hya,66.184807,215.7610408,-14.1174036,,,319.45983,34.264165,,0.0,0.395,0.213,0.398,0.207,8.58,0.2593368,0.449,6011.1806,5.43e-05,1.0,3.65,0.040102,7.7626,,9.5367,210.7043,-13.9184
McNaught (C/2009 F2),2010-Feb-03 03:43:02.453,2455230.654889502,6.4,10.7,10.0,5.0,0.03,,,208.15244537,-26.610105502,208.30093409,-26.660715344,5.676917,5.071262,,,,,-373891.17,-36323.83,238.965,,999,,17.883,18.613,99.31207,,353351.6,*,,,,,,113.2,0.0,,,205.858179,-13.535717,5.902664283084,1.1730715,5.68158951002882,-26.5633047,47.25233909,17.2639516,27.9555982,98.1532,/L,9.5161,28.4,79.1964,72.191,293.256,229.571,8.48774,Hya,66.184832,215.7864455,-14.0723891,,,319.516718,34.284734,,0.0,0.395,0.214,0.398,0.208,8.475,0.2600165,0.449,6009.9641,5.43e-05,1.0,3.62,0.040094,7.8592,,9.5154,210.7426,-13.8543
McNaught (C/2009 F2),2010-Feb-04 03:43:02.453,2455231.654889502,6.4,10.7,10.0,5.0,0.03,,,208.193347532,-26.575618771,208.341951894,-26.626254511,5.288795,5.280133,,,,,-377813.36,-37264.63,238.688,,999,,17.877,18.607,99.31554,,356818.5,*,,,,,,113.43,0.0,,,205.910223,-13.453485,5.903345987042,1.1874005,5.6662677034527,-26.4938455,47.12491151,17.2629424,27.8333014,99.1162,/L,9.4921,15.8,69.3543,71.252,293.482,229.561,8.48412,Hya,66.184856,215.8088666,-14.0270222,,,319.571125,34.307323,,0.0,0.394,0.214,0.397,0.209,8.376,0.2606597,0.449,6008.85,5.43e-05,0.99,3.6,0.040087,7.9558,,9.4912,210.7795,-13.7899
McNaught (C/2009 F2),2010-Feb-05 03:43:02.453,2455232.654889502,6.4,10.7,10.0,5.0,0.03,,,208.231338276,-26.539729157,208.380069514,-26.590395142,4.898881,5.49169,,,,,-381743.27,-38217.43,238.413,,999,,17.872,18.6,99.3194,,360295.9,*,,,,,,113.65,0.0,,,205.96222,-13.37126,5.904035965332,1.2017228,5.65098842684553,-26.4159875,46.99783764,17.2619211,27.7125694,100.0822,/L,9.4653,8.915,58.9221,70.3127,293.71,229.552,8.47779,Hya,66.184881,215.8282914,-13.981289,,,319.623046,34.331958,,0.0,0.394,0.215,0.397,0.21,8.283,0.261265,0.449,6007.8378,5.43e-05,0.99,3.58,0.04008,8.0524,,9.4644,210.8148,-13.7254
McNaught (C/2009 F2),2010-Feb-06 03:43:02.453,2455233.654889502,6.4,10.7,10.0,5.0,0.03,,,208.266406273,-26.502418811,208.415275232,-26.553121268,4.50735,5.70591,,,,,-385680.23,-39181.76,238.14,,999,,17.867,18.594,99.32365,,363783.8,*,,,,,,113.88,0.0,,,206.01417,-13.289045,5.904734214061,1.2160384,5.63575659398436,-26.3295181,46.87115835,17.2608879,27.5933444,101.0511,/L,9.4358,16.1,48.4386,69.3734,293.939,229.544,8.46872,Hya,66.184906,215.8447041,-13.9351756,,,319.672475,34.358666,,0.0,0.393,0.216,0.396,0.21,8.198,0.2618307,0.449,6006.9273,5.43e-05,0.98,3.56,0.040074,8.149,,9.4347,210.8486,-13.6607
McNaught (C/2009 F2),2010-Feb-07 03:43:02.453,2455234.654889502,6.4,10.7,10.0,5.0,0.03,,,208.298541709,-26.463670099,208.447556063,-26.514415824,4.114403,5.922751,,,,,-389623.54,-40157.13,237.87,,999,,17.861,18.587,99.32828,,367282.2,*,,,,,,114.11,0.0,,,206.066071,-13.206838,5.905440729291,1.2303472,5.62057723111684,-26.2342603,46.74491544,17.2598427,27.4755977,102.0228,/L,9.4034,27.6,38.3363,68.4339,294.168,229.539,8.45688,Hya,66.18493,215.8580873,-13.8886677,,,319.71941,34.387471,,0.0,0.393,0.216,0.396,0.211,8.119,0.2623552,0.448,6006.1179,5.43e-05,0.98,3.55,0.040069,8.2456,,9.4023,210.8808,-13.5958
McNaught (C/2009 F2),2010-Feb-08 03:43:02.453,2455235.654889502,6.4,10.7,10.0,5.0,0.03,,,208.327736431,-26.423465689,208.476899211,-26.474260992,3.720256,6.142163,,,,,-393572.49,-41143.05,237.602,,999,,17.856,18.581,99.3333,,370791.1,*,,,,,,114.34,0.0,,,206.117925,-13.124641,5.90615550704,1.2446491,5.60545545692039,-26.1300701,46.61915148,17.2587855,27.3593235,102.9975,/L,9.3682,39.4,28.9558,67.4943,294.4,229.535,8.44227,Hya,66.184954,215.8684233,-13.8417512,,,319.763847,34.418398,,0.0,0.392,0.217,0.395,0.212,8.048,0.2628371,0.448,6005.4093,5.43e-05,0.97,3.53,0.040064,8.3421,,9.367,210.9116,-13.5306
McNaught (C/2009 F2),2010-Feb-09 03:43:02.453,2455236.654889502,6.4,10.7,10.0,5.0,0.03,,,208.353984035,-26.381788619,208.503293221,-26.432638584,3.325131,6.364089,,,,,-397526.35,-42139.04,237.335,,999,,17.851,18.574,99.3387,,374310.4,*,,,,,,114.57,0.0,,,206.169731,-13.042454,5.906878543278,1.258944,5.59039646520816,-26.0168305,46.49390966,17.2577164,27.2445333,103.9751,/L,9.3302,51.3,20.5683,66.5546,294.632,229.533,8.42485,Hya,66.184978,215.8756951,-13.7944115,,,319.805785,34.451468,,0.0,0.391,0.218,0.394,0.213,7.985,0.2632748,0.448,6004.8007,5.43e-05,0.97,3.52,0.04006,8.4386,,9.329,210.9407,-13.4652
McNaught (C/2009 F2),2010-Feb-10 03:43:02.453,2455237.654889502,6.4,10.7,10.0,5.0,0.03,,,208.377279917,-26.338622339,208.526728769,-26.389530404,2.92926,6.588461,,,,,-401484.36,-43144.57,237.071,,999,,17.846,18.567,99.34447,,377840.1,*,,,,,,114.81,0.0,,,206.221491,-12.960276,5.907609833928,1.2732319,5.57540551074758,-25.8944467,46.36923369,17.2566353,27.13125,104.9556,/L,9.2894,63.1,13.3957,65.6149,294.867,229.532,8.40462,Hya,66.185001,215.8798872,-13.7466343,,,319.845223,34.486705,,0.0,0.391,0.218,0.393,0.213,7.929,0.2636667,0.447,6004.2916,5.43e-05,0.96,3.51,0.040056,8.5351,,9.288,210.9684,-13.3996
McNaught (C/2009 F2),2010-Feb-11 03:43:02.453,2455238.654889502,6.4,10.7,10.0,5.0,0.03,,,208.397621314,-26.29395076,208.54719924,-26.344918553,2.532877,6.81521,,,,,-405445.76,-44159.17,236.809,,999,,17.84,18.56,99.35063,,381380.0,*,,,,,,115.04,0.0,,,206.273203,-12.878109,5.908349374869,1.2875127,5.56048789745189,-25.7628429,46.24516769,17.2555422,27.0195053,105.9389,/L,9.2457,74.9,7.6231,64.6753,295.103,229.534,8.38156,Hya,66.185025,215.8809863,-13.698405,,,319.882162,34.524128,,0.0,0.39,0.219,0.392,0.214,7.882,0.2640113,0.447,6003.8812,5.43e-05,0.96,3.5,0.040054,8.6316,,9.2442,210.9944,-13.3337
McNaught (C/2009 F2),2010-Feb-12 03:43:02.453,2455239.654889502,6.4,10.7,10.0,5.0,0.03,,,208.415007355,-26.247758288,208.564701138,-26.29878569,2.136225,7.044257,,,,,-409409.77,-45182.33,236.549,,999,,17.835,18.553,99.35716,,384930.1,*,,,,,,115.28,0.0,,,206.324868,-12.795952,5.909097161935,1.3017862,5.54564896786961,-25.621961,46.12175607,17.2544373,26.9093379,106.925,/L,9.1991,86.6,3.4039,63.7357,295.341,229.537,8.35564,Hya,66.185047,215.878982,-13.649709,,,319.916605,34.563757,,0.0,0.389,0.22,0.391,0.215,7.843,0.2643071,0.447,6003.5688,5.43e-05,0.96,3.49,0.040051,8.728,,9.1975,211.019,-13.2676
McNaught (C/2009 F2),2010-Feb-13 03:43:02.453,2455240.654889502,6.4,10.7,10.0,5.0,0.03,,,208.429439097,-26.20002987,208.579234406,-26.251115295,1.739553,7.275518,,,,,-413375.61,-46213.56,236.291,,999,,17.83,18.546,99.36405,,388490.2,*,,,,,,115.52,0.0,,,206.376486,-12.713806,5.909853190913,1.3160525,5.53089409301663,-25.4717606,45.99904352,17.2533204,26.8007933,107.9139,/L,9.1497,98.3,0.8585,62.7962,295.581,229.541,8.32687,Hya,66.18507,215.8738667,-13.6005318,,,319.948553,34.605609,,0.0,0.388,0.22,0.39,0.216,7.814,0.2645526,0.446,6003.3533,5.43e-05,0.96,3.48,0.04005,8.8244,,9.148,211.0419,-13.2012
McNaught (C/2009 F2),2010-Feb-14 03:43:02.453,2455241.654889502,6.4,10.7,10.0,5.0,0.03,,,208.440919571,-26.150751036,208.590802588,-26.201891891,1.343112,7.508905,,,,,-417342.49,-47252.36,236.035,,999,,17.825,18.539,99.3713,,392060.3,*,,,,,,115.76,0.0,,,206.428057,-12.631672,5.910617457545,1.3303114,5.5162286619318,-25.3122199,45.87707485,17.2521917,26.693924,108.9056,/L,9.0973,110.0,0.0691,61.8568,295.823,229.548,8.29522,Hya,66.185093,215.8656364,-13.5508589,,,319.978011,34.649703,,0.0,0.387,0.221,0.389,0.216,7.794,0.2647465,0.445,6003.2338,5.43e-05,0.96,3.47,0.040049,8.9208,,9.0956,211.0633,-13.1345
McNaught (C/2009 F2),2010-Feb-15 03:43:02.453,2455242.654889502,6.4,10.7,10.0,5.0,0.03,,,208.449453808,-26.099907931,208.599412835,-26.15110123,0.947159,7.744322,,,,,-421309.59,-48298.25,235.781,,999,,17.819,18.532,99.37891,,395640.3,*,,,,,,116.01,0.0,,,206.479582,-12.549549,5.911389957529,1.3445629,5.50165807072431,-25.1433364,45.75589494,17.251051,26.5887902,109.9001,/L,9.0421,121.7,1.0745,60.9176,296.068,229.556,8.26069,Hya,66.185115,215.8542905,-13.5006759,,,320.004984,34.696052,,0.0,0.386,0.221,0.388,0.217,7.785,0.2648872,0.445,6003.2093,5.44e-05,0.95,3.47,0.040049,9.0172,,9.0402,211.0832,-13.0676
McNaught (C/2009 F2),2010-Feb-16 03:43:02.453,2455243.654889502,6.4,10.7,10.0,5.0,0.03,,,208.455048863,-26.047487363,208.605075678,-26.0987304,0.551955,7.981667,,,,,-425276.13,-49350.76,235.528,,999,,17.814,18.525,99.38687,,399230.0,*,,,,,,116.26,0.0,,,206.531061,-12.467437,5.912170686516,1.3588069,5.48718771119991,-24.9651275,45.63554863,17.2498985,26.4854597,110.8972,/L,8.9839,133.5,3.8661,59.9786,296.315,229.566,8.22327,Hya,66.185136,215.8398318,-13.4499684,,,320.029479,34.744671,,0.0,0.385,0.222,0.387,0.218,7.786,0.2649735,0.444,6003.2786,5.44e-05,0.95,3.46,0.04005,9.1135,,8.982,211.1014,-13.0004
McNaught (C/2009 F2),2010-Feb-17 03:43:02.453,2455244.654889502,6.4,10.7,10.0,5.0,0.03,,,208.457713811,-25.993476827,208.607804611,-26.044767858,0.157756,8.220834,,,,,-429241.3,-50409.41,235.277,,999,,17.809,18.518,99.39517,,402829.2,*,,,,,,116.51,0.0,,,206.582492,-12.385338,5.912959640114,1.3730433,5.47282295931569,-24.7776306,45.51608063,17.2487341,26.3840084,111.897,/L,8.9229,145.2,8.3863,59.0399,296.565,229.577,8.18295,Hya,66.185158,215.8222663,-13.3987221,,,320.051504,34.795572,,0.0,0.383,0.223,0.386,0.219,7.798,0.265004,0.444,6003.4405,5.44e-05,0.95,3.46,0.040051,9.2098,,8.9209,211.1182,-12.933
McNaught (C/2009 F2),2010-Feb-18 03:43:02.453,2455245.654889502,6.4,10.7,10.0,5.0,0.03,,,208.457459742,-25.937864538,208.607615513,-25.989203359,-0.23518,8.461716,,,,,-433204.29,-51473.74,235.028,,999,,17.804,18.51,99.40381,,406437.9,*,,,,,,116.76,0.0,,,206.633878,-12.303251,5.913756813885,1.387272,5.45856916368555,-24.580903,45.39753543,17.2475579,26.2845201,112.8994,/L,8.8589,156.8,14.5296,58.1014,296.818,229.59,8.13973,Hya,66.185179,215.8016024,-13.3469229,,,320.071068,34.848766,,0.0,0.382,0.223,0.385,0.219,7.821,0.2649776,0.443,6003.6938,5.44e-05,0.95,3.46,0.040052,9.3061,,8.8568,211.1333,-12.8652
McNaught (C/2009 F2),2010-Feb-19 03:43:02.453,2455246.654889502,6.4,10.7,10.0,5.0,0.03,,,208.454299727,-25.880639454,208.604525977,-25.932027807,-0.6266,8.704197,,,,,-437164.31,-52543.28,234.78,,999,,17.799,18.503,99.41277,,410056.0,*,,,,,,117.01,0.0,,,206.685217,-12.221176,5.914562203347,1.4014931,5.44443163417057,-24.3750217,45.27995718,17.2463699,26.1870867,113.9044,/L,8.7921,167.6,22.143,57.1633,297.074,229.605,8.0936,Hya,66.185199,215.7778507,-13.2945569,,,320.088181,34.904262,,0.0,0.381,0.224,0.383,0.22,7.857,0.2648929,0.442,6004.037,5.44e-05,0.95,3.46,0.040055,9.4024,,8.7899,211.1469,-12.7971
McNaught (C/2009 F2),2010-Feb-20 03:43:02.453,2455247.654889502,6.4,10.7,10.0,5.0,0.03,,,208.448248779,-25.821791299,208.598554573,-25.873233037,-1.01626,8.948163,,,,,-441120.58,-53617.58,234.534,,999,,17.794,18.496,99.42204,,413683.1,*,,,,,,117.27,0.0,,,206.736511,-12.139115,5.915375803973,1.4157062,5.43041563034217,-24.1600839,45.16338963,17.24517,26.0918088,114.912,/L,8.7224,171.1,31.024,56.2254,297.333,229.621,8.04457,Hya,66.185219,215.7510228,-13.2416104,,,320.102853,34.962069,,0.0,0.38,0.225,0.382,0.221,7.905,0.2647488,0.441,6004.4688,5.45e-05,0.95,3.46,0.040058,9.4986,,8.7201,211.159,-12.7288
McNaught (C/2009 F2),2010-Feb-21 03:43:02.453,2455248.654889502,6.4,10.7,10.0,5.0,0.03,,,208.439323793,-25.761310575,208.58972007,-25.812811514,-1.40392,9.193496,,,,,-445072.3,-54696.18,234.288,,999,,17.789,18.488,99.43162,,417319.3,*,,,,,,117.53,0.0,,,206.787758,-12.057067,5.916197611195,1.4299116,5.41652634945637,-23.9362084,45.047876,17.2439584,25.9987984,115.922,/L,8.6497,161.9,40.9128,55.288,297.596,229.639,7.99263,Hya,66.185239,215.721131,-13.1880698,,,320.115098,35.022193,,0.0,0.378,0.225,0.381,0.221,7.967,0.2645444,0.44,6004.9875,5.45e-05,0.95,3.46,0.040061,9.5948,,8.6474,211.1695,-12.6601
McNaught (C/2009 F2),2010-Feb-22 03:43:02.453,2455249.654889502,6.4,10.7,10.0,5.0,0.03,,,208.42754345,-25.699188571,208.57804069,-25.750755966,-1.78936,9.440078,,,,,-449018.71,-55778.65,234.043,,999,,17.784,18.481,99.44149,,420964.4,*,,,,,,117.8,0.0,,,206.83896,-11.975033,5.917027620397,1.4441089,5.40276891371487,-23.7035366,44.9334589,17.2427349,25.9081803,116.9346,/L,8.5742,149.6,51.4778,54.351,297.862,229.659,7.93778,Hya,66.185258,215.6881871,-13.133922,,,320.124929,35.084639,,0.0,0.377,0.226,0.379,0.222,8.043,0.2642786,0.439,6005.5917,5.45e-05,0.95,3.47,0.040065,9.691,,8.5718,211.1785,-12.5912
McNaught (C/2009 F2),2010-Feb-23 03:43:02.453,2455250.654889502,6.4,10.7,10.0,5.0,0.03,,,208.412928081,-25.635417354,208.563533426,-25.687058942,-2.17238,9.687794,,,,,-452959.05,-56864.52,233.8,,999,,17.779,18.473,99.45165,,424618.2,*,,,,,,118.07,0.0,,,206.890116,-11.893012,5.917865826921,1.4582982,5.38914835721137,-23.4622318,44.82018018,17.2414997,25.8200953,117.9495,/L,8.4959,136.4,62.2976,53.4144,298.132,229.68,7.88003,Hya,66.185277,215.6522018,-13.079154,,,320.13236,35.149409,,0.0,0.375,0.227,0.378,0.223,8.134,0.2639505,0.438,6006.2797,5.45e-05,0.95,3.47,0.04007,9.7872,,8.4933,211.1859,-12.5219
McNaught (C/2009 F2),2010-Feb-24 03:43:02.453,2455251.654889502,6.4,10.7,10.0,5.0,0.03,,,208.395499454,-25.569989738,208.546213744,-25.621712355,-2.55281,9.936537,,,,,-456892.58,-57953.36,233.556,,999,,17.774,18.466,99.46208,,428280.5,*,,,,,,118.34,0.0,,,206.941227,-11.811006,5.918712226067,1.4724794,5.37566961420969,-23.2124749,44.7080809,17.2402527,25.7347,118.9668,/L,8.4147,122.6,72.8466,52.4783,298.407,229.703,7.81939,Hya,66.185295,215.6131839,-13.0237532,,,320.137405,35.216508,,0.0,0.373,0.227,0.376,0.223,8.241,0.2635594,0.437,6007.0497,5.46e-05,0.96,3.48,0.040075,9.8833,,8.412,211.1918,-12.4523
McNaught (C/2009 F2),2010-Feb-25 03:43:02.453,2455252.654889502,6.4,10.7,10.0,5.0,0.03,,,208.375280487,-25.502899218,208.526096062,-25.554707214,-2.93052,10.18621,,,,,-460818.59,-59044.74,233.313,,999,,17.77,18.458,99.47277,,431951.3,*,,,,,,118.62,0.0,,,206.992292,-11.729014,5.919566813088,1.4866524,5.3623375121776,-22.9544522,44.59720119,17.238994,25.6521622,119.9865,/L,8.3306,108.3,82.4992,51.5426,298.686,229.727,7.75585,Hya,66.185313,215.5711408,-12.9677074,,,320.14008,35.285934,,0.0,0.372,0.228,0.374,0.224,8.363,0.2631044,0.436,6007.9,5.46e-05,0.96,3.48,0.04008,9.9794,,8.3279,211.1962,-12.3824
McNaught (C/2009 F2),2010-Feb-26 03:43:02.453,2455253.654889502,6.4,10.7,10.0,5.0,0.03,,,208.352294885,-25.434139863,208.503195392,-25.486033768,-3.30545,10.43674,,,,,-464736.38,-60138.21,233.07,,999,,17.765,18.45,99.48371,,435630.3,*,,,,,,118.91,0.0,,,207.043312,-11.647037,5.920429583199,1.5008171,5.34915677466554,-22.6883329,44.48758033,17.2377236,25.5726495,121.0084,/L,8.2437,93.6,90.5693,50.6076,298.969,229.753,7.68943,Hya,66.18533,215.5260796,-12.9110049,,,320.1404,35.357689,,0.0,0.37,0.229,0.373,0.224,8.504,0.2625849,0.435,6008.8289,5.46e-05,0.96,3.49,0.040087,10.0755,,8.2409,211.1991,-12.3121
McNaught (C/2009 F2),2010-Feb-27 03:43:02.453,2455254.654889502,6.4,10.7,10.0,5.0,0.03,,,208.326566771,-25.363706187,208.477530014,-25.415682366,-3.67756,10.68807,,,,,-468645.3,-61233.36,232.827,,999,,17.76,18.443,99.49488,,439317.6,*,,,,,,119.19,0.0,,,207.094287,-11.565075,5.921300531567,1.5149735,5.33613203926665,-22.4142402,44.37925691,17.2364415,25.4963089,122.0327,/L,8.154,78.6,96.3972,49.6731,299.258,229.78,7.62013,Hya,66.185347,215.4780099,-12.853634,,,320.138379,35.431772,,0.0,0.368,0.229,0.371,0.225,8.662,0.2620004,0.434,6009.8344,5.47e-05,0.96,3.5,0.040093,10.1715,,8.1511,211.2004,-12.2415
McNaught (C/2009 F2),2010-Feb-28 03:43:02.453,2455255.654889502,6.4,10.7,10.0,5.0,0.03,,,208.298120391,-25.291593014,208.449124014,-25.343644822,-4.04687,10.94017,,,,,-472544.7,-62329.81,232.583,,999,,17.756,18.435,99.50628,,443013.0,*,,,,,,119.49,0.0,,,207.145216,-11.483128,5.92217965332,1.5291215,5.32326789285397,-22.1322225,44.27226907,17.2351476,25.4232434,123.0592,/L,8.0614,63.5,99.4701,48.7391,299.552,229.808,7.54796,Hya,66.185364,215.4269464,-12.7955838,,,320.134033,35.50818,,0.0,0.366,0.23,0.369,0.225,8.839,0.2613503,0.433,6010.9147,5.47e-05,0.96,3.51,0.040101,10.2676,,8.0585,211.2003,-12.1706
McNaught (C/2009 F2),2010-Mar-01 03:43:02.453,2455256.654889502,6.4,10.7,10.0,5.0,0.03,,,208.266980039,-25.217795395,208.41800789,-25.269915637,-4.41337,11.19299,,,,,-476433.98,-63427.17,232.339,,999,,17.751,18.427,99.51788,,446716.4,*,,,,,,119.79,0.0,,,207.196101,-11.401197,5.92306694354,1.5432611,5.310568919802,-21.8422395,44.16665493,17.2338421,25.3534936,124.0879,/L,7.9661,48.5,99.5381,47.8058,299.852,229.838,7.47294,Hya,66.18538,215.3729105,-12.7368434,,,320.127375,35.586913,,0.0,0.365,0.23,0.367,0.226,9.037,0.2606343,0.431,6012.0679,5.48e-05,0.97,3.52,0.040108,10.3636,,7.9631,211.1987,-12.0993
