targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-18 13:07:11.521,2455274.046661123,9.7,,5.25,,268.493105477,22.309303607,268.603813038,22.302762208,18.02647,34.02112,,,,,-321815.36,83399.141,292.309,,999,,16.615,,98.90192,,323192.8,*,,,,,,91.03,0.0,,,251.013398,44.508167,4.776677020439,-4.5519324,4.67565137909159,-22.1650537,38.88620676,19.2872788,42.5058419,89.7758,/L,12.03,106.7,7.0727,78.0946,271.085,236.545,7.01291,Her,66.185595,268.1492479,45.7327178,,,47.5114,22.170802,,0.0,0.08,0.05,0.08,0.05,1.759,0.0125178,0.094,465.7919,1.34e-05,0.31,1.14,0.003107,332.7374,,12.0301,259.4137,45.4379
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-19 13:07:11.521,2455275.046661123,9.7,,5.25,,268.621879176,22.536587357,268.732420718,22.53017489,17.60613,34.1975,,,,,-324664.32,82793.871,292.528,,999,,16.607,,98.90011,,325269.3,*,,,,,,90.37,0.0,,,251.136769,44.603831,4.774053649666,-4.5318968,4.66289062838524,-22.0233454,38.78007883,19.2925615,42.3168295,90.3526,/L,12.04,114.3,13.0891,77.5082,270.42,236.594,6.89054,Her,66.185604,268.315578,45.9616738,,,47.786793,22.142735,,0.0,0.08,0.05,0.08,0.05,1.928,0.0125541,0.095,464.439,1.33e-05,0.31,1.13,0.003098,332.8672,,12.04,259.5477,45.6018
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-20 13:07:11.521,2455276.046661123,9.7,,5.25,,268.747817118,22.765030142,268.858201269,22.758745213,17.1821,34.36794,,,,,-327505.98,82193.219,292.761,,999,,16.6,,98.89852,,327334.5,*,,,,,,89.7,0.0,,,251.260682,44.699466,4.771441865621,-4.5118159,4.65021309526143,-21.8769008,38.67464301,19.2978252,42.1248667,90.9262,/L,12.0487,121.1,20.78,76.9263,269.75,236.642,6.76535,Her,66.185611,268.4789364,46.191612,,,48.062167,22.117465,,0.0,0.081,0.05,0.081,0.05,2.098,0.0125898,0.095,463.0998,1.32e-05,0.31,1.13,0.003089,332.9972,,12.0487,259.6801,45.766
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-21 13:07:11.521,2455277.046661123,9.7,,5.25,,268.870886945,22.994592079,268.981122111,22.988430736,16.75459,34.53235,,,,,-330340.33,81597.411,293.006,,999,,16.593,,98.89716,,329387.8,*,,,,,,89.02,0.0,,,251.385141,44.795071,4.768841694482,-4.4916898,4.63762148991846,-21.7258104,38.56992182,19.3030697,41.9300727,91.4966,/L,12.0562,126.7,29.9091,76.3488,269.074,236.69,6.63736,Her,66.185619,268.6392668,46.4225006,,,48.337484,22.094999,,0.0,0.081,0.05,0.081,0.05,2.27,0.0126251,0.095,461.7744,1.31e-05,0.31,1.12,0.003081,333.1274,,12.0562,259.8111,45.9306
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-22 13:07:11.521,2455278.046661123,9.7,,5.25,,268.991057366,23.225232705,269.101149692,23.219188633,16.32379,34.69065,,,,,-333167.39,81006.669,293.265,,999,,16.586,,98.89601,,331428.9,*,,,,,,88.34,0.0,,,251.510149,44.890644,4.766253162371,-4.4715185,4.62511846464831,-21.5701844,38.46593733,19.308295,41.7325862,92.0636,/L,12.0625,130.4,40.1556,75.776,268.393,236.737,6.50661,Her,66.185625,268.7965107,46.6543076,,,48.612705,22.07534,,0.0,0.081,0.05,0.081,0.05,2.444,0.0126597,0.095,460.4629,1.31e-05,0.31,1.11,0.003072,333.2576,,12.0625,259.9407,46.0954
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-23 13:07:11.521,2455279.046661123,9.7,,5.25,,269.10829809,23.456911136,269.218249521,23.450976383,15.88989,34.84279,,,,,-335987.18,80421.214,293.537,,999,,16.579,,98.89509,,333457.4,*,,,,,,87.65,0.0,,,251.635709,44.986184,4.763676295355,-4.4513022,4.61270660213957,-21.4101536,38.36271102,19.313501,41.5325644,92.627,/L,12.0677,131.7,51.1086,75.2079,267.705,236.783,6.37312,Her,66.185632,268.9506071,46.8870005,,,48.887793,22.058491,,0.0,0.081,0.05,0.081,0.05,2.62,0.0126938,0.095,459.1651,1.3e-05,0.3,1.1,0.003063,333.3881,,12.0676,260.0687,46.2605
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-24 13:07:11.521,2455280.046661123,9.7,,5.25,,269.222579678,23.689586232,269.332386618,23.683752478,15.45304,34.98875,,,,,-338799.76,79841.265,293.823,,999,,16.572,,98.89437,,335472.7,*,,,,,,86.96,0.0,,,251.761824,45.081688,4.761111119442,-4.4310409,4.60038840370231,-21.2458688,38.26026368,19.3186875,41.3301796,93.1869,/L,12.0716,130.1,62.2624,74.6446,267.012,236.829,6.23693,Her,66.185637,269.1014937,47.1205463,,,49.162711,22.044453,,0.0,0.081,0.05,0.081,0.05,2.798,0.0127273,0.095,457.8811,1.29e-05,0.3,1.09,0.003055,333.5186,,12.0715,260.1952,46.4259
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-25 13:07:11.521,2455281.046661123,9.7,,5.25,,269.333873305,23.923216749,269.443526419,23.91747696,15.01337,35.12852,,,,,-341605.21,79267.038,294.122,,999,,16.565,,98.89386,,337474.6,*,,,,,,86.26,0.0,,,251.888497,45.177156,4.758557660581,-4.4107348,4.58816627837802,-21.077498,38.15861537,19.3238544,41.1256116,93.743,/L,12.0745,125.8,73.0211,74.0862,266.313,236.874,6.09808,Her,66.185642,269.2491074,47.3549121,,,49.437419,22.033227,,0.0,0.081,0.05,0.081,0.05,2.977,0.0127603,0.095,456.6109,1.28e-05,0.3,1.08,0.003046,333.6493,,12.0743,260.3201,46.5915
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-26 13:07:11.521,2455282.046661123,9.7,,5.25,,269.442150414,24.157761447,269.551636033,24.152111518,14.57093,35.26209,,,,,-344403.64,78698.744,294.434,,999,,16.558,,98.89355,,339462.6,*,,,,,,85.56,0.0,,,252.015731,45.272585,4.756015944659,-4.390384,4.57604253488989,-20.9052188,38.05778527,19.3290018,40.9190342,94.2952,/L,12.0762,119.3,82.7253,73.5328,265.608,236.918,5.95659,Her,66.185647,269.3933863,47.5900648,,,49.711883,22.024814,,0.0,0.081,0.05,0.081,0.05,3.159,0.0127925,0.095,455.3545,1.28e-05,0.3,1.07,0.003038,333.7802,,12.076,260.4435,46.7573
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-27 13:07:11.521,2455283.046661123,9.7,,5.25,,269.547382265,24.393179108,269.656685444,24.387618912,14.12572,35.38948,,,,,-347195.2,78136.586,294.76,,999,,16.551,,98.89344,,341436.4,*,,,,,,84.84,0.0,,,252.14353,45.367974,4.753485997496,-4.3699886,4.56401937935286,-20.7292064,37.95779173,19.3341295,40.7105955,94.8434,/L,12.0768,111.2,90.7105,72.9845,264.896,236.962,5.81251,Her,66.185651,269.5342713,47.8259713,,,49.986065,22.019213,,0.0,0.081,0.05,0.081,0.05,3.342,0.0128242,0.096,454.1118,1.27e-05,0.29,1.07,0.00303,333.9111,,12.0766,260.5652,46.9233
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-28 13:07:11.521,2455284.046661123,9.7,,5.25,,269.64953944,24.629428415,269.758647925,24.623961675,13.67767,35.51064,,,,,-349980.06,77580.749,295.099,,999,,16.544,,98.89352,,343395.4,*,,,,,,84.13,0.0,,,252.271897,45.463321,4.750967844853,-4.3495487,4.55209892179117,-20.5496153,37.85865231,19.3392373,40.5003948,95.3876,/L,12.0764,102.2,96.3958,72.4413,264.178,237.005,5.66587,Her,66.185654,269.6717065,48.0625983,,,50.259927,22.016424,,0.0,0.081,0.05,0.081,0.05,3.527,0.0128552,0.096,452.8828,1.26e-05,0.29,1.06,0.003021,334.0423,,12.0762,260.6854,47.0895
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-29 13:07:11.521,2455285.046661123,9.7,,5.25,,269.748591397,24.866467683,269.857498993,24.861100431,13.22665,35.6255,,,,,-352758.45,77031.402,295.451,,999,,16.537,,98.89378,,345339.4,*,,,,,,83.4,0.0,,,252.400834,45.558624,4.748461512422,-4.3290643,4.54028319295994,-20.3665629,37.76038389,19.3443253,40.2884652,95.9276,/L,12.075,92.7,99.3834,71.9034,263.453,237.047,5.51671,Her,66.185657,269.8056383,48.2999121,,,50.533434,22.016447,,0.0,0.081,0.051,0.081,0.05,3.714,0.0128856,0.096,451.6675,1.25e-05,0.29,1.05,0.003013,334.1735,,12.0747,260.8039,47.2558
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-30 13:07:11.521,2455286.046661123,9.7,,5.25,,269.844506208,25.104254456,269.953214018,25.098992617,12.77253,35.73391,,,,,-355530.61,76488.696,295.817,,999,,16.531,,98.89424,,347268.0,*,,,,,,82.67,0.0,,,252.530346,45.653882,4.745967025826,-4.3085357,4.52857416971997,-20.1801174,37.66300291,19.3493933,40.0747683,96.4633,/L,12.0726,83.4,99.5302,71.3707,262.721,237.088,5.36505,Her,66.185659,269.9360116,48.5378781,,,50.806546,22.019285,,0.0,0.081,0.051,0.082,0.05,3.903,0.0129152,0.096,450.4659,1.25e-05,0.29,1.04,0.003005,334.3049,,12.0722,260.9208,47.4223
Lemmon-Siding Spring (C/2008 FK7,2010-Mar-31 13:07:11.521,2455287.046661123,9.7,,5.25,,269.937250551,25.342745068,270.04576558,25.337592172,12.31518,35.83566,,,,,-358296.81,75952.773,296.196,,999,,16.524,,98.89486,,349180.8,*,,,,,,81.93,0.0,,,252.660435,45.749092,4.743484410627,-4.2879629,4.5169738037276,-19.9902989,37.56652561,19.3544412,39.8592052,96.9947,/L,12.0691,74.6,96.963,70.8434,261.983,237.128,5.21094,Her,66.185661,270.0627665,48.7764605,,,51.079224,22.024937,,0.0,0.081,0.051,0.082,0.051,4.094,0.0129442,0.096,449.2779,1.24e-05,0.28,1.03,0.002997,334.4365,,12.0688,261.0361,47.5889
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-01 13:07:11.521,2455288.046661123,9.7,,5.25,,270.026789973,25.58189425,270.135121931,25.5768502,11.85454,35.93047,,,,,-361057.32,75423.773,296.588,,999,,16.517,,98.89567,,351077.5,*,,,,,,81.19,0.0,,,252.791105,45.844254,4.741013692314,-4.2673461,4.50548404669616,-19.7970898,37.47096821,19.3594689,39.6416412,97.5215,/L,12.0648,66.6,92.0283,70.3216,261.237,237.167,5.05441,Her,66.185662,270.1858358,49.0156218,,,51.351425,22.033406,,0.0,0.081,0.051,0.082,0.051,4.287,0.0129725,0.096,448.1035,1.23e-05,0.28,1.02,0.002989,334.5681,,12.0644,261.1496,47.7556
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-02 13:07:11.521,2455289.046661123,9.7,,5.25,,270.113089325,25.821654883,270.221247207,25.816716016,11.39061,36.01807,,,,,-363812.43,74901.84,296.994,,999,,16.51,,98.89664,,352957.5,*,,,,,,80.43,0.0,,,252.922358,45.939365,4.738554896313,-4.2466853,4.49410686706761,-19.6004527,37.3763471,19.3644764,39.4219325,98.0438,/L,12.0595,60.0,85.2036,69.8053,260.484,237.206,4.8955,Her,66.185663,270.3051457,49.2553225,,,51.623108,22.044694,,0.0,0.082,0.051,0.082,0.051,4.482,0.013,0.096,446.9428,1.23e-05,0.28,1.02,0.002982,334.6999,,12.0591,261.2614,47.9223
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-03 13:07:11.521,2455290.046661123,9.7,,5.25,,270.196113254,26.061977897,270.304102911,26.057137985,10.92345,36.09816,,,,,-366562.41,74387.128,297.413,,999,,16.504,,98.89777,,354820.6,*,,,,,,79.67,0.0,,,253.054199,46.034424,4.73610804798,-4.2259807,4.48284425650801,-19.4003471,37.28267882,19.3694634,39.199948,98.5613,/L,12.0533,55.0,77.005,69.2946,259.723,237.243,4.73425,Her,66.185664,270.4206171,49.4955211,,,51.894227,22.058799,,0.0,0.082,0.051,0.082,0.051,4.678,0.0130268,0.096,445.7956,1.22e-05,0.28,1.01,0.002974,334.8319,,12.0529,261.3715,48.0891
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-04 13:07:11.521,2455291.046661123,9.7,,5.25,,270.275826645,26.302812292,270.38364976,26.298063884,10.45319,36.17046,,,,,-369307.56,73879.796,297.846,,999,,16.497,,98.89906,,356666.4,*,,,,,,78.9,0.0,,,253.18663,46.129428,4.733673172605,-4.2052323,4.47169822797722,-19.1967412,37.18998013,19.3744301,38.9755808,99.074,/L,12.0462,52.0,67.9207,68.7897,258.955,237.28,4.5707,Her,66.185664,270.5321686,49.736174,,,52.164734,22.075722,,0.0,0.082,0.051,0.082,0.051,4.877,0.0130528,0.096,444.6619,1.21e-05,0.28,1.0,0.002966,334.964,,12.0458,261.4798,48.2559
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-05 13:07:11.521,2455292.046661123,9.7,,5.25,,270.352194971,26.54410524,270.459849175,26.539440868,9.979994,36.2347,,,,,-372048.17,73380.006,298.292,,999,,16.491,,98.90051,,358494.4,*,,,,,,78.13,0.0,,,253.319655,46.224375,4.731250295411,-4.1844404,4.46067080873965,-18.9896177,37.09826788,19.3793761,38.7487507,99.5818,/L,12.0383,51.1,58.3763,68.2905,258.179,237.315,4.4049,Her,66.185664,270.6397182,49.9772356,,,52.434583,22.095459,,0.0,0.082,0.051,0.082,0.051,5.078,0.013078,0.096,443.5417,1.2e-05,0.27,0.99,0.002959,335.0962,,12.0378,261.5864,48.4227
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-06 13:07:11.521,2455293.046661123,9.7,,5.25,,270.425184527,26.785802202,270.532664178,26.781215274,9.504042,36.29063,,,,,-374784.53,72887.919,298.752,,999,,16.484,,98.9021,,360304.1,*,,,,,,77.34,0.0,,,253.453277,46.319265,4.728839441551,-4.1636051,4.44976403157019,-18.7789747,37.00755898,19.3843014,38.519401,100.0845,/L,12.0296,52.2,48.7303,67.7973,257.395,237.349,4.23689,Her,66.185663,270.7431846,50.2186586,,,52.703724,22.118008,,0.0,0.082,0.051,0.082,0.051,5.28,0.0131025,0.096,442.435,1.2e-05,0.27,0.98,0.002952,335.2286,,12.0291,261.6911,48.5895
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-07 13:07:11.521,2455294.046661123,9.7,,5.25,,270.494762591,27.027847045,270.60205983,27.023332404,9.025538,36.33802,,,,,-377516.96,72403.695,299.225,,999,,16.478,,98.90383,,362095.1,*,,,,,,76.55,0.0,,,253.587499,46.414095,4.726440636111,-4.1427263,4.43897992638641,-18.5648236,36.91787031,19.3892059,38.2874927,100.582,/L,12.0201,55.2,39.2854,67.31,256.604,237.382,4.06673,Her,66.185662,270.8424877,50.4603939,,,52.972106,22.143361,,0.0,0.082,0.051,0.082,0.051,5.485,0.0131261,0.096,441.3417,1.19e-05,0.27,0.98,0.002944,335.361,,12.0195,261.794,48.7562
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-08 13:07:11.521,2455295.046661123,9.7,,5.25,,270.560897537,27.27018213,270.668003385,27.265736348,8.544697,36.37665,,,,,-380245.76,71927.491,299.712,,999,,16.471,,98.9057,,363867.1,*,,,,,,75.75,0.0,,,253.722325,46.508863,4.72405390411,-4.1218044,4.42832051339082,-18.347186,36.82921868,19.3940896,38.0529985,101.0742,/L,12.0098,59.5,30.3082,66.8289,255.804,237.414,3.89445,Her,66.18566,270.9375492,50.7023905,,,53.23968,22.171513,,0.0,0.082,0.052,0.082,0.051,5.692,0.0131489,0.097,440.2618,1.18e-05,0.27,0.97,0.002937,335.4937,,12.0092,261.8951,48.9228
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-09 13:07:11.521,2455296.046661123,9.7,,5.25,,270.623558927,27.512748385,270.730464364,27.508369852,8.061741,36.40632,,,,,-382971.26,71459.457,300.211,,999,,16.465,,98.90771,,365619.4,*,,,,,,74.95,0.0,,,253.857759,46.603567,4.721679270496,-4.1008393,4.41778779792326,-18.1260915,36.74162075,19.3989522,37.8158989,101.5609,/L,11.9988,65.0,22.0483,66.3539,254.996,237.445,3.72012,Her,66.185658,271.0282923,50.944596,,,53.506391,22.202453,,0.0,0.082,0.052,0.082,0.051,5.9,0.0131708,0.097,439.1951,1.18e-05,0.26,0.96,0.00293,335.6264,,11.9982,261.9943,49.0893
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-10 13:07:11.521,2455297.046661123,9.7,,5.25,,270.682717617,27.755485352,270.789414605,27.751174206,7.57691,36.4268,,,,,-385693.79,70999.739,300.725,,999,,16.459,,98.90983,,367351.6,*,,,,,,74.13,0.0,,,253.993802,46.698205,4.719316760147,-4.0798312,4.40738376666335,-17.9015749,36.65509306,19.4037937,37.5761796,102.0421,/L,11.9871,71.3,14.7527,65.8853,254.18,237.474,3.54378,Her,66.185656,271.1146419,51.1869564,,,53.772189,22.236171,,0.0,0.082,0.052,0.082,0.051,6.111,0.0131919,0.097,438.1417,1.17e-05,0.26,0.95,0.002923,335.7593,,11.9865,262.0917,49.2556
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-11 13:07:11.521,2455298.046661123,9.7,,5.25,,270.738345882,27.998331235,270.844828337,27.994089108,7.090456,36.43792,,,,,-388413.69,70548.476,301.251,,999,,16.453,,98.91208,,369063.3,*,,,,,,73.31,0.0,,,254.130459,46.792776,4.716966397872,-4.0587802,4.39711038451162,-17.6736767,36.56965195,19.4086139,37.3338315,102.5176,/L,11.9747,78.1,8.6729,65.423,253.356,237.502,3.3655,Her,66.185653,271.1965248,51.429416,,,54.03702,22.272653,,0.0,0.082,0.052,0.082,0.051,6.323,0.0132121,0.097,437.1015,1.16e-05,0.26,0.94,0.002916,335.8923,,11.9741,262.1871,49.4218
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-12 13:07:11.521,2455299.046661123,9.7,,5.25,,270.790417573,28.241222958,270.896682211,28.237052525,6.602653,36.43949,,,,,-391131.31,70105.8,301.791,,999,,16.446,,98.91443,,370754.0,*,,,,,,72.47,0.0,,,254.267733,46.887278,4.714628208409,-4.0376865,4.38696959133276,-17.4424436,36.48531354,19.4134128,37.0888534,102.9872,/L,11.9617,85.3,4.062,64.9673,252.523,237.529,3.18533,Her,66.185649,271.27387,51.6719177,,,54.300829,22.311886,,0.0,0.082,0.052,0.082,0.051,6.537,0.0132314,0.097,436.0744,1.16e-05,0.26,0.94,0.002909,336.0255,,11.9611,262.2807,49.5878
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-13 13:07:11.521,2455300.046661123,9.7,,5.25,,270.838908292,28.484096247,270.944955223,28.480000555,6.113796,36.43132,,,,,-393846.99,69671.835,302.345,,999,,16.44,,98.91689,,372423.1,*,,,,,,71.63,0.0,,,254.405628,46.981708,4.712302216421,-4.0165502,4.3769632977337,-17.2079306,36.40209374,19.4181903,36.8412552,103.4508,/L,11.9481,92.7,1.163,64.5181,251.681,237.554,3.00332,Her,66.185645,271.3466079,51.9144029,,,54.563563,22.353853,,0.0,0.082,0.052,0.082,0.052,6.754,0.0132498,0.097,435.0603,1.15e-05,0.26,0.93,0.002902,336.1588,,11.9475,262.3723,49.7535
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-14 13:07:11.521,2455301.046661123,9.7,,5.25,,270.883795585,28.726885743,270.98962846,28.722867349,5.624203,36.41328,,,,,-396561.09,69246.696,302.911,,999,,16.434,,98.91945,,374070.1,*,,,,,,70.78,0.0,,,254.544147,47.076065,4.709988446502,-3.9953713,4.36709337918166,-16.9702049,36.32000813,19.4229462,36.5910637,103.9084,/L,11.934,100.1,0.1874,64.0756,250.831,237.578,2.81955,Her,66.185641,271.4146709,52.1568115,,,54.825167,22.398534,,0.0,0.081,0.052,0.082,0.052,6.972,0.0132672,0.097,434.0591,1.15e-05,0.25,0.92,0.002896,336.2922,,11.9333,262.4619,49.919
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-15 13:07:11.521,2455302.046661123,9.7,,5.25,,270.925059122,28.969525171,271.03068465,28.965585208,5.134209,36.38524,,,,,-399273.99,68830.491,303.491,,999,,16.428,,98.9221,,375694.6,*,,,,,,69.92,0.0,,,254.683293,47.170346,4.707686923167,-3.9741501,4.35736166806168,-16.7293492,36.23907195,19.4276804,36.3383277,104.3596,/L,11.9193,107.1,1.2888,63.64,249.972,237.6,2.63408,Her,66.185636,271.4779921,52.3990825,,,55.085585,22.445909,,0.0,0.081,0.052,0.082,0.052,7.192,0.0132837,0.097,433.0708,1.14e-05,0.25,0.91,0.002889,336.4258,,11.9186,262.5497,50.0842
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-16 13:07:11.521,2455303.046661123,9.7,,5.25,,270.962680833,29.211947534,271.068107593,29.208084908,4.64416,36.3471,,,,,-401986.04,68423.321,304.084,,999,,16.422,,98.92483,,377295.9,*,,,,,,69.06,0.0,,,254.82307,47.26455,4.705397670859,-3.9528866,4.3477699437094,-16.485465,36.15930002,19.4323929,36.0831218,104.8044,/L,11.9042,113.6,4.537,63.2112,249.105,237.621,2.44696,Her,66.185631,271.5365048,52.6411536,,,55.344763,22.495955,,0.0,0.081,0.052,0.082,0.052,7.414,0.0132992,0.097,432.0952,1.13e-05,0.25,0.91,0.002883,336.5594,,11.9034,262.6354,50.249
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-17 13:07:11.521,2455304.046661123,9.7,,5.25,,270.99664499,29.45408535,271.101881647,29.450296281,4.154406,36.29882,,,,,-404697.62,68025.285,304.69,,999,,16.417,,98.92764,,378873.7,*,,,,,,68.18,0.0,,,254.96348,47.358674,4.703120713942,-3.9315811,4.33831992094193,-16.2386743,36.08070657,19.4370835,35.8255486,105.2427,/L,11.8886,119.2,9.8964,62.7895,248.229,237.64,2.25827,Her,66.185625,271.5901418,52.8829617,,,55.602647,22.548646,,0.0,0.081,0.053,0.082,0.052,7.638,0.0133138,0.097,431.1323,1.13e-05,0.25,0.9,0.002876,336.6932,,11.8878,262.7192,50.4135
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-18 13:07:11.521,2455305.046661123,9.7,,5.25,,271.026938194,29.695870902,271.131991436,29.692149026,3.665284,36.24037,,,,,-407409.12,67636.479,305.309,,999,,16.411,,98.93052,,380427.3,*,,,,,,67.3,0.0,,,255.104529,47.452717,4.700856076702,-3.9102335,4.3290132380053,-15.9891202,36.00330525,19.4417521,35.5657379,105.6743,/L,11.8726,123.2,17.2141,62.3748,247.344,237.658,2.06808,Her,66.185619,271.6388348,53.1244431,,,55.859183,22.603955,,0.0,0.081,0.053,0.082,0.052,7.863,0.0133274,0.097,430.1819,1.12e-05,0.25,0.89,0.00287,336.8272,,11.8718,262.8011,50.5776
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-19 13:07:11.521,2455306.046661123,9.7,,5.25,,271.05354928,29.937236472,271.158421965,29.933573572,3.177111,36.17178,,,,,-410120.93,67257.003,305.941,,999,,16.405,,98.93345,,381956.3,*,,,,,,66.4,0.0,,,255.246218,47.546676,4.698603783346,-3.8888441,4.31985144503855,-15.7369642,35.92710894,19.4463986,35.3038432,106.099,/L,11.8562,125.4,26.2184,61.9674,246.45,237.674,1.87645,Her,66.185612,271.6825149,53.3655339,,,56.114318,22.661853,,0.0,0.081,0.053,0.082,0.052,8.091,0.01334,0.097,429.244,1.12e-05,0.24,0.89,0.002864,336.9613,,11.8554,262.8809,50.7413
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-20 13:07:11.521,2455307.046661123,9.7,,5.25,,271.076469129,30.17811456,271.181159139,30.174501833,2.69017,36.09309,,,,,-412833.47,66886.959,306.586,,999,,16.4,,98.93644,,383460.1,*,,,,,,65.5,0.0,,,255.388552,47.64055,4.696363858,-3.867413,4.31083599410232,-15.4823837,35.85212972,19.451023,35.0400359,106.5167,/L,11.8395,125.3,36.5258,61.5674,245.547,237.688,1.68344,Her,66.185605,271.7211128,53.6061699,,,56.367999,22.722309,,0.0,0.081,0.053,0.082,0.052,8.32,0.0133516,0.097,428.3184,1.11e-05,0.24,0.88,0.002857,337.0955,,11.8388,262.9588,50.9045
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-21 13:07:11.521,2455308.046661123,9.7,,5.25,,271.095690402,30.41843805,271.200190614,30.414867673,2.204701,36.00436,,,,,-415547.18,66526.453,307.244,,999,,16.394,,98.93947,,384938.2,*,,,,,,64.59,0.0,,,255.531534,47.734336,4.69413632471,-3.8459403,4.30196823164543,-15.2255661,35.77837879,19.4556251,34.7744981,106.9273,/L,11.8226,122.9,47.6534,61.1747,244.635,237.7,1.48914,Her,66.185597,271.7545606,53.8462869,,,56.620175,22.785291,,0.0,0.081,0.053,0.082,0.052,8.551,0.0133621,0.097,427.4049,1.1e-05,0.24,0.87,0.002851,337.2298,,11.8218,263.0347,51.0673
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-22 13:07:11.521,2455309.046661123,9.7,,5.25,,271.111207207,30.658140316,271.215506738,30.654606945,1.720893,35.90568,,,,,-418262.52,66175.589,307.914,,999,,16.389,,98.94254,,386390.1,*,,,,,,63.67,0.0,,,255.675167,47.828033,4.691921207436,-3.8244262,4.29324939415713,-14.9667037,35.70586643,19.4602047,34.5074135,107.3306,/L,11.8055,118.5,59.0369,60.7896,243.715,237.711,1.2936,Her,66.185588,271.782793,54.0858209,,,56.870796,22.850768,,0.0,0.081,0.053,0.081,0.052,8.783,0.0133717,0.097,426.5035,1.1e-05,0.24,0.86,0.002845,337.3642,,11.8046,263.1086,51.2295
Lemmon-Siding Spring (C/2008 FK7,2010-Apr-23 13:07:11.521,2455310.046661123,9.7,,5.25,,271.123014712,30.897155257,271.227101289,30.893657015,1.23888,35.79713,,,,,-420979.99,65834.472,308.597,,999,,16.383,,98.94563,,387815.3,*,,,,,,62.74,0.0,,,255.819455,47.921637,4.689718530056,-3.8028709,4.28468060777337,-14.705985,35.63460201,19.4647619,34.2389561,107.7265,/L,11.7881,112.4,70.0555,60.4121,242.785,237.72,1.09691,Her,66.185579,271.8057484,54.3247079,,,57.119812,22.918704,,0.0,0.081,0.053,0.081,0.052,9.017,0.0133802,0.097,425.614,1.09e-05,0.24,0.86,0.002839,337.4988,,11.7873,263.1805,51.3912
