targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat
Hill (C/2010 G2),2006-May-25 09:28:55.645,2453880.895088484,10.8,,6.25,,245.242086872,-23.077660771,245.34291499,-23.095607731,-10.3811,3.101219,,,,,-594067.44,-158592.37,234.371,,999,,23.869,,99.99952,,634590.4,*,,,,,,123.8,0.0,,,247.102587,-1.459944,14.9699733442,-9.6539578,13.9590736624456,-11.7102343,116.09407559,10.4263628,32.6430891,176.2751,/L,0.2558,152.9,4.3201,3.3873,304.504,176.391,-0.18898,Sco,65.185045,247.4249593,-1.5665357,,,353.238934,18.720333,,0.0,0.066,0.396,0.398,0.055,-84.61,0.0688798,0.401,4719.5832,4.36e-05,0.38,1.39,0.031486,220.9914,,0.2507,247.2166,-1.5132
Hill (C/2010 G2),2006-May-26 09:28:55.645,2453881.895088484,10.8,,6.25,,245.166814232,-23.056892481,245.26768628,-23.074877436,-10.3977,3.11577,,,,,-597016.15,-159151.92,226.039,,999,,23.867,,99.99973,,637859.4,*,,,,,,132.19,0.0,,,247.100527,-1.451482,14.96439701068,-9.6556674,13.9524654159932,-11.1727138,116.03911648,10.4284994,32.4933622,177.1832,/L,0.1941,166.8,0.9912,2.5473,313.295,176.254,-0.12144,Sco,65.185024,247.3532445,-1.5576188,,,353.206398,18.785736,,0.0,0.066,0.396,0.397,0.055,-84.715,0.0688254,0.401,4717.6478,4.36e-05,0.38,1.39,0.031473,221.0002,,0.1894,247.1797,-1.5045
Hill (C/2010 G2),2006-May-27 09:28:55.645,2453882.895088484,10.8,,6.25,,245.091447604,-23.036029557,245.192377654,-23.054057577,-10.4103,3.129598,,,,,-599982.52,-159689.25,210.312,,999,,23.865,,99.99986,,640686.9,*,,,,,,147.61,0.0,,,247.098465,-1.443014,14.95881969947,-9.657378,13.946167761604,-10.6347784,115.98674049,10.4306375,32.3420573,177.9686,/L,0.1401,176.8,0.1984,1.8327,329.546,176.116,-0.05379,Sco,65.185002,247.2814277,-1.5486593,,,353.173807,18.851254,,0.0,0.066,0.396,0.397,0.055,-84.821,0.0687683,0.401,4715.7086,4.36e-05,0.38,1.39,0.03146,221.0089,,0.1364,247.1427,-1.4958
Hill (C/2010 G2),2006-May-28 09:28:55.645,2453883.895088484,10.8,,6.25,,245.01601499,-23.015076849,245.117010471,-23.033154615,-10.4192,3.142699,,,,,-602967.37,-160204.15,180.762,,999,,23.863,,99.99992,,642364.9,*,,,,,,176.68,0.0,,,247.096401,-1.434539,14.95324140997,-9.6590897,13.940180831347,-10.0967975,115.93694871,10.4327772,32.1892766,178.4347,/L,0.1063,165.2,1.8351,1.443,359.67,175.979,0.01394,Sco,65.184979,247.2095293,-1.5396579,,,353.141173,18.916866,,0.0,0.065,0.395,0.397,0.055,-84.928,0.0687086,0.401,4713.765,4.36e-05,0.38,1.4,0.031447,221.0177,,0.1052,247.1057,-1.4871
Hill (C/2010 G2),2006-May-29 09:28:55.645,2453884.895088484,10.8,,6.25,,244.940544297,-22.99403924,245.041604486,-23.012173244,-10.4241,3.155069,,,,,598804.503,-160696.42,144.657,,999,,23.862,,99.9999,,641865.8,*,,,,,,213.78,0.0,,,247.094337,-1.426058,14.94766214156,-9.6608024,13.9345045507458,-9.5591145,115.88974052,10.4349184,32.0351491,178.2961,/T,0.1129,152.1,5.6475,1.63,36.123,175.841,0.08172,Sco,65.184957,247.1375679,-1.530615,,,353.108511,18.982549,,0.0,0.065,0.395,0.397,0.055,-85.034,0.0686462,0.401,4711.8167,4.36e-05,0.39,1.4,0.031434,221.0265,,0.1153,247.0686,-1.4783
Hill (C/2010 G2),2006-May-30 09:28:55.645,2453885.895088484,10.8,,6.25,,244.865063227,-22.972921624,244.966179968,-22.99111675,-10.4253,3.166708,,,,,594513.44,-161165.86,121.63,,999,,23.86,,99.99981,,639569.1,*,,,,,,238.28,0.0,,,247.09227,-1.417571,14.94208189362,-9.6625162,13.9291386569731,-9.0220374,115.84511374,10.4370612,31.8798163,177.6581,/T,0.1548,139.2,11.2906,2.254,59.409,175.704,0.14953,Sco,65.184934,247.0655625,-1.5215314,,,353.075835,19.04828,,0.0,0.064,0.395,0.396,0.055,-85.14,0.0685813,0.4,4709.8631,4.36e-05,0.39,1.4,0.031421,221.0352,,0.1591,247.0316,-1.4695
Hill (C/2010 G2),2006-May-31 09:28:55.645,2453886.895088484,10.8,,6.25,,244.7895992,-22.951728899,244.89075909,-22.969987648,-10.4228,3.177616,,,,,590246.434,-161612.28,109.775,,999,,23.858,,99.99964,,636507.2,*,,,,,,251.05,0.0,,,247.090202,-1.409077,14.93650066553,-9.6642311,13.924082720321,-8.4858365,115.8030648,10.4392056,31.7234196,176.8076,/T,0.2121,126.7,18.3837,3.0581,71.602,175.567,0.21734,Sco,65.184911,246.9935334,-1.5124075,,,353.043158,19.114039,,0.0,0.064,0.395,0.396,0.055,-85.247,0.0685138,0.4,4707.9037,4.36e-05,0.39,1.41,0.031408,221.044,,0.2171,246.9945,-1.4607
Hill (C/2010 G2),2006-Jun-01 09:28:55.645,2453887.895088484,10.8,,6.25,,244.714179319,-22.930465962,244.815366401,-22.948788298,-10.4165,3.187793,,,,,586004.152,-162035.48,103.254,,999,,23.856,,99.9994,,633147.1,*,,,,,,258.2,0.0,,,247.088133,-1.400577,14.93091845664,-9.665947,13.9193361647953,-7.950749,115.7635889,10.4413515,31.566092,175.8742,/T,0.2754,114.4,26.5523,3.9329,78.509,175.431,0.28513,Sco,65.184887,246.9215033,-1.503244,,,353.010495,19.179802,,0.0,0.064,0.395,0.396,0.055,-85.353,0.0684437,0.4,4705.9381,4.36e-05,0.39,1.41,0.031395,221.0528,,0.2806,246.9574,-1.4519
Hill (C/2010 G2),2006-Jun-02 09:28:55.645,2453888.895088484,10.8,,6.25,,244.638830354,-22.909137709,244.740028632,-22.927521346,-10.4065,3.197239,,,,,581787.208,-162435.3,99.324,,999,,23.854,,99.99909,,629652.7,*,,,,,,262.66,0.0,,,247.086062,-1.392071,14.92533526633,-9.6676641,13.9148982852886,-7.416986,115.72668018,10.443499,31.4079559,174.9035,/T,0.3412,102.3,35.4511,4.8402,82.846,175.295,0.35287,Sco,65.184863,246.8494967,-1.4940413,,,352.977859,19.245549,,0.0,0.063,0.394,0.396,0.055,-85.459,0.0683712,0.399,4703.9658,4.36e-05,0.39,1.42,0.031381,221.0616,,0.3465,246.9204,-1.443
Hill (C/2010 G2),2006-Jun-03 09:28:55.645,2453889.895088484,10.8,,6.25,,244.563578749,-22.88774904,244.664774226,-22.906189978,-10.3929,3.205953,,,,,577596.166,-162811.58,96.79,,999,,23.853,,99.9987,,626088.9,*,,,,,,265.68,0.0,,,247.083989,-1.383558,14.91975109396,-9.6693821,13.9107682605349,-6.8847397,115.69233181,10.445648,31.249123,173.9136,/T,0.4083,90.3,44.7693,5.7643,85.797,175.159,0.42055,Sco,65.184839,246.77754,-1.4848002,,,352.945263,19.311258,,0.0,0.063,0.394,0.395,0.055,-85.566,0.0682962,0.399,4701.9864,4.36e-05,0.39,1.42,0.031368,221.0704,,0.4137,246.8833,-1.4341
Hill (C/2010 G2),2006-Jun-04 09:28:55.645,2453890.895088484,10.8,,6.25,,244.488450618,-22.866304855,244.589632804,-22.884798024,-10.3757,3.213934,,,,,573431.537,-163164.18,95.083,,999,,23.851,,99.99823,,622485.7,*,,,,,,267.84,0.0,,,247.081915,-1.375039,14.91416593888,-9.6711013,13.9069451623736,-6.3541888,115.66053608,10.4477986,31.0896979,172.9127,/T,0.4762,78.4,54.2242,6.6982,87.93,175.024,0.48813,Sco,65.184815,246.7056606,-1.4755211,,,352.912722,19.376909,,0.0,0.062,0.394,0.395,0.055,-85.672,0.0682187,0.399,4699.9995,4.36e-05,0.39,1.42,0.031355,221.0792,,0.4816,246.8464,-1.4253
Hill (C/2010 G2),2006-Jun-05 09:28:55.645,2453891.895088484,10.8,,6.25,,244.413471745,-22.844810062,244.514634696,-22.863349998,-10.355,3.221182,,,,,569293.784,-163492.96,93.9,,999,,23.85,,99.9977,,618858.1,*,,,,,,269.48,0.0,,,247.07984,-1.366514,14.90857980047,-9.6728215,13.9034279626161,-5.8255012,115.63128442,10.4499507,30.9297816,171.905,/T,0.5444,66.5,63.5453,7.6382,89.542,174.889,0.55559,Sco,65.18479,246.6338869,-1.4662046,,,352.880248,19.44248,,0.0,0.062,0.394,0.395,0.055,-85.778,0.0681388,0.399,4698.0048,4.36e-05,0.39,1.43,0.031342,221.088,,0.5499,246.8094,-1.4163
Hill (C/2010 G2),2006-Jun-06 09:28:55.645,2453892.895088484,10.8,,6.25,,244.33866758,-22.823269567,244.439810536,-22.841851121,-10.3307,3.227695,,,,,565183.318,-163797.81,93.07,,999,,23.848,,99.99709,,615214.9,*,,,,,,270.75,0.0,,,247.077763,-1.357982,14.90299267807,-9.6745427,13.9002155391328,-5.2988341,115.60456751,10.4521044,30.7694752,170.893,/T,0.6128,54.4,72.4575,8.5822,90.804,174.755,0.62292,Sco,65.184765,246.5622475,-1.4568514,,,352.847855,19.507951,,0.0,0.062,0.393,0.394,0.055,-85.883,0.0680566,0.398,4696.0018,4.36e-05,0.39,1.43,0.031328,221.0969,,0.6183,246.7726,-1.4074
Hill (C/2010 G2),2006-Jun-07 09:28:55.645,2453893.895088484,10.8,,6.25,,244.264063215,-22.801688277,244.365190803,-22.820307354,-10.303,3.233474,,,,,561100.499,-164078.63,92.489,,999,,23.847,,99.99641,,611561.4,*,,,,,,271.78,0.0,,,247.075684,-1.349444,14.89740457106,-9.676265,13.8973066827999,-4.7743308,115.58037529,10.4542596,30.6088822,169.8782,/T,0.6813,42.2,80.6654,9.5289,91.821,174.622,0.69008,Sco,65.18474,246.4907711,-1.447462,,,352.815556,19.573302,,0.0,0.061,0.393,0.394,0.055,-85.989,0.067972,0.398,4693.9901,4.36e-05,0.4,1.44,0.031315,221.1057,,0.6868,246.7358,-1.3984
Hill (C/2010 G2),2006-Jun-08 09:28:55.645,2453894.895088484,10.8,,6.25,,244.189683372,-22.780071096,244.290805197,-22.798725381,-10.2719,3.238519,,,,,557045.635,-164335.33,92.089,,999,,23.845,,99.99566,,607900.8,*,,,,,,272.62,0.0,,,247.073604,-1.340899,14.89181547879,-9.6779883,13.894700106752,-4.2521163,115.55869705,10.4564163,30.4481091,168.8613,/T,0.7498,29.8,87.8439,10.4775,92.658,174.489,0.75706,Sco,65.184714,246.4194858,-1.4380371,,,352.783362,19.638513,,0.0,0.061,0.393,0.394,0.055,-86.094,0.067885,0.398,4691.9695,4.36e-05,0.4,1.44,0.031301,221.1145,,0.7552,246.6991,-1.3895
Hill (C/2010 G2),2006-Jun-09 09:28:55.645,2453895.895088484,10.8,,6.25,,244.115552384,-22.758422923,244.216681802,-22.777112491,-10.2375,3.242831,,,,,553018.984,-164567.83,91.826,,999,,23.844,,99.99483,,604235.4,*,,,,,,273.33,0.0,,,247.071522,-1.332348,14.88622540061,-9.6797126,13.8923944589284,-3.7322903,115.53952157,10.4585746,30.2872621,167.8432,/T,0.8182,17.1,93.6408,11.4275,93.361,174.357,0.82383,Sco,65.184689,246.3484185,-1.4285772,,,352.751289,19.703564,,0.0,0.061,0.393,0.393,0.055,-86.199,0.0677958,0.397,4689.9395,4.36e-05,0.4,1.45,0.031288,221.1234,,0.8236,246.6625,-1.3805
Hill (C/2010 G2),2006-Jun-10 09:28:55.645,2453896.895088484,10.8,,6.25,,244.041694193,-22.736748653,244.142846041,-22.755476306,-10.1998,3.246409,,,,,549020.75,-164776.07,91.669,,999,,23.842,,99.99394,,600566.8,*,,,,,,273.93,0.0,,,247.069439,-1.323791,14.8806343359,-9.681438,13.890388338079,-3.2149226,115.52283717,10.4607345,30.1264413,166.8241,/T,0.8864,4.876,97.6942,12.3785,93.96,174.226,0.89037,Sco,65.184663,246.2775936,-1.4190831,,,352.719347,19.768436,,0.0,0.06,0.392,0.393,0.055,-86.304,0.0677042,0.397,4687.9,4.36e-05,0.4,1.46,0.031274,221.1322,,0.8919,246.626,-1.3714
Hill (C/2010 G2),2006-Jun-11 09:28:55.645,2453897.895088484,10.8,,6.25,,243.968132373,-22.715053185,244.069319756,-22.733824244,-10.1588,3.249253,,,,,545051.092,-164960.01,91.594,,999,,23.841,,99.99298,,596895.9,*,,,,,,274.45,0.0,,,247.067355,-1.315227,14.87504228401,-9.6831644,13.8886803121536,-2.7000501,115.50863195,10.4628959,29.965731,165.8044,/T,0.9545,10.2,99.6679,13.3303,94.478,174.095,0.95666,Sco,65.184636,246.2070325,-1.4095553,,,352.687549,19.833109,,0.0,0.06,0.392,0.393,0.055,-86.408,0.0676105,0.397,4685.8505,4.36e-05,0.4,1.46,0.031261,221.1411,,0.9599,246.5897,-1.3624
Hill (C/2010 G2),2006-Jun-12 09:28:55.645,2453898.895088484,10.8,,6.25,,243.89489019,-22.693341436,243.996120859,-22.712162823,-10.1146,3.251359,,,,,541110.124,-165119.57,91.585,,999,,23.84,,99.99196,,593223.6,*,,,,,,274.91,0.0,,,247.065268,-1.306657,14.86944924431,-9.6848919,13.8872689364886,-2.1876808,115.4968939,10.4650588,29.8051883,164.7843,/T,1.0224,23.6,99.3001,14.2826,94.931,173.966,1.02268,Sco,65.18461,246.1367524,-1.3999945,,,352.655907,19.897566,,0.0,0.06,0.392,0.392,0.055,-86.512,0.0675145,0.396,4683.7908,4.36e-05,0.4,1.47,0.031247,221.1499,,1.0278,246.5535,-1.3533
Hill (C/2010 G2),2006-Jun-13 09:28:55.645,2453899.895088484,10.8,,6.25,,243.821990686,-22.671618365,243.923264088,-22.690497006,-10.0672,3.25272,,,,,537197.926,-165254.71,91.631,,999,,23.839,,99.99086,,589550.5,*,,,,,,275.31,0.0,,,247.06318,-1.29808,14.86385521616,-9.6866204,13.8861527679353,-1.6778039,115.487611,10.4672232,29.6448329,163.764,/T,1.09,37.5,96.4563,15.2355,95.331,173.837,1.0884,Sco,65.184583,246.0667679,-1.3904015,,,352.624435,19.961786,,0.0,0.059,0.391,0.392,0.055,-86.615,0.0674164,0.396,4681.7205,4.36e-05,0.41,1.47,0.031233,221.1588,,1.0954,246.5174,-1.3443
Hill (C/2010 G2),2006-Jun-14 09:28:55.645,2453900.895088484,10.8,,6.25,,243.749456805,-22.649888988,243.850763025,-22.668829926,-10.0166,3.253325,,,,,533314.55,-165365.37,91.721,,999,,23.838,,99.9897,,585877.0,*,,,,,,275.67,0.0,,,247.061091,-1.289497,14.85826019892,-9.6883499,13.8853303707594,-1.1704078,115.48077134,10.4693892,29.4846409,162.7436,/T,1.1574,51.6,91.171,16.1887,95.688,173.709,1.15382,Sco,65.184557,245.9970919,-1.380777,,,352.593143,20.025752,,0.0,0.059,0.391,0.392,0.055,-86.718,0.0673161,0.395,4679.6395,4.36e-05,0.41,1.48,0.031219,221.1677,,1.1627,246.4815,-1.3352
Hill (C/2010 G2),2006-Jun-15 09:28:55.645,2453901.895088484,10.8,,6.25,,243.677311519,-22.628158412,243.778632915,-22.647163201,-9.9628,3.253161,,,,,529460.026,-165451.47,91.848,,999,,23.836,,99.98848,,582203.4,*,,,,,,275.99,0.0,,,247.059,-1.280907,14.85266419196,-9.6900804,13.8848003113261,-0.6655003,115.47636297,10.4715567,29.3245461,161.7232,/T,1.2244,65.9,83.6643,17.1422,96.008,173.582,1.21889,Sco,65.18453,245.9277386,-1.3711218,,,352.562043,20.089445,,0.0,0.059,0.391,0.391,0.055,-86.821,0.0672138,0.395,4677.5474,4.36e-05,0.41,1.48,0.031205,221.1766,,1.2298,246.4457,-1.326
Hill (C/2010 G2),2006-Jun-16 09:28:55.645,2453902.895088484,10.8,,6.25,,243.60557795,-22.60643185,243.70689322,-22.625497856,-9.90576,3.252209,,,,,525634.367,-165512.94,92.006,,999,,23.835,,99.9872,,578530.1,*,,,,,,276.28,0.0,,,247.056908,-1.272311,14.84706719466,-9.6918119,13.8845611410625,-0.163128,115.47437385,10.4737257,29.1644481,160.7028,/T,1.2912,80.2,74.3284,18.0959,96.298,173.457,1.28361,Sco,65.184503,245.8587259,-1.3614367,,,352.531149,20.152845,,0.0,0.058,0.39,0.391,0.055,-86.923,0.0671093,0.395,4675.444,4.36e-05,0.41,1.49,0.031191,221.1855,,1.2964,246.4102,-1.3169
Hill (C/2010 G2),2006-Jun-17 09:28:55.645,2453903.895088484,10.8,,6.25,,243.534279455,-22.58471463,243.635568917,-22.603835554,-9.84545,3.250452,,,,,521837.568,-165549.73,92.191,,999,,23.834,,99.98586,,574857.2,*,,,,,,276.54,0.0,,,247.054814,-1.263709,14.84146920636,-9.6935445,13.8846113699788,0.3366107,115.47479159,10.4758962,29.0042255,159.6825,/T,1.3575,94.5,63.6879,19.0499,96.562,173.332,1.34796,Sco,65.184476,245.7900769,-1.3517226,,,352.500473,20.215934,,0.0,0.058,0.39,0.391,0.055,-87.024,0.0670028,0.394,4673.329,4.36e-05,0.41,1.5,0.031177,221.1944,,1.3628,246.3748,-1.3078
Hill (C/2010 G2),2006-Jun-18 09:28:55.645,2453904.895088484,10.8,,6.25,,243.46343966,-22.563012197,243.564690033,-22.582179621,-9.78183,3.247872,,,,,518069.603,-165561.77,92.399,,999,,23.833,,99.98446,,571184.9,*,,,,,,276.78,0.0,,,247.052718,-1.2551,14.83587022645,-9.695278,13.8849494348884,0.8335604,115.47760319,10.4780683,28.843752,158.6625,/T,1.4235,108.7,52.3486,20.0041,96.803,173.208,1.4119,Sco,65.184449,245.7218195,-1.3419804,,,352.470026,20.278693,,0.0,0.058,0.39,0.39,0.055,-87.124,0.0668942,0.394,4671.2021,4.36e-05,0.41,1.5,0.031163,221.2033,,1.4287,246.3396,-1.2986
Hill (C/2010 G2),2006-Jun-19 09:28:55.645,2453905.895088484,10.8,,6.25,,243.393082457,-22.541330101,243.494289695,-22.560535577,-9.71485,3.244455,,,,,514330.427,-165549.06,92.626,,999,,23.833,,99.983,,567513.5,*,,,,,,277.0,0.0,,,247.050621,-1.246485,14.83027025427,-9.6970126,13.885573666822,1.3275111,115.48279477,10.4802419,28.6829095,157.6426,/T,1.4891,122.9,40.9449,20.9584,97.025,173.085,1.47542,Sco,65.184422,245.653985,-1.3322111,,,352.439822,20.341101,,0.0,0.058,0.389,0.39,0.055,-87.225,0.0667836,0.393,4669.0631,4.36e-05,0.42,1.51,0.031149,221.2122,,1.4942,246.3047,-1.2894
Hill (C/2010 G2),2006-Jun-20 09:28:55.645,2453906.895088484,10.8,,6.25,,243.323231948,-22.519673982,243.424401457,-22.538911013,-9.6445,3.240187,,,,,510619.968,-165511.58,92.87,,999,,23.832,,99.98148,,563843.0,*,,,,,,277.21,0.0,,,247.048522,-1.237863,14.82466928919,-9.6987482,13.8864822612893,1.8182051,115.49035132,10.4824171,28.5216001,156.6231,/T,1.5542,137.0,30.0945,21.9129,97.23,172.964,1.5385,Sco,65.184394,245.5866054,-1.3224155,,,352.409874,20.403139,,0.0,0.057,0.389,0.389,0.055,-87.324,0.0666711,0.393,4666.9117,4.36e-05,0.42,1.52,0.031134,221.2211,,1.5593,246.27,-1.2802
Hill (C/2010 G2),2006-Jun-21 09:28:55.645,2453907.895088484,10.8,,6.25,,243.253912355,-22.498049542,243.355056726,-22.51731495,-9.57076,3.235061,,,,,506938.132,-165449.36,93.128,,999,,23.831,,99.97992,,560173.7,*,,,,,,277.4,0.0,,,247.046422,-1.229234,14.81906733056,-9.7004849,13.8876732538297,2.3053482,115.5002565,10.4845937,28.3597544,155.6038,/T,1.6189,150.9,20.3603,22.8675,97.421,172.844,1.60111,Sco,65.184367,245.5197109,-1.3125946,,,352.380195,20.464787,,0.0,0.057,0.388,0.389,0.054,-87.422,0.0665566,0.393,4664.7477,4.36e-05,0.42,1.53,0.03112,221.23,,1.624,246.2355,-1.271
Hill (C/2010 G2),2006-Jun-22 09:28:55.645,2453908.895088484,10.8,,6.25,,243.185147916,-22.476462517,243.286282964,-22.495756871,-9.49364,3.229074,,,,,503284.799,-165362.43,93.399,,999,,23.83,,99.9783,,556505.8,*,,,,,,277.58,0.0,,,247.04432,-1.220599,14.81346437772,-9.7022225,13.8891445023588,2.7886217,115.5124925,10.4867719,28.1973372,154.585,/T,1.6831,164.5,12.2178,23.8222,97.598,172.725,1.66323,Sco,65.18434,245.4533285,-1.3027493,,,352.350797,20.526025,,0.0,0.057,0.388,0.388,0.054,-87.52,0.0664403,0.392,4662.5709,4.36e-05,0.42,1.53,0.031105,221.239,,1.6881,246.2012,-1.2618
Hill (C/2010 G2),2006-Jun-23 09:28:55.645,2453909.895088484,10.8,,6.25,,243.116962749,-22.454918648,243.218103046,-22.474245732,-9.41316,3.222229,,,,,499659.826,-165250.84,93.682,,999,,23.829,,99.97663,,552839.5,*,,,,,,277.74,0.0,,,247.042217,-1.211958,14.80786043001,-9.7039612,13.890893677268,3.2676973,115.52703995,10.4889517,28.0343504,153.5665,/T,1.7467,176.4,6.0281,24.7771,97.764,172.607,1.72485,Sco,65.184313,245.3874807,-1.2928807,,,352.321694,20.586834,,0.0,0.057,0.388,0.388,0.054,-87.617,0.066322,0.392,4660.381,4.36e-05,0.42,1.54,0.031091,221.2479,,1.7518,246.1672,-1.2525
Hill (C/2010 G2),2006-Jun-24 09:28:55.645,2453910.895088484,10.8,,6.25,,243.049380728,-22.433423652,243.150535824,-22.452789189,-9.32936,3.214531,,,,,496063.043,-165114.65,93.974,,999,,23.829,,99.97492,,549174.8,*,,,,,,277.9,0.0,,,247.040112,-1.20331,14.80225548676,-9.7057009,13.8929182597858,3.7422508,115.54387788,10.491133,27.8708336,152.5486,/T,1.8099,167.6,2.0186,25.732,97.919,172.491,1.78593,Sco,65.184285,245.3221864,-1.2829894,,,352.292899,20.647193,,0.0,0.056,0.387,0.388,0.054,-87.714,0.066202,0.391,4658.1777,4.36e-05,0.43,1.55,0.031076,221.2568,,1.8148,246.1335,-1.2432
Hill (C/2010 G2),2006-Jun-25 09:28:55.645,2453911.895088484,10.8,,6.25,,242.982425353,-22.411983195,243.083597579,-22.431393246,-9.24231,3.205991,,,,,492494.256,-164953.91,94.274,,999,,23.828,,99.97316,,545512.0,*,,,,,,278.04,0.0,,,247.038006,-1.194655,14.7966495473,-9.7074416,13.8952155484202,4.2119756,115.56298385,10.4933158,27.7068605,151.5311,/T,1.8725,154.7,0.2756,26.687,98.065,172.376,1.84645,Sco,65.184258,245.2574616,-1.2730766,,,352.264425,20.707084,,0.0,0.056,0.387,0.387,0.054,-87.809,0.0660801,0.391,4655.9609,4.36e-05,0.43,1.55,0.031061,221.2658,,1.8774,246.1001,-1.234
Hill (C/2010 G2),2006-Jun-26 09:28:55.645,2453912.895088484,10.8,,6.25,,242.916119646,-22.390602868,243.017303846,-22.410062373,-9.15206,3.19662,,,,,488953.243,-164768.68,94.582,,999,,23.827,,99.97136,,541851.2,*,,,,,,278.18,0.0,,,247.035897,-1.185994,14.79104261095,-9.7091834,13.8977826723149,4.6765931,115.58433397,10.4955001,27.5425328,150.5142,/T,1.9345,141.8,0.753,27.6419,98.203,172.262,1.9064,Sco,65.18423,245.1933215,-1.263143,,,352.236284,20.766487,,0.0,0.056,0.386,0.387,0.054,-87.904,0.0659565,0.39,4653.7305,4.36e-05,0.43,1.56,0.031046,221.2748,,1.9393,246.0669,-1.2247
Hill (C/2010 G2),2006-Jun-27 09:28:55.645,2453913.895088484,10.8,,6.25,,242.850486068,-22.369288177,242.951671,-22.388799938,-9.0587,3.186434,,,,,485439.749,-164559.04,94.896,,999,,23.827,,99.96952,,538192.6,*,,,,,,278.31,0.0,,,247.033788,-1.177326,14.78543467702,-9.7109261,13.9006166093614,5.1358588,115.60790311,10.497686,27.3779712,149.4979,/T,1.9959,129.1,3.2957,28.5969,98.333,172.15,1.96576,Sco,65.184203,245.1297819,-1.2531894,,,352.208489,20.825384,,0.0,0.056,0.386,0.386,0.054,-87.997,0.0658312,0.39,4651.4861,4.36e-05,0.43,1.57,0.031031,221.2837,,2.0007,246.0341,-1.2154
Hill (C/2010 G2),2006-Jun-28 09:28:55.645,2453914.895088484,10.8,,6.25,,242.785546468,-22.348044529,242.886717194,-22.367608795,-8.96232,3.175446,,,,,481953.488,-164325.04,95.215,,999,,23.826,,99.96764,,534536.2,*,,,,,,278.44,0.0,,,247.031677,-1.168652,14.77982574483,-9.7126699,13.9037142063352,5.5895631,115.63366503,10.4998734,27.2133075,148.4823,/T,2.0567,116.7,7.672,29.5519,98.456,172.039,2.02449,Sco,65.184175,245.0668599,-1.2432167,,,352.181051,20.883757,,0.0,0.056,0.386,0.386,0.054,-88.09,0.0657042,0.39,4649.2277,4.36e-05,0.43,1.58,0.031016,221.2927,,2.0614,246.0016,-1.2061
Hill (C/2010 G2),2006-Jun-29 09:28:55.645,2453915.895088484,10.8,,6.25,,242.721322061,-22.326877234,242.82246262,-22.346491828,-8.86301,3.163673,,,,,478494.136,-164066.77,95.54,,999,,23.826,,99.96573,,530882.3,*,,,,,,278.55,0.0,,,247.029564,-1.159971,14.77421581367,-9.7144147,13.9070721984393,6.0375284,115.6615926,10.5020624,27.0486764,147.4673,/T,2.1168,104.4,13.6079,30.5068,98.573,171.929,2.08259,Sco,65.184147,245.0045747,-1.2332257,,,352.153984,20.941588,,0.0,0.056,0.385,0.385,0.054,-88.181,0.0655755,0.389,4646.9551,4.36e-05,0.44,1.59,0.031001,221.3017,,2.1215,245.9694,-1.1967
Hill (C/2010 G2),2006-Jun-30 09:28:55.645,2453916.895088484,10.8,,6.25,,242.657833423,-22.305791501,242.758929206,-22.325452321,-8.76084,3.151127,,,,,475061.333,-163784.33,95.868,,999,,23.825,,99.96378,,527230.9,*,,,,,,278.66,0.0,,,247.027449,-1.151284,14.76860488284,-9.7161606,13.9106872263618,6.4796039,115.69165787,10.5042529,26.8842105,146.453,/T,2.1763,92.4,20.8156,31.4616,98.685,171.821,2.14004,Sco,65.184119,244.942947,-1.2232171,,,352.127298,20.99886,,0.0,0.055,0.385,0.385,0.054,-88.272,0.0654453,0.389,4644.6683,4.36e-05,0.44,1.59,0.030986,221.3107,,2.1809,245.9375,-1.1874
Hill (C/2010 G2),2006-Jul-01 09:28:55.645,2453917.895088484,10.8,,6.25,,242.595100496,-22.284792441,242.696140053,-22.304494144,-8.65591,3.137824,,,,,471654.682,-163477.83,96.2,,999,,23.825,,99.96181,,523582.1,*,,,,,,278.77,0.0,,,247.025333,-1.14259,14.76299295165,-9.7179074,13.9145558499876,6.9156598,115.72383223,10.506445,26.7200382,145.4395,/T,2.235,80.5,29.0126,32.4164,98.791,171.715,2.19681,Sco,65.184091,244.8819989,-1.2131918,,,352.101005,21.055557,,0.0,0.055,0.384,0.384,0.054,-88.361,0.0653135,0.388,4642.3669,4.36e-05,0.44,1.6,0.030971,221.3197,,2.2397,245.906,-1.1781
