,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV,Tmag,Limiting,Saturation
107,c4d_140217_082023_ooi_z_ls11.fits.fz 7ec937afc70c482f068582117adada3b,56705.3451183954,z,300,237.636313006934,5.242388483559,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/7ec937afc70c482f068582117adada3b,,2456705.845118,+15:50:33.0197,+05:14:31.331,10.544355555160193,10.657710990294005,22.73852011443508,5.30723390036293,93.9266571806881,0.0726101894885869,0.0704844986885012,-18.000363975877036,23.316728138273,23.7,16.0
108,tu2188220.fits.fz cdf50b393656729c6e201afea63303d6,56705.3489257082,z,300,237.636423101728,5.24249604014544,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/cdf50b393656729c6e201afea63303d6,,2456705.848926,+15:50:33.0463,+05:14:31.718,10.544315968284986,10.657729599056864,22.7385076010728,5.307207165630549,93.9300585372423,0.0725955177484482,0.0704881996735079,-18.00021395391908,23.316747174836973,23.7,16.0
109,tu2188473.fits.fz 61b9bd1293b85a4df71d60bdfb61ae68,56705.3489257082,z,300,237.636423101728,5.24249604014544,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/61b9bd1293b85a4df71d60bdfb61ae68,,2456705.848926,+15:50:33.0463,+05:14:31.718,10.544315968284986,10.657729599056864,22.7385076010728,5.307207165630549,93.9300585372423,0.0725955177484482,0.0704881996735079,-18.00021395391908,23.316747174836973,23.7,16.0
110,c4d_140217_082550_ori.fits.fz af84021a324bf743cc83211a3f4feffe,56705.3489257082,z,300,237.636423101728,5.24249604014544,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/af84021a324bf743cc83211a3f4feffe,,2456705.848926,+15:50:33.0463,+05:14:31.718,10.544315968284986,10.657729599056864,22.7385076010728,5.307207165630549,93.9300585372423,0.0725955177484482,0.0704881996735079,-18.00021395391908,23.316747174836973,23.7,16.0
111,c4d_140217_082550_ooi_z_ls11.fits.fz c531f9ac901b774fb6f60793bad2cb16,56705.3489257082,z,300,237.636423101728,5.24249604014544,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/c531f9ac901b774fb6f60793bad2cb16,,2456705.848926,+15:50:33.0463,+05:14:31.718,10.544315968284986,10.657729599056864,22.7385076010728,5.307207165630549,93.9300585372423,0.0725955177484482,0.0704881996735079,-18.00021395391908,23.316747174836973,23.7,16.0
112,tu2187920.fits.fz b3f4b890fa6203ea5234aa0466eda9df,56705.3527602583,z,300,237.636533984136,5.24260436618581,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b3f4b890fa6203ea5234aa0466eda9df,,2456705.85276,+15:50:33.0732,+05:14:32.107,10.544276111447706,10.657748334884133,22.73849500234037,5.307180229786022,93.93348312565436,0.0725807456313158,0.0704919255446175,-18.000062800948392,23.316766347587482,23.7,16.0
113,tu2188266.fits.fz b1db3e38effc22fd15dd17b7dd73bb8d,56705.3527602583,z,300,237.636533984136,5.24260436618581,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b1db3e38effc22fd15dd17b7dd73bb8d,,2456705.85276,+15:50:33.0732,+05:14:32.107,10.544276111447706,10.657748334884133,22.73849500234037,5.307180229786022,93.93348312565436,0.0725807456313158,0.0704919255446175,-18.000062800948392,23.316766347587482,23.7,16.0
114,c4d_140217_083122_ori.fits.fz 9f50f3be69045fa2d38740d66b807ac7,56705.3527602583,z,300,237.636533984136,5.24260436618581,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/9f50f3be69045fa2d38740d66b807ac7,,2456705.85276,+15:50:33.0732,+05:14:32.107,10.544276111447706,10.657748334884133,22.73849500234037,5.307180229786022,93.93348312565436,0.0725807456313158,0.0704919255446175,-18.000062800948392,23.316766347587482,23.7,16.0
115,c4d_140217_083122_ooi_z_ls11.fits.fz eeeed89505ca80378711a74e7e995d02,56705.3527602583,z,300,237.636533984136,5.24260436618581,Pal5-F10-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/eeeed89505ca80378711a74e7e995d02,,2456705.85276,+15:50:33.0732,+05:14:32.107,10.544276111447706,10.657748334884133,22.73849500234037,5.307180229786022,93.93348312565436,0.0725807456313158,0.0704919255446175,-18.000062800948392,23.316766347587482,23.7,16.0
116,tu2188003.fits.fz 5c88656623a74550b724d0e46443be28,56705.355033714,z,30,237.636599724896,5.2426685913093,Pal5-F11-slew,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/5c88656623a74550b724d0e46443be28,,2456705.855034,+15:50:33.0891,+05:14:32.338,10.544252471954046,10.657759447369974,22.738487529887838,5.307164244953838,93.93551430096365,0.0725719839857985,0.0704941352292881,-17.999973099419453,23.316777714865975,23.7,16.0
117,tu2188077.fits.fz 0dd82075a7fa9ff67453bc59764968d3,56705.355033714,z,30,237.636599724896,5.2426685913093,Pal5-F11-slew,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0dd82075a7fa9ff67453bc59764968d3,,2456705.855034,+15:50:33.0891,+05:14:32.338,10.544252471954046,10.657759447369974,22.738487529887838,5.307164244953838,93.93551430096365,0.0725719839857985,0.0704941352292881,-17.999973099419453,23.316777714865975,23.7,16.0
118,c4d_140217_083223_ori.fits.fz fc0da4de57fd78618ead1a319e2a39be,56705.355033714,z,30,237.636599724896,5.2426685913093,Pal5-F11-slew,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/fc0da4de57fd78618ead1a319e2a39be,,2456705.855034,+15:50:33.0891,+05:14:32.338,10.544252471954046,10.657759447369974,22.738487529887838,5.307164244953838,93.93551430096365,0.0725719839857985,0.0704941352292881,-17.999973099419453,23.316777714865975,23.7,16.0
119,c4d_140217_083223_ooi_z_ls11.fits.fz d58b0afe19df9cf8aefdd74fecbcf998,56705.355033714,z,30,237.636599724896,5.2426685913093,Pal5-F11-slew,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/d58b0afe19df9cf8aefdd74fecbcf998,,2456705.855034,+15:50:33.0891,+05:14:32.338,10.544252471954046,10.657759447369974,22.738487529887838,5.307164244953838,93.93551430096365,0.0725719839857985,0.0704941352292881,-17.999973099419453,23.316777714865975,23.7,16.0
120,tu2188002.fits.fz fce842cdfe7113561391ed5114dc63cb,56705.3572770756,z,300,237.636664595436,5.24273196627459,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/fce842cdfe7113561391ed5114dc63cb,,2456705.857277,+15:50:33.1048,+05:14:32.565,10.544229154833284,10.6577704083705,22.73848015932524,5.307148471608068,93.93751778961638,0.0725633417114176,0.0704963146584165,-17.999884583826756,23.31678893167399,23.7,16.0
