,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,targetname,datetime_str,datetime_jd,M1,M2,k1,k2,phasecoeff,solar_presence,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,Limiting,Saturation
157,ztf_20180702251852_000376_zg_c11_o_q4_sciimg,58301.2526273113,zg,30,223.147335236909,-9.63399093911034,376,ZTF,CTIO,,382P/Larson,1999-Apr-30 07:37:31,2451298.817719907,7.1,13.4,14.0,5.0,0.03,,,157.152661881,6.655562809,157.142637921,6.658440958,-2.35092,2.730922,,,,,417972.611,-28821.73,74.535,,999,,23.653,22.245,99.64655,,420573.9,*,,,,,,290.16,0.0,,,163.220943,-2.516833,7.571098806544,0.8623972,7.0631541000308,25.9036133,58.74246141,9.2844316,26.406024,116.8261,/T,6.814,60.2,99.7354,56.3452,110.164,284.378,-0.68587,Leo,64.185503,156.387478,-2.6981929,,,237.471035,50.414546,,0.0,0.611,0.214,0.633,0.137,-15.397,0.2732631,0.648,742.3127,2.29e-05,0.57,2.07,0.004952,165.8902,,6.8166,159.8088,-2.6121,24.5,12.5
158,ztf_20180706175845_000376_zr_c11_o_q3_sciimg,58305.176018511,zr,30,223.025585189237,-9.63629626798553,376,ZTF,CTIO,,382P/Larson,1999-May-01 07:37:31,2451299.817719907,7.1,13.4,14.0,5.0,0.03,,,157.137908833,6.6733672,157.12782205,6.676261995,-2.04575,2.610518,,,,,414016.595,-29858.83,74.741,,999,,23.658,22.252,99.6403,,417011.9,*,,,,,,290.22,0.0,,,163.261035,-2.51157,7.571596144139,0.8599894,7.07817744506462,26.1195968,58.86740677,9.2836132,26.5441391,115.8366,/T,6.8742,72.1,99.3735,57.2745,110.225,284.376,-0.69947,Leo,64.185491,156.3672271,-2.6870086,,,237.434826,50.412863,,0.0,0.61,0.213,0.632,0.137,-15.393,0.2719661,0.646,744.7329,2.29e-05,0.55,1.99,0.004968,165.9304,,6.8767,159.8187,-2.604,24.5,12.5
159,ztf_20180706190602_000376_zg_c11_o_q3_sciimg,58305.1907755113,zg,30,223.025204581604,-9.6363327505696,376,ZTF,CTIO,,382P/Larson,1999-May-02 07:37:31,2451300.817719907,7.1,13.4,14.0,5.0,0.03,,,157.125204386,6.690367419,157.115063023,6.693275783,-1.74031,2.489694,,,,,410065.794,-30884.01,74.954,,999,,23.663,22.258,99.63423,,413459.3,*,,,,,,290.28,0.0,,,163.301122,-2.506306,7.572092090859,0.8575815,7.09332329360518,26.327834,58.99337095,9.282797,26.6831391,114.8498,/T,6.9322,83.9,97.248,58.2034,110.285,284.373,-0.71279,Leo,64.185478,156.3491764,-2.6758247,,,237.401495,50.412364,,0.0,0.609,0.213,0.63,0.137,-15.389,0.2706702,0.645,747.0651,2.29e-05,0.53,1.91,0.004984,165.9705,,6.9346,159.8298,-2.5958,24.5,12.5
160,ztf_20180806170417_000376_zg_c07_o_q1_sciimg,58336.1705903113,zg,30,223.340448627157,-10.0756176995358,376,ZTF,CTIO,,382P/Larson,1999-May-03 07:37:31,2451301.817719907,7.1,13.4,14.0,5.0,0.03,,,157.114550231,6.706560774,157.104362168,6.709480407,-1.43467,2.368483,,,,,406120.806,-31896.96,75.173,,999,,23.668,22.265,99.62833,,409916.2,*,,,,,,290.34,0.0,,,163.341203,-2.501042,7.572586646678,0.8551736,7.10858717753104,26.5283426,59.1203168,9.2819832,26.8229838,113.8656,/T,6.988,95.7,93.441,59.1318,110.343,284.371,-0.72585,Leo,64.185465,156.3333275,-2.6646434,,,237.371046,50.41305,,0.0,0.607,0.212,0.629,0.136,-15.386,0.2693758,0.643,749.3086,2.29e-05,0.5,1.83,0.004999,166.0106,,6.9903,159.8419,-2.5876,24.5,12.5
161,ztf_20180806192731_000376_zr_c07_o_q1_sciimg,58336.1929167113,zr,30,223.341499828491,-10.0761820613134,376,ZTF,CTIO,,382P/Larson,1999-May-04 07:37:31,2451302.817719907,7.1,13.4,14.0,5.0,0.03,,,157.105947648,6.721944786,157.095719244,6.724874533,-1.1289,2.246915,,,,,402182.222,-32897.4,75.399,,999,,23.673,22.271,99.62263,,406382.3,*,,,,,,290.4,0.0,,,163.381278,-2.495777,7.573079811568,0.8527656,7.12396463527653,26.7211279,59.24820721,9.2811717,26.9636245,112.884,/T,7.0416,107.6,88.0697,60.0599,110.4,284.369,-0.73862,Leo,64.185451,156.3196806,-2.6534668,,,237.34348,50.414924,,0.0,0.606,0.212,0.627,0.136,-15.383,0.2680835,0.642,751.4626,2.29e-05,0.48,1.74,0.005013,166.0507,,7.0439,159.8551,-2.5795,24.5,12.5
162,ztf_20180819146713_000376_zg_c06_o_q2_sciimg,58349.1473380113,zg,30,224.128272269269,-10.4502966708124,376,ZTF,CTIO,,382P/Larson,1999-May-05 07:37:31,2451303.817719907,7.1,13.4,14.0,5.0,0.03,,,157.09939752,6.736517176,157.089132689,6.739457237,-0.82304,2.12502,,,,,398250.629,-33885.02,75.633,,999,,23.679,22.278,99.61712,,402857.8,*,,,,,,290.45,0.0,,,163.421348,-2.490512,7.573571585505,0.8503575,7.1394512050677,26.9061841,59.37700509,9.2803625,27.1050051,111.9049,/T,7.093,119.5,81.281,60.9875,110.457,284.367,-0.75112,Leo,64.185437,156.3082343,-2.6422971,,,237.3188,50.417987,,0.0,0.605,0.211,0.626,0.136,-15.38,0.2667937,0.641,753.5266,2.29e-05,0.46,1.66,0.005027,166.0908,,7.0952,159.8695,-2.5713,24.5,12.5
163,ztf_20190126543414_000329_zg_c10_o_q1_sciimg,58509.543599511,zg,30,249.503909128117,-15.6921568758625,329,ZTF,CTIO,,382P/Larson,1999-May-06 07:37:31,2451304.817719907,7.1,13.4,14.0,5.0,0.03,,,157.094900346,6.750275858,157.084599916,6.753227827,-0.51716,2.002826,,,,,394326.609,-34859.54,75.872,,999,,23.684,22.284,99.6118,,399342.5,*,,,,,,290.51,0.0,,,163.461413,-2.485246,7.574061968465,0.8479493,7.15504241856263,27.0834941,59.50667326,9.2795556,27.2470618,110.9285,/T,7.1422,131.5,73.2501,61.9148,110.512,284.365,-0.76333,Leo,64.185423,156.2989863,-2.6311361,,,237.297006,50.422239,,0.0,0.603,0.211,0.625,0.135,-15.377,0.2655067,0.639,755.5,2.29e-05,0.44,1.58,0.00504,166.1309,,7.1443,159.8849,-2.5632,24.5,12.5
164,ztf_20190401416979_000330_zg_c15_o_q4_sciimg,58574.4171528113,zg,30,254.687325214039,-14.9355415057494,330,ZTF,CTIO,,382P/Larson,1999-May-07 07:37:31,2451305.817719907,7.1,13.4,14.0,5.0,0.03,,,157.09245625,6.763218928,157.082117668,6.766185662,-0.2113,1.880359,,,,,390410.739,-35820.65,76.119,,999,,23.689,22.29,99.60669,,395836.5,*,,,,,,290.56,0.0,,,163.501472,-2.47998,7.574550960426,0.8455411,7.17073379436804,27.2530295,59.63717445,9.278751,27.3897227,109.9546,/T,7.1893,143.7,64.1834,62.8417,110.566,284.364,-0.77527,Leo,64.185408,156.2919336,-2.6199858,,,237.278101,50.427681,,0.0,0.602,0.21,0.623,0.135,-15.375,0.2642231,0.638,757.3823,2.29e-05,0.41,1.5,0.005053,166.171,,7.1913,159.9014,-2.555,24.5,12.5
165,ztf_20190412419456_000330_zr_c15_o_q3_sciimg,58585.4196528113,zr,30,254.493717305026,-14.6569097078354,330,ZTF,,,382P/Larson,1999-Jun-16 07:37:31,2451345.817719907,7.1,13.4,14.0,5.0,0.03,,,158.595260346,6.621787689,158.58316767,6.625547955,10.89585,-2.81281,,,,,245644.198,-60146.36,90.026,,999,,23.894,22.491,99.58927,,262809.1,*,,,,,,292.42,0.0,,,165.09954,-2.268898,7.592969653234,0.7491457,7.8276027048027,27.6417946,65.10018659,9.2484706,32.847479,73.0025,/T,7.3506,38.0,9.0771,99.6342,112.427,284.495,-1.01153,Leo,64.184554,157.730856,-2.2010704,,,238.841978,51.554001,,0.0,0.554,0.193,0.574,0.121,-15.516,0.219048,0.587,758.7806,2.28e-05,0.43,1.56,0.005062,167.7712,,7.349,161.4206,-2.2396,24.5,12.5
166,ztf_20190415381458_000330_zr_c15_o_q3_sciimg,58588.3816435109,zr,30,254.384737479094,-14.5782526570971,330,ZTF,,,382P/Larson,1999-Jun-17 07:37:31,2451346.817719907,7.1,13.4,14.0,5.0,0.03,,,158.669159281,6.602683159,158.657049403,6.606462681,11.12823,-2.9175,,,,,242388.179,-60339.42,90.44,,999,,23.899,22.494,99.59321,,259643.3,*,,,,,,292.47,0.0,,,165.139389,-2.263611,7.593401585082,0.7467346,7.84352810402723,27.5053332,65.2326341,9.2477604,32.9695329,72.1231,/T,7.3154,24.1,16.6895,100.5489,112.472,284.503,-1.01149,Leo,64.184527,157.8061481,-2.1915991,,,238.936615,51.601773,,0.0,0.553,0.193,0.573,0.121,-15.524,0.2181253,0.586,757.1254,2.28e-05,0.45,1.63,0.005051,167.8111,,7.3137,161.4781,-2.2322,24.5,12.5
167,ztf_20190415460718_000330_zg_c15_o_q3_sciimg,58588.4608912109,zg,30,254.381481719419,-14.5761305797969,330,ZTF,,,382P/Larson,1999-Jun-18 07:37:31,2451347.817719907,7.1,13.4,14.0,5.0,0.03,,,158.744604241,6.582883938,158.73246406,6.586688353,11.3575,-3.02121,,,,,239150.479,-60510.2,90.854,,999,,23.903,22.498,99.59731,,256484.5,*,,,,,,292.51,0.0,,,165.179234,-2.258323,7.593832124768,0.7443236,7.85937285246889,27.3625521,65.36441086,9.2470525,33.0901628,71.2457,/T,7.2784,11.0,25.711,101.4634,112.518,284.51,-1.01118,Leo,64.184501,157.8831114,-2.182187,,,239.033814,51.650304,,0.0,0.552,0.192,0.572,0.121,-15.533,0.2172141,0.585,755.4001,2.28e-05,0.46,1.69,0.005039,167.851,,7.2766,161.5365,-2.2247,24.5,12.5
168,ztf_20190419458160_000330_zg_c15_o_q3_sciimg,58592.4583333111,zg,30,254.196812501145,-14.4682430561595,330,ZTF,,,382P/Larson,1999-Jun-19 07:37:31,2451348.817719907,7.1,13.4,14.0,5.0,0.03,,,158.821574019,6.562396678,158.809392063,6.566229938,11.58363,-3.12391,,,,,235930.945,-60658.63,91.27,,999,,23.908,22.501,99.60158,,253332.4,*,,,,,,292.56,0.0,,,165.219073,-2.253034,7.59426127231,0.7419126,7.87513337237721,27.2136966,65.4954871,9.2463469,33.2094897,70.3701,/T,7.2398,5.233,35.5449,102.3776,112.564,284.518,-1.01059,Leo,64.184474,157.9617262,-2.1728349,,,239.13356,51.699575,,0.0,0.551,0.192,0.571,0.121,-15.543,0.2163144,0.584,753.6061,2.28e-05,0.48,1.75,0.005028,167.8909,,7.2379,161.5958,-2.2174,24.5,12.5
169,ztf_20190420371956_001373_zr_c07_o_q4_sciimg,58593.3721528109,zr,30,254.148804908511,-14.4433762761026,1373,ZTF,,,382P/Larson,1999-Jun-20 07:37:31,2451349.817719907,7.1,13.4,14.0,5.0,0.03,,,158.900047507,6.541228096,158.887815989,6.545092021,11.80667,-3.22559,,,,,232729.391,-60784.68,91.686,,999,,23.913,22.504,99.606,,250187.0,*,,,,,,292.61,0.0,,,165.258908,-2.247745,7.594689027724,0.7395016,7.89080621891089,27.0589809,65.62583419,9.2456436,33.3276269,69.4964,/T,7.1995,16.3,45.6767,103.2916,112.61,284.526,-1.00973,Leo,64.184448,158.0419748,-2.1635432,,,239.235836,51.749567,,0.0,0.55,0.192,0.57,0.12,-15.552,0.2154261,0.583,751.7445,2.28e-05,0.5,1.81,0.005015,167.9308,,7.1975,161.6559,-2.21,24.5,12.5
170,ztf_20190425375764_000330_zr_c15_o_q3_sciimg,58598.3761458113,zr,30,253.848767649033,-14.3062393235225,330,ZTF,,,382P/Larson,1999-Jun-21 07:37:31,2451350.817719907,7.1,13.4,14.0,5.0,0.03,,,158.980003805,6.519384927,158.967719385,6.523279302,12.02664,-3.32627,,,,,229545.602,-60888.32,92.103,,999,,23.917,22.507,99.61058,,247048.2,*,,,,,,292.65,0.0,,,165.298739,-2.242456,7.595115391027,0.7370906,7.90638806148003,26.8985869,65.75542443,9.2449426,33.4446723,68.6245,/T,7.1576,28.5,55.686,104.2054,112.656,284.535,-1.0086,Leo,64.184421,158.1238403,-2.1543123,,,239.340627,51.800262,,0.0,0.549,0.192,0.569,0.12,-15.562,0.2145493,0.582,749.8168,2.28e-05,0.52,1.87,0.005002,167.9707,,7.1556,161.7167,-2.2027,24.5,12.5
171,ztf_20190504355532_000330_zr_c16_o_q1_sciimg,58607.3557407111,zr,30,253.162883073549,-14.0594906283805,330,ZTF,,,382P/Larson,1999-Jun-22 07:37:31,2451351.817719907,7.1,13.4,14.0,5.0,0.03,,,159.061422283,6.496873897,159.049085908,6.500796866,12.24359,-3.42594,,,,,226379.337,-60969.53,92.521,,999,,23.922,22.51,99.6153,,243915.8,*,,,,,,292.7,0.0,,,165.338564,-2.237166,7.595540362235,0.7346797,7.92187566656946,26.7326698,65.88423091,9.244244,33.5607074,67.7544,/T,7.1141,40.5,65.2357,105.119,112.703,284.543,-1.0072,Leo,64.184393,158.2073061,-2.1451427,,,239.447919,51.851643,,0.0,0.548,0.191,0.568,0.12,-15.571,0.2136841,0.581,747.8241,2.28e-05,0.53,1.93,0.004989,168.0106,,7.112,161.7784,-2.1954,24.5,12.5
172,ztf_20190504399144_000330_zg_c16_o_q1_sciimg,58607.3993171109,zg,30,253.159117346333,-14.0583019610303,330,ZTF,,,382P/Larson,1999-Jun-23 07:37:31,2451352.817719907,7.1,13.4,14.0,5.0,0.03,,,159.144282601,6.473701705,159.131898803,6.477650292,12.45757,-3.52461,,,,,223230.336,-61028.3,92.94,,999,,23.927,22.513,99.62017,,240789.8,*,,,,,,292.75,0.0,,,165.378385,-2.231875,7.595963941366,0.7322687,7.93726588393914,26.5613639,66.01222744,9.2435477,33.6757998,66.8861,/T,7.069,52.3,74.0495,106.0325,112.75,284.551,-1.00553,Leo,64.184366,158.2923548,-2.1360345,,,239.557695,51.903691,,0.0,0.548,0.191,0.567,0.119,-15.581,0.2128303,0.58,745.7679,2.28e-05,0.55,1.99,0.004975,168.0504,,7.0668,161.8409,-2.1881,24.5,12.5
173,ztf_20190514335046_000329_zr_c13_o_q1_sciimg,58617.3352199113,zr,30,252.212332202529,-13.7931734856247,329,ZTF,CTIO,,382P/Larson,1999-Jun-24 07:37:31,2451353.817719907,7.1,13.4,14.0,5.0,0.03,,,159.228564713,6.449875019,159.216140653,6.453845667,12.66862,-3.62228,,,,,220098.318,-61064.65,93.358,,999,,23.931,22.516,99.62517,,237670.1,*,,,,,,292.79,0.0,,,165.418201,-2.226584,7.596386128435,0.7298578,7.95255563625652,26.3847881,66.13938844,9.2428537,33.7900074,66.0195,/T,7.0224,64.1,81.8918,106.9458,112.797,284.56,-1.0036,Leo,64.184338,158.3789683,-2.126988,,,239.669943,51.956389,,0.0,0.547,0.191,0.566,0.119,-15.591,0.211988,0.579,743.6493,2.28e-05,0.56,2.05,0.004961,168.0903,,7.0201,161.9041,-2.1809,24.5,12.5
174,ztf_20190514396262_000330_zg_c16_o_q2_sciimg,58617.396435211,zg,30,252.20598621646,-13.7915920903825,330,ZTF,CTIO,,382P/Larson,1999-Jun-25 07:37:31,2451354.817719907,7.1,13.4,14.0,5.0,0.03,,,159.314248873,6.425400466,159.301793215,6.429389574,12.87677,-3.71895,,,,,216982.985,-61078.57,93.777,,999,,23.936,22.519,99.63029,,234556.4,*,,,,,,292.84,0.0,,,165.458013,-2.221293,7.59680692346,0.7274469,7.96774191125835,26.2030492,66.26568883,9.2421621,33.9033817,65.1546,/T,6.9742,75.8,88.5515,107.8589,112.845,284.569,-1.00141,Leo,64.184311,158.4671276,-2.1180033,,,239.784646,52.009718,,0.0,0.546,0.19,0.566,0.119,-15.602,0.2111571,0.578,741.4698,2.28e-05,0.58,2.11,0.004947,168.1302,,6.9719,161.9681,-2.1737,24.5,12.5
175,ztf_20190515279109_001373_zr_c08_o_q1_sciimg,58618.2792940112,zr,30,252.114090795491,-13.7688469700466,1373,ZTF,CTIO,,382P/Larson,1999-Jun-26 07:37:31,2451355.817719907,7.1,13.4,14.0,5.0,0.03,,,159.401315645,6.400284627,159.388837383,6.404289043,13.08209,-3.81465,,,,,213884.026,-61070.11,94.196,,999,,23.94,22.522,99.63555,,231448.6,*,,,,,,292.89,0.0,,,165.497819,-2.216001,7.597226326456,0.725036,7.98282175521477,26.0162431,66.39110407,9.2414728,34.0159696,64.2913,/T,6.9245,87.5,93.8345,108.7719,112.892,284.578,-0.99896,Leo,64.184283,158.5568127,-2.1090804,,,239.901793,52.063661,,0.0,0.545,0.19,0.565,0.119,-15.612,0.2103377,0.577,739.2305,2.28e-05,0.6,2.17,0.004932,168.17,,6.9221,162.0329,-2.1665,24.5,12.5
176,ztf_20190531245428_000380_zg_c04_o_q4_sciimg,58634.245879611,zg,30,250.311695225967,-13.3942308735841,380,ZTF,,,382P/Larson,1999-Aug-06 07:37:31,2451396.817719907,7.1,13.4,14.0,5.0,0.03,,,163.935204653,4.898529616,163.922200585,4.903255641,19.15736,-6.88011,,,,,96632.181,-42801.17,110.192,,999,,24.083,22.563,99.88947,,107762.5,*,,,,,,295.6,0.0,,,167.126119,-1.998614,7.613223494922,0.6262049,8.47543351194291,14.4386134,70.48803113,9.2152535,37.6352956,29.934,/T,3.8152,98.5,32.1119,146.2402,115.605,284.996,-0.70183,Leo,64.183171,163.30355,-1.7953249,,,246.646649,54.591367,,0.0,0.518,0.183,0.539,0.11,-16.12,0.186275,0.55,613.8031,2.27e-05,1.08,3.93,0.004095,169.7994,,3.8103,165.2208,-1.8981,24.5,12.5
177,ztf_20190531246609_000329_zg_c14_o_q1_sciimg,58634.2467824109,zg,30,250.311588545112,-13.3942122407974,329,ZTF,,,382P/Larson,1999-Aug-07 07:37:31,2451397.817719907,7.1,13.4,14.0,5.0,0.03,,,164.063685925,4.852480723,164.050703142,4.857208704,19.24967,-6.93297,,,,,93909.187,-41974.06,110.545,,999,,24.085,22.562,99.89498,,104807.3,*,,,,,,295.71,0.0,,,167.165746,-1.993302,7.613584445341,0.6237947,8.48366891407094,14.0792947,70.55652288,9.2146645,37.696258,29.1131,/T,3.7192,84.3,21.7456,147.1572,115.714,285.007,-0.69051,Leo,64.183147,163.4395296,-1.7888952,,,246.853823,54.655487,,0.0,0.518,0.183,0.538,0.11,-16.133,0.1859104,0.55,610.4196,2.27e-05,1.09,3.96,0.004072,169.839,,3.7143,165.3086,-1.8922,24.5,12.5
178,ztf_20190531313287_000329_zr_c14_o_q1_sciimg,58634.3140278109,zr,30,250.303642380345,-13.3928243704584,329,ZTF,,,382P/Larson,1999-Aug-08 07:37:31,2451398.817719907,7.1,13.4,14.0,5.0,0.03,,,164.19276704,4.806083024,164.17981404,4.810811081,19.33925,-6.98474,,,,,91188.258,-41132.2,110.899,,999,,24.088,22.562,99.90037,,101853.6,*,,,,,,295.83,0.0,,,167.20537,-1.98799,7.613944004249,0.6213845,8.49169579240049,13.7165274,70.62328039,9.214078,37.7553474,28.2927,/T,3.6225,70.0,12.8835,148.0744,115.829,285.017,-0.67903,Leo,64.183123,163.5762099,-1.7825196,,,247.062784,54.719489,,0.0,0.518,0.183,0.538,0.11,-16.146,0.1855559,0.549,607.0465,2.27e-05,1.1,3.99,0.00405,169.8786,,3.6175,165.3967,-1.8863,24.5,12.5
179,ztf_20190531351319_000380_zr_c04_o_q4_sciimg,58634.3514930112,zr,30,250.29921524251,-13.3920511303522,380,ZTF,,,382P/Larson,1999-Aug-09 07:37:31,2451399.817719907,7.1,13.4,14.0,5.0,0.03,,,164.32242931,4.759343962,164.309507684,4.76407333,19.42599,-7.03537,,,,,88469.216,-40275.87,111.253,,999,,24.09,22.561,99.90567,,98901.32,*,,,,,,295.95,0.0,,,167.244989,-1.982677,7.614302171646,0.6189743,8.49951218335057,13.3504195,70.68828733,9.213494,37.8124018,27.4726,/T,3.5251,55.8,6.0794,148.9919,115.949,285.027,-0.6674,Leo,64.1831,163.7135633,-1.7761981,,,247.27351,54.783357,,0.0,0.517,0.183,0.538,0.11,-16.158,0.1852114,0.549,603.6858,2.27e-05,1.11,4.02,0.004027,169.9183,,3.5201,165.4852,-1.8804,24.5,12.5
180,ztf_20190603268623_000380_zg_c04_o_q4_sciimg,58637.2689120113,zg,30,249.953789388661,-13.3334602313368,380,ZTF,,,382P/Larson,1999-Sep-19 07:37:31,2451440.817719907,7.1,13.4,14.0,5.0,0.03,,,169.910972953,2.647396913,169.898653893,2.652359737,20.63692,-8.08055,,,,,-22916.03,3726.99,279.349,,999,,24.132,22.516,99.99451,,23210.11,*,,,,,,99.03,0.0,,,168.866235,-1.764458,7.627788436104,0.5200899,8.62523703721848,-3.0579529,71.73390905,9.1916396,38.6328081,6.4473,/L,0.8437,112.5,64.0932,172.7183,279.114,285.351,-0.09236,Leo,64.18242,169.6757103,-1.5603224,,,257.090121,57.110802,,0.0,0.514,0.184,0.535,0.107,-16.591,0.1794671,0.546,501.2254,2.25e-05,1.23,4.46,0.003344,171.5393,,0.8491,169.2768,-1.6626,24.5,12.5
181,ztf_20190603269641_000329_zg_c14_o_q1_sciimg,58637.2698148112,zg,30,249.953682369256,-13.3334427521276,329,ZTF,,,382P/Larson,1999-Sep-20 07:37:31,2451441.817719907,7.1,13.4,14.0,5.0,0.03,,,170.048605843,2.593522221,170.036339449,2.598474245,20.60953,-8.07983,,,,,-25651.05,4929.121,280.986,,999,,24.132,22.519,99.99307,,26111.47,*,,,,,,100.68,0.0,,,168.905706,-1.759126,7.628088119518,0.5176766,8.62335176953676,-3.470442,71.71822976,9.1911568,38.6147327,7.2532,/L,0.9487,124.5,73.1253,171.8073,280.75,285.356,-0.07683,Leo,64.182412,169.823422,-1.5560097,,,257.348595,57.156998,,0.0,0.514,0.184,0.535,0.107,-16.599,0.1795274,0.546,500.1078,2.24e-05,1.23,4.45,0.003336,171.5788,,0.9542,169.3703,-1.6577,24.5,12.5
182,ztf_20190603314641_000380_zr_c04_o_q4_sciimg,58637.3148148111,zr,30,249.948347994268,-13.3325715021296,380,ZTF,,,382P/Larson,1999-Sep-21 07:37:31,2451442.817719907,7.1,13.4,14.0,5.0,0.03,,,170.18604177,2.539656526,170.173824,2.544599701,20.57959,-8.07785,,,,,-28387.01,6133.049,282.293,,999,,24.132,22.522,99.99145,,29031.82,*,,,,,,102.01,0.0,,,168.945173,-1.753794,7.628386409487,0.5152632,8.62122851510963,-3.8820748,71.70057119,9.1906763,38.5950969,8.0644,/L,1.0543,136.8,81.4576,170.8906,282.062,285.361,-0.06127,Leo,64.182404,169.9709491,-1.5517375,,,257.60742,57.202563,,0.0,0.514,0.184,0.535,0.107,-16.607,0.1795973,0.546,499.0732,2.24e-05,1.22,4.45,0.003329,171.6183,,1.0598,169.4638,-1.653,24.5,12.5
183,ztf_20190606254363_000380_zr_c04_o_q4_sciimg,58640.254537011,zr,30,249.600119937491,-13.2773976264967,380,ZTF,,,382P/Larson,1999-Oct-22 07:37:31,2451473.817719907,7.1,13.4,14.0,5.0,0.03,,,174.253092084,0.920959505,174.242495192,0.925459658,18.29061,-7.36139,,,,,-113805.54,42661.381,288.303,,999,,24.093,22.572,99.86601,,122884.2,*,,,,,,111.19,0.0,,,170.167152,-1.588292,7.636941980741,0.4404072,8.44027204369501,-16.0642539,70.19560211,9.1769693,37.1771633,34.1345,/L,4.1908,175.0,91.2573,141.6833,291.202,285.442,0.41645,Leo,64.18241,174.3480822,-1.4370039,,,265.557819,58.286228,,0.0,0.526,0.189,0.548,0.108,-16.762,0.1865639,0.559,506.0616,2.22e-05,1.06,3.85,0.003376,172.8408,,4.1955,172.2626,-1.5138,24.5,12.5
184,ztf_20190606334120_000380_zg_c04_o_q4_sciimg,58640.3346296111,zg,30,249.590652324721,-13.2759581844894,380,ZTF,,,382P/Larson,1999-Oct-23 07:37:31,2451474.817719907,7.1,13.4,14.0,5.0,0.03,,,174.37465058,0.872028286,174.364102872,0.876513663,18.17053,-7.31581,,,,,-116585.13,43755.412,288.181,,999,,24.09,22.573,99.86011,,125990.1,*,,,,,,111.27,0.0,,,170.206525,-1.582946,7.637195653156,0.4379909,8.4308914143789,-16.4196594,70.1175858,9.1765653,37.1029446,34.9972,/L,4.2824,165.1,96.4974,140.729,291.279,285.443,0.4311,Vir,64.182418,174.4791587,-1.4338101,,,265.80293,58.310502,,0.0,0.527,0.189,0.549,0.108,-16.764,0.1869475,0.56,507.3407,2.22e-05,1.05,3.82,0.003385,172.8802,,4.287,172.3478,-1.5096,24.5,12.5
185,ztf_20190609273403_000380_zr_c04_o_q3_sciimg,58643.273576411,zr,30,249.244499029529,-13.2250213663411,380,ZTF,CTIO,,382P/Larson,1999-Oct-24 07:37:31,2451475.817719907,7.1,13.4,14.0,5.0,0.03,,,174.495398325,0.823405248,174.484902669,0.827873878,18.04785,-7.26893,,,,,-119367.16,44840.312,288.05,,999,,24.088,22.573,99.85413,,129101.1,*,,,,,,111.35,0.0,,,170.245895,-1.577601,7.637447930287,0.4355746,8.42130640533555,-16.7720263,70.03786971,9.1761637,37.0277119,35.8614,/L,4.373,151.2,99.3781,139.7741,291.353,285.443,0.44567,Vir,64.182426,174.6093728,-1.4306421,,,266.046757,58.33414,,0.0,0.527,0.19,0.55,0.108,-16.767,0.1873412,0.56,508.6656,2.22e-05,1.04,3.78,0.003393,172.9196,,4.3776,172.4326,-1.5054,24.5,12.5
186,ztf_20190612274803_000379_zr_c01_o_q4_sciimg,58646.2749768109,zr,30,248.895013093075,-13.1775649292374,379,ZTF,CTIO,,382P/Larson,1999-Oct-25 07:37:31,2451476.817719907,7.1,13.4,14.0,5.0,0.03,,,174.615318049,0.775099026,174.604884281,0.779546044,17.92255,-7.22076,,,,,-122151.84,45915.74,287.91,,999,,24.086,22.573,99.84809,,132217.4,*,,,,,,111.42,0.0,,,170.285263,-1.572254,7.637698812071,0.4331582,8.41151873689812,-17.1214758,69.95646815,9.1757644,36.9515406,36.7271,/L,4.4629,136.7,99.5279,138.8186,291.423,285.443,0.46015,Vir,64.182435,174.7387126,-1.4274993,,,266.289253,58.357147,,0.0,0.528,0.19,0.55,0.109,-16.769,0.1877451,0.561,510.0342,2.22e-05,1.03,3.75,0.003403,172.959,,4.4674,172.5169,-1.5012,24.5,12.5
