,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,Limiting,Saturation
173,ztf_20180804407766_001730_zr_c05_o_q1_sciimg,58334.407963011,zr,30,325.549262937731,36.3087003753156,1730,ZTF,,,McNaught (C/2006 Q1),2001-Apr-29 09:41:51.760,2452028.904071296,9.3,,4.75,,41.592179374,-9.074674024,41.598480703,-9.072674368,7.92681,1.821873,,,,,16909.365,-85007.75,168.195,,999,,21.775,,99.98774,,86755.01,*,,,,,,348.2,0.0,,,35.92608,-25.178081,18.5668866012,-9.0324805,19.4817062829371,-10.1221744,162.02441054,9.7935702,33.4901283,24.0986,/T,1.268,77.6,35.3641,154.6315,168.428,303.978,-0.86191,Eri,64.185484,36.1145341,-23.9194966,,,184.73513,-57.41638,,0.0,0.365,0.294,0.461,0.086,-38.35,0.1245119,0.469,6387.0093,4.41e-05,0.27,1.0,0.04261,225.6256,,1.2686,36.0169,-24.5486,24.5,12.5
174,ztf_20180804408241_001730_zr_c05_o_q1_sciimg,58334.4084259113,zr,30,325.54924285943,36.3086984594227,1730,ZTF,,,McNaught (C/2006 Q1),2001-Apr-30 09:41:51.760,2452029.904071296,9.3,,4.75,,41.645740866,-9.062689177,41.652088977,-9.06063224,7.940239,1.772043,,,,,13757.439,-86072.19,170.45,,999,,21.773,,99.98761,,87221.05,*,,,,,,350.43,0.0,,,35.930338,-25.183621,18.56166942254,-9.0335353,19.4757351399664,-10.5545174,161.97475006,9.794953,33.6218589,24.2281,/T,1.2749,90.9,46.5762,154.4947,170.65,303.871,-0.90285,Eri,64.185472,36.1735809,-23.9253331,,,184.777005,-57.367063,,0.0,0.365,0.294,0.461,0.086,-38.382,0.12444,0.469,6386.8222,4.41e-05,0.27,1.0,0.042608,225.6324,,1.2757,36.0486,-24.5543,24.5,12.5
175,ztf_20180805364653_001730_zr_c05_o_q1_sciimg,58335.3648611112,zr,30,325.50769667245,36.3045270447527,1730,ZTF,,,McNaught (C/2006 Q1),2001-May-01 09:41:51.760,2452030.904071296,9.3,,4.75,,41.699385366,-9.051038317,41.705770334,-9.048925413,7.9519,1.721675,,,,,10607.13,-87123.01,172.683,,999,,21.772,,99.98744,,87801.07,*,,,,,,352.63,0.0,,,35.9346,-25.189164,18.55645162703,-9.0345905,19.4695147081765,-10.9853956,161.92301631,9.7963364,33.7521291,24.3892,/T,1.2834,104.1,58.0206,154.3246,172.846,303.764,-0.94356,Eri,64.185459,36.2325881,-23.9314982,,,184.819368,-57.31787,,0.0,0.365,0.294,0.46,0.086,-38.413,0.1243708,0.468,6386.6575,4.41e-05,0.27,1.0,0.042607,225.6391,,1.2844,36.0804,-24.5602,24.5,12.5
176,ztf_20180805365127_001730_zr_c05_o_q1_sciimg,58335.3653125111,zr,30,325.507677017746,36.304524913142,1730,ZTF,,,McNaught (C/2006 Q1),2001-May-02 09:41:51.760,2452031.904071296,9.3,,4.75,,41.753101148,-9.039724947,41.759510679,-9.037560224,7.961841,1.670795,,,,,7458.42,-88159.91,174.891,,999,,21.771,,99.98724,,88492.6,*,,,,,,354.8,0.0,,,35.938864,-25.194709,18.55123321447,-9.0356461,19.4630458606301,-11.4147237,161.86921654,9.7977205,33.881077,24.5813,/T,1.2934,117.4,69.0697,154.1221,175.011,303.659,-0.98405,Eri,64.185446,36.2915406,-23.9379914,,,184.862209,-57.268812,,0.0,0.364,0.294,0.46,0.086,-38.445,0.1243043,0.468,6386.5144,4.41e-05,0.28,1.0,0.042606,225.6459,,1.2946,36.1121,-24.5663,24.5,12.5
177,ztf_20180808337419_000690_zr_c16_o_q2_sciimg,58338.3376852111,zr,30,325.377697587595,36.2881477596059,690,ZTF,,,McNaught (C/2006 Q1),2001-May-03 09:41:51.760,2452032.904071296,9.3,,4.75,,41.806876794,-9.028752413,41.813299801,-9.026541712,7.970105,1.619425,,,,,4311.264,-89182.58,177.07,,999,,21.769,,99.98701,,89292.84,*,,,,,,356.93,0.0,,,35.943131,-25.200258,18.54601418465,-9.0367021,19.456329505118,-11.8424666,161.81335832,9.7991053,34.0088493,24.8036,/T,1.3049,130.3,79.1075,153.8878,177.141,303.555,-1.02428,Eri,64.185433,36.3504277,-23.9448123,,,184.905519,-57.2199,,0.0,0.364,0.294,0.46,0.086,-38.476,0.1242406,0.468,6386.3922,4.41e-05,0.28,1.0,0.042605,225.6526,,1.3062,36.1438,-24.5725,24.5,12.5
178,ztf_20180808343322_000690_zr_c16_o_q2_sciimg,58338.3435648112,zr,30,325.377439130174,36.2881097055275,690,ZTF,,,McNaught (C/2006 Q1),2001-May-04 09:41:51.760,2452033.904071296,9.3,,4.75,,41.86070118,-9.018123933,41.867131059,-9.015873182,7.976733,1.567578,,,,,1165.59,-90190.73,179.214,,999,,21.768,,99.98674,,90198.72,*,,,,,,359.03,0.0,,,35.947401,-25.20581,18.54079453737,-9.0377585,19.4493665560574,-12.2686354,161.75544923,9.8004908,34.1355885,25.0552,/T,1.3179,142.6,87.5762,153.6228,179.232,303.451,-1.06426,Eri,64.185419,36.4092426,-23.9519603,,,184.949289,-57.171144,,0.0,0.364,0.294,0.459,0.086,-38.507,0.1241795,0.467,6386.2902,4.41e-05,0.28,1.0,0.042605,225.6594,,1.3194,36.1755,-24.5789,24.5,12.5
179,ztf_20180808378773_000689_zg_c13_o_q1_sciimg,58338.3790509109,zg,30,325.375879220375,36.2878800316044,689,ZTF,,,McNaught (C/2006 Q1),2001-May-05 09:41:51.760,2452034.904071296,9.3,,4.75,,41.91456343,-9.007842651,41.92100005,-9.005556246,7.981758,1.515264,,,,,-1978.69,-91184.09,181.322,,999,,21.767,,99.98645,,91206.92,*,,,,,,1.08,0.0,,,35.951674,-25.211365,18.53557427242,-9.0388153,19.4421579101113,-12.6932784,161.69549675,9.801877,34.2614184,25.3353,/L,1.3322,153.4,94.0252,153.328,181.281,303.349,-1.10398,Eri,64.185405,36.4679809,-23.9594351,,,184.993511,-57.122555,,0.0,0.363,0.294,0.459,0.086,-38.538,0.1241211,0.467,6386.2075,4.41e-05,0.28,1.0,0.042604,225.6662,,1.3339,36.2071,-24.5855,24.5,12.5
180,ztf_20180808379329_000690_zg_c16_o_q2_sciimg,58338.3795255111,zg,30,325.375858357741,36.2878769598864,690,ZTF,,,McNaught (C/2006 Q1),2001-May-06 09:41:51.760,2452035.904071296,9.3,,4.75,,41.968452851,-8.997911672,41.974902643,-8.995591353,7.985202,1.462483,,,,,-5121.69,-92162.37,183.39,,999,,21.765,,99.98613,,92313.92,*,,,,,,3.09,0.0,,,35.955949,-25.216922,18.53035338961,-9.0398725,19.4347044287475,-13.1164665,161.63350804,9.8032638,34.3864308,25.6428,/L,1.3479,160.0,98.1542,153.0045,183.285,303.248,-1.14343,Eri,64.18539,36.5266382,-23.9672362,,,185.038176,-57.074141,,0.0,0.363,0.294,0.459,0.086,-38.569,0.1240654,0.467,6386.1437,4.41e-05,0.28,1.01,0.042604,225.6729,,1.3497,36.2387,-24.5923,24.5,12.5
181,ztf_20180808379803_000689_zg_c13_o_q1_sciimg,58338.379988411,zg,30,325.375838009433,36.2878739638955,689,ZTF,,,McNaught (C/2006 Q1),2001-May-07 09:41:51.760,2452036.904071296,9.3,,4.75,,42.02235885,-8.988334113,42.028833057,-8.985978648,7.987071,1.409232,,,,,-8263.53,-93125.3,185.416,,999,,21.764,,99.98577,,93516.1,*,,,,,,5.05,0.0,,,35.960227,-25.222483,18.52513188872,-9.0409301,19.4270069303852,-13.5382747,161.5694899,9.8046513,34.5106762,25.9767,/L,1.3649,158.6,99.8381,152.6532,185.243,303.147,-1.1826,Eri,64.185375,36.5852081,-23.9753631,,,185.083275,-57.025914,,0.0,0.363,0.294,0.459,0.086,-38.6,0.1240124,0.467,6386.0978,4.41e-05,0.28,1.01,0.042603,225.6797,,1.3668,36.2702,-24.5992,24.5,12.5
182,ztf_20180808380266_000690_zg_c16_o_q2_sciimg,58338.3804630111,zg,30,325.375817146804,36.2878708921782,690,ZTF,,,McNaught (C/2006 Q1),2001-May-08 09:41:51.760,2452037.904071296,9.3,,4.75,,42.076270846,-8.979113129,42.082782649,-8.976718829,7.987361,1.355504,,,,,-11404.33,-94072.62,187.398,,999,,21.762,,99.98539,,94809.71,*,,,,,,6.97,0.0,,,35.964508,-25.228047,18.51990976954,-9.0419881,19.4190661930881,-13.9587649,161.5034488,9.8060395,34.6341609,26.336,/L,1.383,150.7,99.1253,152.2753,187.152,303.048,-1.22147,Eri,64.185359,36.6436807,-23.9838156,,,185.128801,-56.977882,,0.0,0.362,0.294,0.458,0.086,-38.63,0.1239621,0.466,6386.0694,4.41e-05,0.28,1.01,0.042603,225.6865,,1.3851,36.3017,-24.6063,24.5,12.5
183,ztf_20180811314294_000689_zr_c13_o_q1_sciimg,58341.3148611109,zr,30,325.246497181722,36.2665865547857,689,ZTF,,,McNaught (C/2006 Q1),2001-May-09 09:41:51.760,2452038.904071296,9.3,,4.75,,42.130178192,-8.970251929,42.136739751,-8.967813716,7.986058,1.301289,,,,,-14544.23,-95004.06,189.335,,999,,21.761,,99.98498,,96190.98,*,,,,,,8.83,0.0,,,35.968792,-25.233614,18.51468703185,-9.0430465,19.4108829664674,-14.377972,161.43539098,9.8074284,34.7568512,26.7197,/L,1.4024,140.2,96.209,151.872,189.011,302.95,-1.26005,Eri,64.185343,36.7020427,-23.9925934,,,185.174746,-56.930055,,0.0,0.362,0.294,0.458,0.086,-38.66,0.1239145,0.466,6386.0577,4.42e-05,0.28,1.01,0.042603,225.6932,,1.4046,36.3331,-24.6135,24.5,12.5
184,ztf_20180812339514_000690_zr_c16_o_q2_sciimg,58342.3397801113,zr,30,325.201187220913,36.2579897079119,690,ZTF,,,McNaught (C/2006 Q1),2001-May-10 09:41:51.760,2452039.904071296,9.3,,4.75,,42.184070119,-8.961753783,42.190690375,-8.959266388,7.98314,1.246581,,,,,-17683.37,-95919.34,191.226,,999,,21.759,,99.98453,,97656.1,*,,,,,,10.65,0.0,,,35.973079,-25.239184,18.50946367544,-9.0441053,19.4024579895262,-14.7958974,161.36532258,9.8088181,34.8786829,27.1267,/L,1.4228,128.9,91.3808,151.4442,190.819,302.853,-1.29832,Eri,64.185327,36.7602783,-24.0016962,,,185.221101,-56.882445,,0.0,0.362,0.294,0.458,0.086,-38.69,0.1238695,0.466,6386.0621,4.42e-05,0.28,1.01,0.042603,225.7,,1.4251,36.3644,-24.6209,24.5,12.5
185,ztf_20180812347801_000690_zr_c16_o_q2_sciimg,58342.348078711,zr,30,325.200820353651,36.2579168646478,690,ZTF,,,McNaught (C/2006 Q1),2001-May-11 09:41:51.760,2452040.904071296,9.3,,4.75,,42.237935699,-8.95362201,42.244619313,-8.95108097,7.978581,1.191372,,,,,-20821.87,-96818.22,193.07,,999,,21.758,,99.98406,,99201.27,*,,,,,,12.41,0.0,,,35.977368,-25.244757,18.50423970008,-9.0451646,19.3937920104404,-15.2125085,161.29324983,9.8102084,34.9995722,27.5559,/L,1.4443,117.5,84.981,150.9932,192.576,302.757,-1.33628,Eri,64.18531,36.8183703,-24.0111237,,,185.26786,-56.83506,,0.0,0.361,0.294,0.458,0.086,-38.72,0.1238272,0.466,6386.0818,4.42e-05,0.28,1.01,0.042603,225.7068,,1.4467,36.3957,-24.6285,24.5,12.5
186,ztf_20180812403380_000690_zg_c16_o_q2_sciimg,58342.4035995109,zg,30,325.198365871622,36.2574295154043,690,ZTF,,,McNaught (C/2006 Q1),2001-May-12 09:41:51.760,2452041.904071296,9.3,,4.75,,42.291763832,-8.945859965,42.298511183,-8.943262239,7.972356,1.135659,,,,,-23959.89,-97700.41,194.868,,999,,21.756,,99.98356,,100822.8,*,,,,,,14.12,0.0,,,35.98166,-25.250333,18.49901510553,-9.0462243,19.3848858048517,-15.6277437,161.21917918,9.8115995,35.1194265,28.0063,/L,1.4667,106.1,77.358,150.52,194.282,302.662,-1.3739,Eri,64.185293,36.8763016,-24.0208757,,,185.315013,-56.787912,,0.0,0.361,0.294,0.458,0.086,-38.749,0.1237876,0.466,6386.1162,4.42e-05,0.28,1.01,0.042604,225.7136,,1.4692,36.4269,-24.6363,24.5,12.5
187,ztf_20180812404352_000690_zg_c16_o_q2_sciimg,58342.4045370109,zg,30,325.19832442631,36.2574212862376,690,ZTF,,,McNaught (C/2006 Q1),2001-May-13 09:41:51.760,2452042.904071296,9.3,,4.75,,42.345543248,-8.938471019,42.352351124,-8.935815244,7.964441,1.079442,,,,,-27097.57,-98565.67,196.619,,999,,21.755,,99.98303,,102516.9,*,,,,,,15.78,0.0,,,35.985955,-25.255912,18.49378989158,-9.0472844,19.3757401906289,-16.0415196,161.14311742,9.8129914,35.238152,28.4769,/L,1.49,94.9,68.8423,150.0258,195.937,302.568,-1.4112,Eri,64.185276,36.9340557,-24.0309519,,,185.362553,-56.74101,,0.0,0.361,0.294,0.457,0.086,-38.778,0.1237506,0.465,6386.1647,4.42e-05,0.28,1.02,0.042604,225.7204,,1.4926,36.458,-24.6442,24.5,12.5
188,ztf_20180813348438_000690_zr_c16_o_q2_sciimg,58343.3486342109,zr,30,325.156558409742,36.248930840859,690,ZTF,,,McNaught (C/2006 Q1),2001-May-14 09:41:51.760,2452043.904071296,9.3,,4.75,,42.399262515,-8.931458546,42.406125185,-8.928745012,7.954812,1.022719,,,,,-30235.05,-99413.71,198.324,,999,,21.753,,99.98248,,104280.1,*,,,,,,17.39,0.0,,,35.990253,-25.261494,18.48856405796,-9.048345,19.3663560385475,-16.4537374,161.06507181,9.814384,35.3556571,28.9667,/L,1.5142,83.7,59.7373,149.5116,197.542,302.475,-1.44815,Eri,64.185258,36.9916172,-24.041352,,,185.410472,-56.694366,,0.0,0.36,0.294,0.457,0.086,-38.807,0.1237164,0.465,6386.2264,4.42e-05,0.28,1.02,0.042604,225.7272,,1.5169,36.489,-24.6523,24.5,12.5
189,ztf_20180813391007_000690_zg_c16_o_q2_sciimg,58343.3912037113,zg,30,325.15467293562,36.2485323430359,690,ZTF,,,McNaught (C/2006 Q1),2001-May-15 09:41:51.760,2452044.904071296,9.3,,4.75,,42.452910054,-8.924825907,42.459820459,-8.922056334,7.943447,0.965495,,,,,-33372.5,-100244.28,199.983,,999,,21.751,,99.9819,,106108.8,*,,,,,,18.95,0.0,,,35.994553,-25.267079,18.48333760446,-9.0494061,19.3567342794746,-16.8642885,160.98505008,9.8157774,35.4718533,29.4747,/L,1.5391,72.6,50.3227,148.9783,199.097,302.384,-1.48474,Eri,64.18524,37.0489721,-24.0520757,,,185.458762,-56.647991,,0.0,0.36,0.294,0.457,0.086,-38.836,0.1236847,0.465,6386.3008,4.42e-05,0.28,1.02,0.042605,225.734,,1.5419,36.5199,-24.6606,24.5,12.5
190,ztf_20180814357130_000690_zg_c16_o_q2_sciimg,58344.3573264112,zg,30,325.111896639637,36.2392799206886,690,ZTF,,,McNaught (C/2006 Q1),2001-May-16 09:41:51.760,2452045.904071296,9.3,,4.75,,42.506474143,-8.918576443,42.513425107,-8.915753654,7.930327,0.907772,,,,,-36510.05,-101057.11,201.597,,999,,21.75,,99.98129,,107999.7,*,,,,,,20.47,0.0,,,35.998857,-25.272667,18.47811053082,-9.0504677,19.3468759093095,-17.2730566,160.90306052,9.8171715,35.5866538,29.9999,/L,1.5648,61.6,40.8678,148.4272,200.603,302.294,-1.52097,Eri,64.185222,37.1061073,-24.0631224,,,185.507414,-56.601894,,0.0,0.36,0.294,0.457,0.086,-38.864,0.1236558,0.465,6386.387,4.42e-05,0.28,1.02,0.042605,225.7408,,1.5677,36.5508,-24.669,24.5,12.5
191,ztf_20180814357130_000690_zg_c16_o_q3_sciimg,58344.3573264112,zg,30,325.111896639637,36.2392799206886,690,ZTF,,,McNaught (C/2006 Q1),2001-May-17 09:41:51.760,2452046.904071296,9.3,,4.75,,42.559942924,-8.912713468,42.566928351,-8.909840963,7.91543,0.849555,,,,,-39647.88,-101851.95,203.167,,999,,21.748,,99.98065,,109949.5,*,,,,,,21.93,0.0,,,36.003163,-25.278258,18.4728828368,-9.0515297,19.3367819931949,-17.6799179,160.81911198,9.8185665,35.6999695,30.5415,/L,1.5912,50.7,31.6479,147.8589,202.061,302.205,-1.55683,Eri,64.185204,37.1630113,-24.0744918,,,185.55642,-56.556088,,0.0,0.359,0.294,0.456,0.086,-38.892,0.1236295,0.465,6386.4843,4.42e-05,0.28,1.02,0.042606,225.7476,,1.5941,36.5814,-24.6776,24.5,12.5
192,ztf_20180814370949_001730_zg_c05_o_q2_sciimg,58344.3711805111,zg,30,325.111283595717,36.2391421493618,1730,ZTF,,,McNaught (C/2006 Q1),2001-May-18 09:41:51.760,2452047.904071296,9.3,,4.75,,42.613304399,-8.907240262,42.620320479,-8.904321693,7.898736,0.790849,,,,,-42786.15,-102628.52,204.695,,999,,21.746,,99.97999,,111955.1,*,,,,,,23.35,0.0,,,36.007472,-25.283853,18.46765452215,-9.0525922,19.3264536705231,-18.0847385,160.73321394,9.8199622,35.8117056,31.0986,/L,1.6181,40.0,22.9623,147.2746,203.472,302.117,-1.5923,Eri,64.185185,37.2196737,-24.0861832,,,185.605771,-56.510582,,0.0,0.359,0.294,0.456,0.086,-38.92,0.1236058,0.464,6386.5921,4.42e-05,0.28,1.02,0.042607,225.7544,,1.6211,36.612,-24.6864,24.5,12.5
193,ztf_20180814424919_000690_zr_c16_o_q2_sciimg,58344.4251157111,zr,30,325.108896963117,36.2386057937618,690,ZTF,,,McNaught (C/2006 Q1),2001-May-19 09:41:51.760,2452048.904071296,9.3,,4.75,,42.666546429,-8.902160067,42.673592776,-8.899198599,7.880224,0.73166,,,,,-45925.02,-103386.57,206.18,,999,,21.744,,99.9793,,114013.5,*,,,,,,24.72,0.0,,,36.011784,-25.28945,18.46242558663,-9.0536552,19.3158921620734,-18.4873696,160.64537655,9.8213587,35.9217583,31.6704,/L,1.6456,30.1,15.1458,146.6751,204.839,302.031,-1.62738,Eri,64.185166,37.2760851,-24.0981962,,,185.65546,-56.465389,,0.0,0.359,0.294,0.456,0.086,-38.947,0.1235848,0.464,6386.7095,4.43e-05,0.28,1.02,0.042608,225.7613,,1.6487,36.6425,-24.6953,24.5,12.5
194,ztf_20180814424919_000690_zr_c16_o_q3_sciimg,58344.4251157111,zr,30,325.108896963117,36.2386057937618,690,ZTF,,,McNaught (C/2006 Q1),2001-May-20 09:41:51.760,2452049.904071296,9.3,,4.75,,42.719656728,-8.897476073,42.726737296,-8.894473668,7.859871,0.671997,,,,,-49064.65,-104125.83,207.626,,999,,21.743,,99.97859,,116121.9,*,,,,,,26.04,0.0,,,36.016098,-25.295051,18.45719602998,-9.0547187,19.3050987801898,-18.8876419,160.55561073,9.822756,36.0300129,32.2561,/L,1.6737,22.2,8.5714,146.0613,206.161,301.945,-1.66206,Eri,64.185147,37.332237,-24.1105299,,,185.705477,-56.42052,,0.0,0.359,0.294,0.456,0.086,-38.974,0.1235665,0.464,6386.8359,4.43e-05,0.28,1.02,0.042608,225.7681,,1.6768,36.6728,-24.7044,24.5,12.5
195,ztf_20180815332118_000690_zr_c16_o_q2_sciimg,58345.3324305113,zr,30,325.068734431937,36.2293983685203,690,ZTF,,,McNaught (C/2006 Q1),2001-May-21 09:41:51.760,2452050.904071296,9.3,,4.75,,42.772622866,-8.893191402,42.779746332,-8.890148102,7.837657,0.611871,,,,,-52205.22,-104846.06,209.032,,999,,21.741,,99.97786,,118277.5,*,,,,,,27.33,0.0,,,36.020416,-25.300654,18.45196585196,-9.0557827,19.2940749421385,-19.2853607,160.46392826,9.8241542,36.1363463,32.8549,/L,1.7021,19.8,3.6354,145.4338,207.441,301.862,-1.69632,Eri,64.185127,37.3881211,-24.1231836,,,185.755814,-56.375986,,0.0,0.358,0.295,0.456,0.086,-39.001,0.1235508,0.464,6386.9704,4.43e-05,0.28,1.02,0.042609,225.7749,,1.7053,36.703,-24.7136,24.5,12.5
196,ztf_20180815333368_000690_zr_c16_o_q2_sciimg,58345.3335648109,zr,30,325.068684191917,36.2293864583745,690,ZTF,,,McNaught (C/2006 Q1),2001-May-22 09:41:51.760,2452051.904071296,9.3,,4.75,,42.825432291,-8.889309082,42.832611474,-8.88622252,7.813567,0.5513,,,,,-55346.88,-105546.98,210.401,,999,,21.739,,99.9771,,120477.8,*,,,,,,28.57,0.0,,,36.024736,-25.306261,18.44673505233,-9.0568473,19.2828221855819,-19.6803039,160.37034194,9.8255531,36.2406329,33.466,/L,1.731,25.0,0.7239,144.7935,208.68,301.779,-1.73016,Eri,64.185107,37.4437281,-24.1361564,,,185.806461,-56.331798,,0.0,0.358,0.295,0.455,0.086,-39.028,0.1235377,0.464,6387.1122,4.43e-05,0.28,1.02,0.04261,225.7818,,1.7342,36.733,-24.7231,24.5,12.5
197,ztf_20180815370567_001730_zr_c05_o_q2_sciimg,58345.370775511,zr,30,325.067036067992,36.2289957460234,1730,ZTF,,,McNaught (C/2006 Q1),2001-May-23 09:41:51.760,2452052.904071296,9.3,,4.75,,42.878072367,-8.885832014,42.885322397,-8.882697408,7.787592,0.490304,,,,,-58489.79,-106228.37,211.733,,999,,21.737,,99.97632,,122720.2,*,,,,,,29.77,0.0,,,36.029059,-25.31187,18.44150363083,-9.0579123,19.2713421836101,-20.0722259,160.27486568,9.8269528,36.3427573,34.0889,/L,1.7603,34.9,0.1593,144.1412,209.879,301.698,-1.76357,Eri,64.185087,37.4990465,-24.1494474,,,185.85741,-56.287968,,0.0,0.358,0.295,0.455,0.086,-39.054,0.1235272,0.463,6387.2607,4.43e-05,0.28,1.02,0.042611,225.7886,,1.7635,36.7629,-24.7327,24.5,12.5
198,ztf_20180816337095_000690_zg_c16_o_q2_sciimg,58346.3373264112,zg,30,325.024239972971,36.2186595580095,690,ZTF,,,McNaught (C/2006 Q1),2001-May-24 09:41:51.760,2452053.904071296,9.3,,4.75,,42.930530439,-8.882762931,42.937865791,-8.879573783,7.759735,0.428914,,,,,-61634.11,-106889.96,213.031,,999,,21.735,,99.97552,,125002.5,*,,,,,,30.94,0.0,,,36.033385,-25.317483,18.43627158723,-9.0589778,19.2596367554747,-20.4608686,160.1775146,9.8283534,36.4426287,34.7229,/L,1.7898,46.9,2.139,143.4775,211.041,301.618,-1.79654,Eri,64.185066,37.5540614,-24.1630552,,,185.908652,-56.244508,,0.0,0.357,0.295,0.455,0.086,-39.08,0.1235194,0.463,6387.4149,4.43e-05,0.28,1.02,0.042612,225.7955,,1.7931,36.7926,-24.7424,24.5,12.5
199,ztf_20180816385289_000690_zr_c16_o_q2_sciimg,58346.3854861111,zr,30,325.022108906251,36.2181271257717,690,ZTF,,,McNaught (C/2006 Q1),2001-May-25 09:41:51.760,2452054.904071296,9.3,,4.75,,42.982793922,-8.880104364,42.990225016,-8.876853838,7.730014,0.367161,,,,,-64780.01,-107531.52,214.294,,999,,21.733,,99.9747,,127322.4,*,,,,,,32.07,0.0,,,36.037714,-25.323099,18.43103892128,-9.0600439,19.247707868851,-20.8459796,160.07830507,9.8297548,36.5401964,35.3673,/L,1.8196,59.7,6.6822,142.8031,212.165,301.539,-1.82906,Eri,64.185045,37.6087542,-24.1769785,,,185.960176,-56.201427,,0.0,0.357,0.295,0.455,0.086,-39.105,0.1235142,0.463,6387.574,4.43e-05,0.28,1.01,0.042613,225.8023,,1.8229,36.8221,-24.7523,24.5,12.5
200,ztf_20180817349097_000689_zg_c13_o_q3_sciimg,58347.3493634113,zg,30,324.979471892526,36.2072768359466,689,ZTF,,,McNaught (C/2006 Q1),2001-May-26 09:41:51.760,2452055.904071296,9.3,,4.75,,43.034850393,-8.87785861,43.042380939,-8.874541236,7.698459,0.305083,,,,,-67927.64,-108152.82,215.525,,999,,21.731,,99.97385,,129677.8,*,,,,,,33.16,0.0,,,36.042046,-25.328717,18.42580563275,-9.0611105,19.2355576307488,-21.2273322,159.97725462,9.831157,36.6354603,36.0216,/L,1.8497,72.9,13.6037,142.1185,213.255,301.462,-1.86111,Eri,64.185024,37.6631037,-24.1912159,,,186.011974,-56.158738,,0.0,0.357,0.295,0.455,0.086,-39.13,0.1235115,0.463,6387.7374,4.43e-05,0.28,1.01,0.042614,225.8092,,1.853,36.8515,-24.7624,24.5,12.5
201,ztf_20180817349630_000690_zg_c16_o_q2_sciimg,58347.3498264109,zg,30,324.979451424085,36.2072714600067,690,ZTF,,,McNaught (C/2006 Q1),2001-May-27 09:41:51.760,2452056.904071296,9.3,,4.75,,43.086687681,-8.876027724,43.094313851,-8.872640851,7.665114,0.242716,,,,,-71077.21,-108753.62,216.725,,999,,21.729,,99.97299,,132066.8,*,,,,,,34.22,0.0,,,36.04638,-25.334339,18.42057172141,-9.0621776,19.2231882669258,-21.6047444,159.87438176,9.83256,36.7284733,36.6852,/L,1.8799,86.4,22.5247,141.4245,214.311,301.387,-1.8927,Eri,64.185003,37.7170881,-24.2057657,,,186.064036,-56.116451,,0.0,0.357,0.295,0.455,0.086,-39.155,0.1235114,0.463,6387.9041,4.43e-05,0.28,1.01,0.042616,225.816,,1.8832,36.8807,-24.7726,24.5,12.5
202,ztf_20180817413947_000689_zr_c13_o_q3_sciimg,58347.4141435111,zr,30,324.97660807228,36.20652466701,689,ZTF,,,McNaught (C/2006 Q1),2001-May-28 09:41:51.760,2452057.904071296,9.3,,4.75,,43.138293933,-8.874613522,43.146005773,-8.871157984,7.63003,0.180095,,,,,-74228.91,-109333.73,217.895,,999,,21.727,,99.97211,,134487.5,*,,,,,,35.25,0.0,,,36.050718,-25.339964,18.41533718701,-9.0632452,19.2106020927035,-21.9780891,159.76970574,9.8339639,36.8193343,37.3576,/L,1.9103,99.8,32.9168,140.7215,215.334,301.312,-1.92381,Eri,64.184981,37.7706881,-24.2206261,,,186.116352,-56.074577,,0.0,0.357,0.295,0.454,0.087,-39.179,0.1235139,0.463,6388.0735,4.44e-05,0.28,1.01,0.042617,225.8229,,1.9137,36.9096,-24.783,24.5,12.5
203,ztf_20180820307720_001730_zg_c05_o_q2_sciimg,58350.3078935109,zg,30,324.848911018853,36.1707088613411,1730,ZTF,,,McNaught (C/2006 Q1),2001-May-29 09:41:51.760,2452058.904071296,9.3,,4.75,,43.189657649,-8.873617611,43.197442231,-8.870097377,7.593258,0.117248,,,,,-77382.98,-109892.92,219.036,,999,,21.725,,99.97122,,136938.1,*,,,,,,36.24,0.0,,,36.055058,-25.345592,18.41010202933,-9.0643133,19.1978014800013,-22.3472971,159.66324629,9.8353686,36.9081761,38.0384,/L,1.9409,113.1,44.1631,140.01,216.327,301.239,-1.95443,Eri,64.184959,37.8238886,-24.2357954,,,186.168914,-56.033124,,0.0,0.356,0.295,0.454,0.087,-39.203,0.123519,0.462,6388.2446,4.44e-05,0.28,1.01,0.042618,225.8298,,1.9442,36.9385,-24.7936,24.5,12.5
