,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,targetname,datetime_str,datetime_jd,M1,solar_presence,k1,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,Limiting,Saturation
173,c4d_191112_002536_ooi_z_v1.fits.fz 7ba97f4554416a059beaf5cb36bc6b0e,58799.0182344038,z,77,36.1397027173793,-83.4543445010565,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/7ba97f4554416a059beaf5cb36bc6b0e,,Hill (C/2010 G2),2008-Jul-15 09:28:55.645,2454662.895088484,10.8,,6.25,,239.856104426,-11.731767133,239.980534395,-11.757821492,-9.84556,3.158126,,,,,418445.528,-119493.15,88.939,,999,,22.03,,99.84094,,455573.0,*,,,,,,288.1,0.0,,,244.764333,8.099815,10.2471781892,-11.4291218,9.6094321661753,11.9441378,79.91921035,12.7956839,23.3092592,126.5481,/T,4.5681,24.1,92.0107,49.0048,108.121,169.261,4.24883,Lib,65.183696,240.302539,8.6408997,,,358.797686,30.1042,,0.0,0.053,0.276,0.276,0.053,89.013,0.0458704,0.281,2472.3571,3.84e-05,0.5,1.83,0.016494,230.8858,,4.5714,242.4722,8.3766,23.7,16.0
174,c4d_191112_002536_opi_z_v1.fits.fz f8103bab83711dd6bbd5d7d988971922,58799.0182344038,z,77,36.1397027173793,-83.4543445010565,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f8103bab83711dd6bbd5d7d988971922,,Hill (C/2010 G2),2008-Jul-16 09:28:55.645,2454663.895088484,10.8,,6.25,,239.789805589,-11.710884092,239.91420559,-11.736978562,-9.63441,3.092422,,,,,415307.552,-118827.84,89.436,,999,,22.03,,99.83663,,451954.2,*,,,,,,287.9,0.0,,,244.759848,8.117869,10.24057670869,-11.4321579,9.61642011857687,12.2523328,79.97732738,12.8000649,23.1167192,125.5428,/T,4.6298,34.6,96.3907,49.9485,107.916,169.161,4.31257,Lib,65.183668,240.2339523,8.6482316,,,358.766352,30.166866,,0.0,0.053,0.275,0.276,0.053,88.923,0.0457181,0.281,2469.6468,3.84e-05,0.51,1.84,0.016476,230.9045,,4.633,242.4357,8.3895,23.7,16.0
175,c4d_191112_031009_ori.fits.fz 2ad003ee67b824ba833bd243ba4fa4ea,58799.1330963734,z,180,36.0926858844883,-83.4533649837046,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/2ad003ee67b824ba833bd243ba4fa4ea,,Hill (C/2010 G2),2008-Jul-17 09:28:55.645,2454664.895088484,10.8,,6.25,,239.724956876,-11.690440716,239.849324381,-11.716578427,-9.42093,3.026558,,,,,412187.044,-118142.56,89.922,,999,,22.029,,99.83236,,448339.1,*,,,,,,287.7,0.0,,,244.755357,8.135946,10.23397348068,-11.4351967,9.62358382598734,12.5527436,80.03690611,12.8044511,22.926001,124.5386,/T,4.69,45.8,99.0966,50.8926,107.715,169.064,4.37492,Lib,65.18364,240.1668506,8.6553917,,,358.735658,30.228165,,0.0,0.053,0.275,0.275,0.053,88.835,0.0455653,0.28,2466.9206,3.84e-05,0.51,1.85,0.016458,230.9232,,4.6931,242.3999,8.4023,23.7,16.0
176,c4d_191112_031009_oki_z_v1.fits.fz e23d73a5fe5053b6cef29dfeef38b7d9,58799.1330963734,z,180,36.0926858844883,-83.4533649837046,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/e23d73a5fe5053b6cef29dfeef38b7d9,,Hill (C/2010 G2),2008-Jul-18 09:28:55.645,2454665.895088484,10.8,,6.25,,239.661573589,-11.670438034,239.785901609,-11.696620603,-9.20519,2.960548,,,,,409083.314,-117437.5,90.399,,999,,22.029,,99.82814,,444727.7,*,,,,,,287.5,0.0,,,244.75086,8.154046,10.22736850347,-11.4382381,9.63091879999933,12.8453961,80.09790923,12.8088426,22.7371999,123.5355,/T,4.7488,57.5,99.9677,51.8371,107.519,168.969,4.43587,Lib,65.183612,240.1012451,8.6623839,,,358.705618,30.288086,,0.0,0.053,0.274,0.274,0.053,88.75,0.0454122,0.279,2464.1787,3.84e-05,0.51,1.86,0.016439,230.9419,,4.7518,242.3648,8.415,23.7,16.0
177,c4d_191112_031009_ooi_z_v1.fits.fz 4280e92263688ab5cdef1e1299598363,58799.1330963734,z,180,36.0926858844883,-83.4533649837046,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/4280e92263688ab5cdef1e1299598363,,Hill (C/2010 G2),2008-Jul-19 09:28:55.645,2454666.895088484,10.8,,6.25,,239.599670569,-11.650876982,239.723948422,-11.677103925,-8.98725,2.894407,,,,,405995.672,-116712.89,90.866,,999,,22.029,,99.82398,,441120.0,*,,,,,,287.31,0.0,,,244.746356,8.172169,10.22076177534,-11.4412823,9.63842056639849,13.1303128,80.16029952,12.8132394,22.5504003,122.5333,/T,4.8061,69.5,98.8892,52.782,107.327,168.877,4.4954,Lib,65.183584,240.0371469,8.6692122,,,358.676247,30.346618,,0.0,0.053,0.274,0.274,0.053,88.666,0.0452587,0.279,2461.4214,3.84e-05,0.51,1.87,0.016421,230.9607,,4.8091,242.3305,8.4277,23.7,16.0
178,c4d_191112_031009_opi_z_v1.fits.fz 0ea937e60073ae7711c1b61c2f6b0c50,58799.1330963734,z,180,36.0926858844883,-83.4533649837046,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0ea937e60073ae7711c1b61c2f6b0c50,,Hill (C/2010 G2),2008-Jul-20 09:28:55.645,2454667.895088484,10.8,,6.25,,239.539262275,-11.631758408,239.663477139,-11.658026842,-8.76717,2.828147,,,,,402923.429,-115968.93,91.324,,999,,22.029,,99.81987,,437516.2,*,,,,,,287.12,0.0,,,244.741847,8.190316,10.21415329456,-11.4443291,9.64608466190561,13.4075079,80.22403986,12.8176415,22.3656732,121.5323,/T,4.862,81.8,95.8094,53.7272,107.14,168.786,4.5535,Lib,65.183556,239.9745684,8.6758803,,,358.647558,30.40375,,0.0,0.053,0.273,0.273,0.053,88.584,0.0451048,0.278,2458.6489,3.83e-05,0.52,1.88,0.016402,230.9794,,4.8649,242.297,8.4403,23.7,16.0
179,c4d_191112_080658_ori.fits.fz 1c710644b3331a117bb7103a87baacbc,58799.3392177742,z,180,36.0083135244279,-83.4516072262034,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/1c710644b3331a117bb7103a87baacbc,,Hill (C/2010 G2),2008-Jul-21 09:28:55.645,2454668.895088484,10.8,,6.25,,239.480362856,-11.613083075,239.604501996,-11.63938784,-8.54497,2.761779,,,,,399865.896,-115205.83,91.773,,999,,22.029,,99.81583,,433916.2,*,,,,,,286.94,0.0,,,244.737331,8.208486,10.20754305942,-11.4473787,9.65390662755127,13.6769812,80.28909316,12.822049,22.1830738,120.5323,/T,4.9164,94.3,90.7539,54.6729,106.956,168.698,4.61015,Lib,65.183529,239.913524,8.6823922,,,358.619565,30.459472,,0.0,0.053,0.273,0.273,0.052,88.505,0.0449507,0.278,2455.8617,3.83e-05,0.52,1.89,0.016384,230.9982,,4.9192,242.2642,8.4528,23.7,16.0
180,c4d_191112_080658_oki_z_v1.fits.fz 96079d2b238c7ff0d1a14e0db4a69483,58799.3392177742,z,180,36.0083135244279,-83.4516072262034,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/96079d2b238c7ff0d1a14e0db4a69483,,Hill (C/2010 G2),2008-Jul-22 09:28:55.645,2454669.895088484,10.8,,6.25,,239.422986227,-11.59485166,239.547039548,-11.621185918,-8.32071,2.695319,,,,,396822.388,-114423.81,92.212,,999,,22.029,,99.81186,,430320.2,*,,,,,,286.76,0.0,,,244.732809,8.22668,10.20093106815,-11.450431,9.66188199856561,13.938712,80.3554223,12.8264618,22.0026407,119.5334,/T,4.9692,106.9,83.8353,55.619,106.776,168.613,4.66535,Lib,65.183501,239.8540301,8.6887517,,,358.592282,30.513774,,0.0,0.053,0.272,0.272,0.052,88.428,0.0447962,0.277,2453.0598,3.83e-05,0.52,1.89,0.016365,231.017,,4.9719,242.2322,8.4653,23.7,16.0
181,c4d_191112_080658_ooi_z_v1.fits.fz 5b17ab877942be167b800b4cb3b6c9d6,58799.3392177742,z,180,36.0083135244279,-83.4516072262034,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/5b17ab877942be167b800b4cb3b6c9d6,,Hill (C/2010 G2),2008-Jul-23 09:28:55.645,2454670.895088484,10.8,,6.25,,239.367146122,-11.57706474,239.49110859,-11.603421017,-8.09439,2.628781,,,,,393792.225,-113623.09,92.643,,999,,22.029,,99.80797,,426728.0,*,,,,,,286.58,0.0,,,244.72828,8.244897,10.194317319,-11.453486,9.67000629100385,14.1926536,80.42298998,12.83088,21.8243957,118.5356,/T,5.0206,119.7,75.2598,56.5655,106.6,168.529,4.71907,Lib,65.183474,239.7961057,8.6949628,,,358.565721,30.566646,,0.0,0.053,0.272,0.272,0.052,88.352,0.0446416,0.277,2450.2436,3.83e-05,0.52,1.9,0.016346,231.0359,,5.0232,242.201,8.4777,23.7,16.0
182,c4d_191112_080658_opi_z_v1.fits.fz 6f481f1a7dc6578a4e60b7e738965ad5,58799.3392177742,z,180,36.0083135244279,-83.4516072262034,Tile 15506 Pass 3,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/6f481f1a7dc6578a4e60b7e738965ad5,,Hill (C/2010 G2),2008-Jul-24 09:28:55.645,2454671.895088484,10.8,,6.25,,239.312856134,-11.559722777,239.436729476,-11.5860943,-7.86604,2.562184,,,,,390774.732,-112803.9,93.065,,999,,22.029,,99.80415,,423139.8,*,,,,,,286.41,0.0,,,244.723745,8.263138,10.18770181021,-11.4565439,9.6782749854922,14.4387293,80.49175862,12.8353037,21.6483446,117.5388,/T,5.0704,132.6,65.3302,57.5125,106.426,168.448,4.77131,Lib,65.183447,239.7397713,8.7010295,,,358.539897,30.618079,,0.0,0.053,0.271,0.271,0.052,88.279,0.0444867,0.276,2447.4133,3.83e-05,0.53,1.91,0.016327,231.0547,,5.0729,242.1706,8.49,23.7,16.0
183,c4d_191113_030427_ori.fits.fz 7e350eb09ff9c30231d9596eb3c15cc5,58800.1298350541,i,300,35.6850662034309,-83.4447207565619,Tile 15529 Pass 1,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/7e350eb09ff9c30231d9596eb3c15cc5,,Hill (C/2010 G2),2008-Jul-25 09:28:55.645,2454672.895088484,10.8,,6.25,,239.260129729,-11.542826089,239.383922894,-11.569208194,-7.63568,2.495551,,,,,387769.241,-111966.5,93.478,,999,,22.03,,99.80041,,419555.6,*,,,,,,286.23,0.0,,,244.719204,8.281402,10.18108454,-11.4596045,9.68668350850149,14.6768278,80.56169017,12.8397327,21.4744784,116.5432,/T,5.1187,145.4,54.4488,58.4598,106.255,168.369,4.82204,Lib,65.183421,239.6850479,8.7069558,,,358.514822,30.668062,,0.0,0.053,0.27,0.271,0.052,88.209,0.0443315,0.276,2444.5692,3.83e-05,0.53,1.92,0.016308,231.0736,,5.1211,242.1409,8.5023,23.7,16.0
184,c4d_191113_030427_oki_i_v1.fits.fz 8d80a29d0699e8b9bf927b2f1c6aad83,58800.1298350541,i,300,35.6850662034309,-83.4447207565619,Tile 15529 Pass 1,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/8d80a29d0699e8b9bf927b2f1c6aad83,,Hill (C/2010 G2),2008-Jul-26 09:28:55.645,2454673.895088484,10.8,,6.25,,239.208980235,-11.526374818,239.332708185,-11.552766084,-7.40334,2.428913,,,,,384775.096,-111111.15,93.882,,999,,22.03,,99.79676,,415975.5,*,,,,,,286.07,0.0,,,244.714657,8.29969,10.17446550659,-11.4626679,9.69522721163994,14.9068008,80.63274598,12.8441673,21.3027763,115.5488,/T,5.1654,157.4,43.1167,59.4077,106.087,168.293,4.87126,Lib,65.183394,239.6319553,8.7127459,,,358.49051,30.716587,,0.0,0.053,0.27,0.27,0.052,88.14,0.0441763,0.275,2441.7115,3.83e-05,0.53,1.93,0.016289,231.0925,,5.1677,242.1121,8.5145,23.7,16.0
185,c4d_191113_030427_ooi_i_v1.fits.fz b56ee571c5e26c29fea7ac2c7583e34f,58800.1298350541,i,300,35.6850662034309,-83.4447207565619,Tile 15529 Pass 1,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b56ee571c5e26c29fea7ac2c7583e34f,,Hill (C/2010 G2),2008-Jul-27 09:28:55.645,2454674.895088484,10.8,,6.25,,239.159420784,-11.510368886,239.28310149,-11.536771642,-7.16904,2.362305,,,,,381791.65,-110238.14,94.278,,999,,22.03,,99.79321,,412399.5,*,,,,,,285.9,0.0,,,244.710103,8.318002,10.16784470816,-11.4657341,9.70390134991056,15.1284623,80.70488659,12.8486074,21.1332109,114.5554,/T,5.2105,165.6,31.9261,60.356,105.922,168.219,4.91896,Lib,65.183368,239.5805102,8.7184042,,,358.466974,30.763645,,0.0,0.053,0.269,0.269,0.052,88.074,0.0440209,0.274,2438.8405,3.83e-05,0.53,1.94,0.01627,231.1115,,5.2128,242.0841,8.5266,23.7,16.0
186,c4d_191113_030427_opi_i_v1.fits.fz 122dbd7d313ef2029fc08dc2ba1d354d,58800.1298350541,i,300,35.6850662034309,-83.4447207565619,Tile 15529 Pass 1,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/122dbd7d313ef2029fc08dc2ba1d354d,,Hill (C/2010 G2),2008-Jul-28 09:28:55.645,2454675.895088484,10.8,,6.25,,239.111464211,-11.494807942,239.235114199,-11.521227805,-6.93285,2.295774,,,,,378818.274,-109347.74,94.665,,999,,22.03,,99.78975,,408827.7,*,,,,,,285.74,0.0,,,244.705543,8.336338,10.16122214291,-11.4688032,9.71270106094396,15.3415931,80.77807156,12.8530529,20.9657574,113.5632,/T,5.254,162.5,21.5357,61.3047,105.758,168.147,4.96511,Lib,65.183342,239.5307243,8.723935,,,358.444228,30.809227,,0.0,0.053,0.269,0.269,0.052,88.01,0.0438653,0.274,2435.9565,3.83e-05,0.53,1.94,0.016251,231.1304,,5.2562,242.0569,8.5387,23.7,16.0
187,c4d_191119_071931_ori.fits.fz e18bddf6caa754659bdd18e6f16b8814,58806.3071546235,i,333,33.2353919200954,-83.3666817545485,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/e18bddf6caa754659bdd18e6f16b8814,,Hill (C/2010 G2),2008-Jul-29 09:28:55.645,2454676.895088484,10.8,,6.25,,239.065122897,-11.479691308,239.18875243,-11.506135637,-6.69484,2.229372,,,,,375854.356,-108440.27,95.044,,999,,22.03,,99.78639,,405260.1,*,,,,,,285.58,0.0,,,244.700976,8.354698,10.15459780903,-11.471875,9.7216213487781,15.5459525,80.85225933,12.857504,20.8004079,112.5722,/T,5.296,151.2,12.6198,62.2538,105.597,168.078,5.00971,Lib,65.183316,239.4826039,8.7293431,,,358.422284,30.853324,,0.0,0.053,0.268,0.268,0.052,87.948,0.0437098,0.273,2433.0597,3.82e-05,0.54,1.95,0.016232,231.1494,,5.2981,242.0305,8.5508,23.7,16.0
188,c4d_191119_071931_oki_i_v1.fits.fz fdd501eba3ad129a8bbbde2a5bbdd916,58806.3071546235,i,333,33.2353919200954,-83.3666817545485,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/fdd501eba3ad129a8bbbde2a5bbdd916,,Hill (C/2010 G2),2008-Jul-30 09:28:55.645,2454677.895088484,10.8,,6.25,,239.020408552,-11.465017929,239.144018104,-11.491493491,-6.45513,2.163161,,,,,372899.31,-107516.02,95.415,,999,,22.031,,99.78314,,401696.9,*,,,,,,285.42,0.0,,,244.696403,8.373081,10.14797170468,-11.4749498,9.7306570770711,15.7412993,80.92740719,12.8619606,20.6371876,111.5825,/T,5.3363,137.8,5.791,63.2034,105.438,168.011,5.05274,Lib,65.183291,239.436151,8.7346334,,,358.401156,30.895931,,0.0,0.053,0.268,0.268,0.052,87.889,0.0435541,0.273,2430.1505,3.82e-05,0.54,1.96,0.016212,231.1684,,5.3383,242.005,8.5627,23.7,16.0
189,c4d_191119_071931_ooi_i_v1.fits.fz 43343fb38e13fe9008bae2bf4648cfbf,58806.3071546235,i,333,33.2353919200954,-83.3666817545485,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/43343fb38e13fe9008bae2bf4648cfbf,,Hill (C/2010 G2),2008-Jul-31 09:28:55.645,2454678.895088484,10.8,,6.25,,238.977331983,-11.450786335,239.10091161,-11.477296951,-6.21388,2.097204,,,,,369952.569,-106575.29,95.777,,999,,22.031,,99.77999,,398138.2,*,,,,,,285.26,0.0,,,244.691823,8.391489,10.14134382804,-11.4780273,9.73980297642738,15.9274188,81.00347131,12.8664227,20.4761709,110.5939,/T,5.375,123.9,1.5091,64.1533,105.28,167.946,5.09419,Lib,65.183265,239.3913654,8.739811,,,358.380856,30.937039,,0.0,0.053,0.267,0.267,0.052,87.832,0.0433985,0.272,2427.2289,3.82e-05,0.54,1.97,0.016193,231.1875,,5.3769,241.9803,8.5747,23.7,16.0
190,c4d_191119_071931_opi_i_v1.fits.fz 0c8a57ad164b41a69396c35fa77c060f,58806.3071546235,i,333,33.2353919200954,-83.3666817545485,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0c8a57ad164b41a69396c35fa77c060f,,Hill (C/2010 G2),2008-Aug-01 09:28:55.645,2454679.895088484,10.8,,6.25,,238.935902871,-11.436994631,239.059435037,-11.463539753,-5.97126,2.031564,,,,,367013.587,-105618.36,96.131,,999,,22.031,,99.77696,,394584.1,*,,,,,,285.1,0.0,,,244.687238,8.40992,10.13471417727,-11.4811076,9.74905366778718,16.1041498,81.08040697,12.8708904,20.3174889,109.6067,/T,5.4121,109.9,0.007,65.1036,105.125,167.884,5.13406,Lib,65.18324,239.3482485,8.7448809,,,358.361397,30.976644,,0.0,0.053,0.266,0.267,0.052,87.777,0.0432428,0.272,2424.2955,3.82e-05,0.54,1.97,0.016173,231.2065,,5.4139,241.9564,8.5866,23.7,16.0
191,c4d_191119_073735_ori.fits.fz 66b52bc2a9163735166f106c9d27a33e,58806.3196933973,i,333,33.230587479934,-83.3664793926713,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/66b52bc2a9163735166f106c9d27a33e,,Hill (C/2010 G2),2008-Aug-02 09:28:55.645,2454680.895088484,10.8,,6.25,,238.896129621,-11.423640524,239.019594369,-11.450215304,-5.72747,1.966296,,,,,364081.829,-104645.52,96.476,,999,,22.031,,99.77404,,391034.7,*,,,,,,284.95,0.0,,,244.682645,8.428376,10.12808275052,-11.4841908,9.75840369906016,16.2714024,81.15816881,12.8753637,20.1613269,108.6207,/T,5.4475,96.0,1.2602,66.0541,104.97,167.824,5.17234,Lib,65.183215,239.3068054,8.7498486,,,358.342789,31.014742,,0.0,0.053,0.266,0.266,0.052,87.725,0.0430873,0.271,2421.3503,3.82e-05,0.54,1.98,0.016154,231.2256,,5.4492,241.9334,8.5984,23.7,16.0
192,c4d_191119_073735_oki_i_v1.fits.fz c23cb176f088f8084b219195913d0989,58806.3196933973,i,333,33.230587479934,-83.3664793926713,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/c23cb176f088f8084b219195913d0989,,Hill (C/2010 G2),2008-Aug-03 09:28:55.645,2454681.895088484,10.8,,6.25,,238.858019302,-11.410721372,238.981399598,-11.437318079,-5.48271,1.901448,,,,,361156.764,-103657.06,96.814,,999,,22.032,,99.77124,,387490.1,*,,,,,,284.8,0.0,,,244.678046,8.446855,10.12144954595,-11.4872768,9.76784758770627,16.4291603,81.23671123,12.8798425,20.0079096,107.6361,/T,5.4813,82.4,5.0155,67.005,104.818,167.766,5.20901,Lib,65.183191,239.2670454,8.7547194,,,358.325043,31.051329,,0.0,0.053,0.265,0.266,0.051,87.675,0.0429318,0.27,2418.3938,3.82e-05,0.55,1.99,0.016134,231.2448,,5.4829,241.9112,8.6102,23.7,16.0
193,c4d_191119_073735_ooi_i_v1.fits.fz b03c6cdb9343b72d417275ddd9055353,58806.3196933973,i,333,33.230587479934,-83.3664793926713,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b03c6cdb9343b72d417275ddd9055353,,Hill (C/2010 G2),2008-Aug-04 09:28:55.645,2454682.895088484,10.8,,6.25,,238.821577696,-11.398234248,238.944863001,-11.424844288,-5.23715,1.837058,,,,,358237.86,-102653.27,97.143,,999,,22.032,,99.76856,,383950.4,*,,,,,,284.64,0.0,,,244.673441,8.465359,10.11481456173,-11.4903657,9.7773798604411,16.5774688,81.31598873,12.8843269,19.8574822,106.6529,/T,5.5134,69.3,10.8625,67.9562,104.666,167.711,5.24407,Lib,65.183166,239.2289801,8.7594984,,,358.308169,31.086404,,0.0,0.053,0.265,0.265,0.051,87.627,0.0427765,0.27,2415.4262,3.82e-05,0.55,1.99,0.016114,231.2639,,5.5149,241.8899,8.622,23.7,16.0
194,c4d_191119_073735_opi_i_v1.fits.fz 0e083f60089aa863ec871aa9061416e4,58806.3196933973,i,333,33.230587479934,-83.3664793926713,DELVE field: 15529-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0e083f60089aa863ec871aa9061416e4,,Hill (C/2010 G2),2008-Aug-05 09:28:55.645,2454683.895088484,10.8,,6.25,,238.78680942,-11.386176006,238.909996779,-11.412791751,-4.99097,1.773152,,,,,355324.578,-101634.45,97.464,,999,,22.032,,99.76601,,380415.6,*,,,,,,284.49,0.0,,,244.668829,8.483887,10.10817779602,-11.4934574,9.78699508343766,16.7164157,81.3959561,12.8888169,19.7102911,105.671,/T,5.5438,56.6,18.3195,68.9076,104.516,167.659,5.27752,Lib,65.183142,239.1926213,8.7641911,,,358.292175,31.119966,,0.0,0.052,0.264,0.264,0.051,87.582,0.0426213,0.269,2412.4478,3.82e-05,0.55,2.0,0.016094,231.2831,,5.5453,241.8694,8.6337,23.7,16.0
195,c4d_191222_040224_ori.fits.fz 96b49137fce47a1881d20c0eebc02712,58839.1698820444,g,267,24.0092762462035,-82.3863152934388,DELVE field: 15549-02-g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/96b49137fce47a1881d20c0eebc02712,,Hill (C/2010 G2),2008-Aug-06 09:28:55.645,2454684.895088484,10.8,,6.25,,238.753718071,-11.374543335,238.876811185,-11.401159263,-4.7443,1.709753,,,,,352416.379,-100600.92,97.776,,999,,22.033,,99.76358,,376885.9,*,,,,,,284.34,0.0,,,244.664211,8.50244,10.10153924698,-11.4965518,9.79668788064405,16.8461104,81.47656864,12.8933125,19.5665717,104.6905,/T,5.5726,44.5,26.9054,69.8593,104.366,167.609,5.30935,Lib,65.183118,239.157979,8.7688024,,,358.27707,31.152015,,0.0,0.052,0.264,0.264,0.051,87.539,0.0424663,0.269,2409.4588,3.81e-05,0.55,2.01,0.016074,231.3022,,5.574,241.8497,8.6455,24.0,16.0
196,c4d_191222_040224_oki_g_v1.fits.fz 40b767959b72caa032f32e6d8d2486ad,58839.1698820444,g,267,24.0092762462035,-82.3863152934388,DELVE field: 15549-02-g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/40b767959b72caa032f32e6d8d2486ad,,Hill (C/2010 G2),2008-Aug-07 09:28:55.645,2454685.895088484,10.8,,6.25,,238.722306377,-11.363332801,238.845313603,-11.389945929,-4.49725,1.646877,,,,,349512.718,-99552.98,98.081,,999,,22.033,,99.76128,,373361.2,*,,,,,,284.2,0.0,,,244.659586,8.521016,10.09489891278,-11.4996491,9.80645294166754,16.9666686,81.55778217,12.8978137,19.4265426,103.7114,/T,5.5998,33.0,36.1837,70.8113,104.218,167.561,5.33955,Lib,65.183094,239.1250602,8.7733375,,,358.262862,31.182551,,0.0,0.052,0.263,0.263,0.051,87.498,0.0423115,0.268,2406.4596,3.81e-05,0.55,2.01,0.016054,231.3215,,5.601,241.831,8.6571,24.0,16.0
197,c4d_191222_040224_ooi_g_v1.fits.fz f940970e6e27dc87eb1c48874783e957,58839.1698820444,g,267,24.0092762462035,-82.3863152934388,DELVE field: 15549-02-g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f940970e6e27dc87eb1c48874783e957,,Hill (C/2010 G2),2008-Aug-08 09:28:55.645,2454686.895088484,10.8,,6.25,,238.69257632,-11.352540863,238.815508431,-11.379150647,-4.24994,1.584538,,,,,346613.054,-98490.95,98.378,,999,,22.034,,99.75912,,369841.6,*,,,,,,284.05,0.0,,,244.654955,8.539618,10.08825679161,-11.5027492,9.81628502266185,17.0782041,81.6395531,12.9023205,19.2904053,102.7338,/T,5.6252,22.7,45.7776,71.7635,104.07,167.515,5.36814,Lib,65.18307,239.0938692,8.7778011,,,358.249556,31.211576,,0.0,0.052,0.263,0.263,0.051,87.46,0.042157,0.268,2403.4504,3.81e-05,0.56,2.02,0.016034,231.3407,,5.6264,241.813,8.6688,24.0,16.0
198,c4d_191222_040224_opi_g_v1.fits.fz bc490f3beeec17b7cde559787f9d7e89,58839.1698820444,g,267,24.0092762462035,-82.3863152934388,DELVE field: 15549-02-g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/bc490f3beeec17b7cde559787f9d7e89,,Hill (C/2010 G2),2008-Aug-09 09:28:55.645,2454687.895088484,10.8,,6.25,,238.664529227,-11.342163895,238.787397394,-11.368771807,-4.00245,1.522749,,,,,343716.851,-97415.14,98.666,,999,,22.034,,99.75708,,366327.0,*,,,,,,283.9,0.0,,,244.650317,8.558243,10.08161288163,-11.5058522,9.82617894383649,17.180825,81.72183833,12.9068329,19.1583473,101.7575,/T,5.649,15.2,55.3658,72.716,103.923,167.472,5.39509,Lib,65.183047,239.0644073,8.7821982,,,358.23716,31.239092,,0.0,0.052,0.262,0.262,0.051,87.424,0.0420028,0.267,2400.4314,3.81e-05,0.56,2.02,0.016014,231.36,,5.6501,241.796,8.6804,24.0,16.0
