,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,targetname,datetime_str,datetime_jd,M1,M2,k1,k2,phasecoeff,solar_presence,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,Limiting,Saturation
0,rings.v3.skycell.0761.021.wrp.z.55224_65322,55224.6537898111,z,30,207.875648945192,-26.7753839560646,0761.021,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-11 03:43:02.453,2455297.654889502,6.4,10.7,10.0,5.0,0.03,,,205.202337662,-20.813489681,205.352886833,-20.869028092,-14.05,20.21129,,,,,-620601.71,-104840.33,203.338,,999,,17.647,18.137,99.9599,,598300.9,*,,,,,,155.05,0.0,,,209.245201,-8.059074,5.966412448856,2.1147798,4.9884688691034,-3.5681284,41.4878305,17.170466,24.9943167,166.1947,/L,2.2987,131.9,10.8937,11.4008,335.253,231.865,2.27044,Vir,66.185654,211.07061,-9.6535444,,,318.193725,40.588035,,0.0,0.271,0.24,0.301,0.203,35.621,0.1913668,0.362,6093.7439,5.73e-05,1.04,3.8,0.040653,14.2716,,2.2948,210.0786,-8.8583,20.9,14.5
1,rings.v3.skycell.0761.031.wrp.z.55224_65322,55224.6537898111,z,30,207.875648945192,-26.7753839560646,0761.031,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-12 03:43:02.453,2455298.654889502,6.4,10.7,10.0,5.0,0.03,,,205.102076279,-20.678255436,205.252530939,-20.733861711,-14.0958,20.34367,,,,,-623645.51,-105674.42,200.353,,999,,17.647,18.133,99.96456,,601327.7,*,,,,,,158.27,0.0,,,209.294307,-7.978059,5.967637811678,2.1284972,4.98656827980559,-3.0130585,41.47202378,17.1686848,25.0462288,167.0355,/L,2.1611,144.0,5.6775,10.7033,338.492,231.921,2.10612,Vir,66.185651,210.932015,-9.5619071,,,318.118595,40.742383,,0.0,0.27,0.24,0.3,0.201,36.114,0.1897968,0.361,6095.8816,5.74e-05,1.04,3.79,0.040667,14.3661,,2.1574,210.034,-8.7718,20.9,14.5
2,rings.v3.skycell.0929.016.wrp.r.55306_42867,55306.4292808334,r,36,204.272435543952,-19.5305823756619,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-13 03:43:02.453,2455299.654889502,6.4,10.7,10.0,5.0,0.03,,,205.001618278,-20.542161366,205.151978052,-20.597832137,-14.1304,20.46931,,,,,-626666.14,-106496.77,196.949,,999,,17.647,18.129,99.96872,,604196.1,*,,,,,,161.91,0.0,,,209.343374,-7.897072,5.968871091427,2.1422031,4.98498898693478,-2.4555537,41.4588892,17.1668926,25.1003798,167.8322,/L,2.0302,156.3,2.0803,10.0443,342.154,231.976,1.94096,Vir,66.185647,210.7928637,-9.4695966,,,318.042925,40.897547,,0.0,0.268,0.24,0.299,0.2,36.564,0.1883118,0.36,6097.9998,5.74e-05,1.04,3.79,0.040681,14.4607,,2.0268,209.9892,-8.685,21.5,14.5
3,rings.v3.skycell.0929.017.wrp.r.55306_42867,55306.4292808334,r,36,204.272435543952,-19.5305823756619,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-14 03:43:02.453,2455300.654889502,6.4,10.7,10.0,5.0,0.03,,,204.901043657,-20.405252987,205.051313071,-20.460986736,-14.1538,20.58805,,,,,-629663.82,-107307.2,193.069,,999,,17.648,18.125,99.97238,,606872.5,*,,,,,,166.04,0.0,,,209.392401,-7.816113,5.970112281388,2.1558974,4.98373229984702,-1.8959537,41.44843765,17.1650895,25.1566885,168.5757,/L,1.9076,168.4,0.329,9.4317,346.297,232.032,1.77502,Vir,66.185643,210.6532484,-9.376628,,,317.966789,41.053465,,0.0,0.267,0.24,0.299,0.199,36.969,0.1869175,0.359,6100.0977,5.75e-05,1.04,3.79,0.040695,14.5551,,1.9045,209.9441,-8.5978,21.5,14.5
4,rings.v3.skycell.0929.016.wrp.r.55306_42981,55306.4304220334,r,36,204.272322279852,-19.5304212445616,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-15 03:43:02.453,2455301.654889502,6.4,10.7,10.0,5.0,0.03,,,204.800432694,-20.267576825,204.950620624,-20.323374199,-14.1659,20.69974,,,,,-632638.83,-108105.53,188.657,,999,,17.648,18.122,99.97553,,609316.5,*,,,,,,170.7,0.0,,,209.441389,-7.735182,5.97136137481,2.16958,4.98279932481064,-1.334622,41.44067833,17.1632754,25.2150789,169.2546,/L,1.7953,175.1,0.6032,8.875,350.976,232.087,1.6084,Vir,66.185638,210.5132618,-9.2830173,,,317.890261,41.210072,,0.0,0.266,0.24,0.298,0.198,37.329,0.1856192,0.358,6102.1743,5.76e-05,1.04,3.79,0.040709,14.6496,,1.7925,209.8988,-8.5104,21.5,14.5
5,rings.v3.skycell.0929.017.wrp.r.55306_42981,55306.4304220334,r,36,204.272322279852,-19.5304212445616,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-16 03:43:02.453,2455302.654889502,6.4,10.7,10.0,5.0,0.03,,,204.699865735,-20.129180326,204.849983915,-20.185044056,-14.1667,20.80425,,,,,-635591.43,-108891.6,183.672,,999,,17.649,18.119,99.97817,,611481.1,*,,,,,,175.94,0.0,,,209.490337,-7.65428,5.972618364912,2.1832509,4.98219095151355,-0.7719444,41.43561865,17.1614504,25.275485,169.8558,/L,1.6955,164.2,3.0084,8.3852,356.233,232.142,1.44118,Vir,66.185633,210.3729963,-9.188781,,,317.813415,41.367304,,0.0,0.265,0.24,0.298,0.197,37.646,0.1844221,0.357,6104.2291,5.77e-05,1.04,3.79,0.040723,14.744,,1.6931,209.8534,-8.4227,21.5,14.5
6,rings.v3.skycell.0929.016.wrp.r.55306_43149,55306.4321037334,r,36,204.272155371127,-19.5301837978645,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-17 03:43:02.453,2455303.654889502,6.4,10.7,10.0,5.0,0.03,,,204.599422929,-19.990111739,204.74948359,-20.046046091,-14.1562,20.90149,,,,,636119.168,-109665.23,178.095,,999,,17.65,18.117,99.98029,,613313.7,*,,,,,,181.78,0.0,,,209.539245,-7.573406,5.973883244882,2.19691,4.98190784186615,-0.2083228,41.4332641,17.1596145,25.3378552,170.3649,/T,1.6107,151.2,7.5523,7.9745,2.085,232.196,1.27344,Vir,66.185627,210.2325419,-9.0939364,,,317.736327,41.525094,,0.0,0.264,0.24,0.298,0.196,37.919,0.1833306,0.356,6106.2614,5.78e-05,1.04,3.78,0.040737,14.8384,,1.6088,209.8078,-8.3348,21.5,14.5
7,rings.v3.skycell.0929.016.wrp.r.55306_43787,55306.4384806334,r,36,204.271522463802,-19.5292834150121,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-18 03:43:02.453,2455304.654889502,6.4,10.7,10.0,5.0,0.03,,,204.49918392,-19.850419979,204.64919698,-19.906429753,-14.1344,20.99134,,,,,631750.951,-110426.25,171.955,,999,,17.65,18.115,99.98189,,614759.5,*,,,,,,188.19,0.0,,,209.588114,-7.492561,5.975156007872,2.2105573,4.98195042303704,0.3558336,41.43361823,17.1577677,25.4021568,170.7665,/T,1.5435,137.9,14.1287,7.6555,8.504,232.249,1.10527,Vir,66.185621,210.0919861,-8.9985012,,,317.659076,41.683379,,0.0,0.263,0.239,0.297,0.195,38.148,0.1823489,0.356,6108.2708,5.79e-05,1.04,3.78,0.04075,14.9327,,1.5423,209.7621,-8.2466,21.5,14.5
8,rings.v3.skycell.0929.017.wrp.r.55306_43787,55306.4384806334,r,36,204.271522463802,-19.5292834150121,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-19 03:43:02.453,2455305.654889502,6.4,10.7,10.0,5.0,0.03,,,204.399227512,-19.710154471,204.549197909,-19.766243705,-14.1014,21.07376,,,,,627369.294,-111174.49,165.339,,999,,17.652,18.114,99.98296,,615766.6,*,,,,,,195.08,0.0,,,209.636945,-7.411746,5.976436647006,2.2241928,4.98231888624552,0.9201189,41.43668265,17.1559101,25.4683775,171.0463,/T,1.4965,124.3,22.512,7.4399,15.401,232.302,0.93675,Vir,66.185615,209.951413,-8.902494,,,317.581738,41.842093,,0.0,0.262,0.239,0.297,0.195,38.334,0.1814803,0.355,6110.2568,5.79e-05,1.04,3.78,0.040763,15.027,,1.4959,209.7164,-8.1582,21.5,14.5
9,rings.v3.skycell.0929.016.wrp.r.55306_43956,55306.4401727333,r,36,204.271354522887,-19.5290444999062,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-20 03:43:02.453,2455306.654889502,6.4,10.7,10.0,5.0,0.03,,,204.299631332,-19.569364988,204.44955725,-19.625535683,-14.0575,21.14871,,,,,622975.459,-111909.76,158.399,,999,,17.653,18.114,99.98351,,616293.4,*,,,,,,202.31,0.0,,,209.685736,-7.33096,5.977725155372,2.2378163,4.98301319216573,1.4841426,41.44245701,17.1540417,25.5365273,171.1926,/T,1.4716,110.5,32.3612,7.3367,22.623,232.355,0.76796,Vir,66.185608,209.8109036,-8.8059336,,,317.504391,42.001169,,0.0,0.262,0.239,0.297,0.194,38.478,0.1807279,0.354,6112.2194,5.8e-05,1.04,3.78,0.040776,15.1212,,1.4717,209.6706,-8.0695,21.5,14.5
10,rings.v3.skycell.0929.016.wrp.g.55306_44619,55306.4468905259,g,52,204.270687781972,-19.5280959849127,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-21 03:43:02.453,2455307.654889502,6.4,10.7,10.0,5.0,0.03,,,204.200471504,-19.428101479,204.350344048,-19.484352658,-14.0027,21.21616,,,,,618570.701,-112631.9,151.344,,999,,17.654,18.115,99.98353,,616316.7,*,,,,,,209.67,0.0,,,209.734488,-7.250204,5.979021526026,2.2514277,4.98403308316477,2.0475411,41.45093919,17.1521624,25.6066376,171.1991,/T,1.4699,96.5,43.2306,7.3503,29.963,232.407,0.59899,Vir,66.1856,209.6705371,-8.7088396,,,317.427113,42.160544,,0.0,0.261,0.239,0.296,0.193,38.58,0.180094,0.354,6114.1584,5.81e-05,1.04,3.77,0.040789,15.2154,,1.4707,209.625,-7.9805,21.5,14.5
11,rings.v3.skycell.0929.017.wrp.g.55306_44619,55306.4468905259,g,52,204.270687781972,-19.5280959849127,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-22 03:43:02.453,2455308.654889502,6.4,10.7,10.0,5.0,0.03,,,204.101822375,-19.28641391,204.25162702,-19.342741318,-13.9374,21.27613,,,,,614156.26,-113340.72,144.401,,999,,17.656,18.117,99.98302,,615835.9,*,,,,,,216.92,0.0,,,209.783201,-7.169478,5.980325751994,2.2650272,4.98537810220317,2.6099893,41.46212537,17.1502724,25.6787595,171.0655,/T,1.4916,82.3,54.5854,7.4801,37.191,232.458,0.42992,Vir,66.185592,209.5303921,-8.611232,,,317.349979,42.320154,,0.0,0.261,0.239,0.296,0.193,38.64,0.1795801,0.353,6116.0739,5.82e-05,1.04,3.77,0.040802,15.3096,,1.4931,209.5794,-7.8914,21.5,14.5
12,rings.v3.skycell.0929.016.wrp.g.55306_44693,55306.447637726,g,52,204.270613622362,-19.5279904844095,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-23 03:43:02.453,2455309.654889502,6.4,10.7,10.0,5.0,0.03,,,204.003756282,-19.144352124,204.153475953,-19.20074874,-13.8618,21.32864,,,,,609733.35,-114036.07,137.781,,999,,17.657,18.119,99.982,,614874.0,*,,,,,,223.86,0.0,,,209.831876,-7.088782,5.981637826266,2.2786145,4.98704761800294,3.1712106,41.47601031,17.1483716,25.7529607,170.7983,/T,1.5355,68.0,65.8231,7.7198,44.099,232.509,0.26083,Vir,66.185583,209.3905483,-8.5131312,,,317.273067,42.479935,,0.0,0.261,0.238,0.296,0.193,38.659,0.1791872,0.353,6117.966,5.83e-05,1.04,3.77,0.040815,15.4037,,1.5376,209.5339,-7.8021,21.5,14.5
13,rings.v3.skycell.0929.017.wrp.g.55306_44693,55306.447637726,g,52,204.270613622362,-19.5279904844095,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-24 03:43:02.453,2455310.654889502,6.4,10.7,10.0,5.0,0.03,,,203.906343416,-19.00196572,204.055962595,-19.058423078,-13.7762,21.37375,,,,,605303.159,-114717.81,131.64,,999,,17.659,18.123,99.98045,,613471.9,*,,,,,,230.32,0.0,,,209.880511,-7.008117,5.982957741799,2.2921896,4.98904085569557,3.7309854,41.49258756,17.14646,25.8293197,170.4089,/T,1.5998,53.5,76.3062,8.0597,50.53,232.559,0.09181,Vir,66.185573,209.2510879,-8.4145581,,,317.196451,42.639824,,0.0,0.26,0.238,0.296,0.193,38.637,0.1789157,0.353,6119.8351,5.84e-05,1.04,3.76,0.040827,15.4978,,1.6025,209.4887,-7.7125,21.5,14.5
14,rings.v3.skycell.0929.016.wrp.g.55306_45454,55306.4552388259,g,52,204.269859213196,-19.5269172513314,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-25 03:43:02.453,2455311.654889502,6.4,10.7,10.0,5.0,0.03,,,203.809651786,-18.859303975,203.95916056,-18.915814006,-13.6808,21.41149,,,,,600866.842,-115385.79,126.069,,999,,17.661,18.127,99.97838,,611681.8,*,,,,,,236.22,0.0,,,209.929109,-6.927483,5.984285491519,2.3057524,4.9913569312021,4.2891553,41.51184978,17.1445378,25.907917,169.9116,/T,1.6819,39.0,85.4087,8.4874,56.394,232.608,-0.07708,Vir,66.185564,209.1120952,-8.3155336,,,317.120205,42.799762,,0.0,0.26,0.238,0.295,0.193,38.574,0.178765,0.353,6121.6816,5.85e-05,1.04,3.76,0.040839,15.5918,,1.6851,209.4436,-7.6228,21.5,14.5
15,rings.v3.skycell.0929.017.wrp.g.55306_45454,55306.4552388259,g,52,204.269859213196,-19.5269172513314,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-26 03:43:02.453,2455312.654889502,6.4,10.7,10.0,5.0,0.03,,,203.713747325,-18.716415814,203.863144024,-18.772972678,-13.576,21.44192,,,,,596425.522,-116039.91,121.099,,999,,17.663,18.131,99.9758,,609558.8,*,,,,,,241.51,0.0,,,209.977668,-6.84688,5.985621068317,2.319303,4.99399488600363,4.8456196,41.53378898,17.1426048,25.9888232,169.3219,/T,1.7793,24.5,92.5784,8.9904,61.66,232.657,-0.24575,Vir,66.185553,208.9736562,-8.2160792,,,317.044401,42.959686,,0.0,0.26,0.238,0.295,0.193,38.47,0.1787341,0.353,6123.5059,5.86e-05,1.03,3.76,0.040852,15.6858,,1.7829,209.3988,-7.5328,21.5,14.5
16,rings.v3.skycell.0929.016.wrp.g.55306_45530,55306.4559991259,g,52,204.269783753421,-19.5268099011957,0929.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-27 03:43:02.453,2455313.654889502,6.4,10.7,10.0,5.0,0.03,,,203.618694124,-18.57334984,203.767985512,-18.629951116,-13.4619,21.46508,,,,,591980.289,-116680.06,116.716,,999,,17.666,18.136,99.97271,,607155.8,*,,,,,,246.22,0.0,,,210.026189,-6.766308,5.986964465049,2.3328412,4.99695371732376,5.4003228,41.55839683,17.1406612,26.0720862,168.6544,/T,1.8894,10.4,97.403,9.5566,66.344,232.704,-0.41413,Vir,66.185542,208.8358559,-8.1162166,,,316.969113,43.119539,,0.0,0.261,0.237,0.295,0.193,38.326,0.1788212,0.353,6125.3088,5.87e-05,1.03,3.76,0.040864,15.7797,,1.8933,209.3543,-7.4427,21.5,14.5
17,rings.v3.skycell.0929.017.wrp.g.55306_45530,55306.4559991259,g,52,204.269783753421,-19.5268099011957,0929.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-28 03:43:02.453,2455314.654889502,6.4,10.7,10.0,5.0,0.03,,,203.524554775,-18.430154409,203.673753619,-18.486801187,-13.3387,21.481,,,,,587532.218,-117306.14,112.877,,999,,17.668,18.142,99.96911,,604520.2,*,,,,,,250.38,0.0,,,210.074671,-6.685768,5.98831567454,2.346367,5.00023239822263,5.9532326,41.58566478,17.1387068,26.1577201,167.9223,/T,2.0099,5.432,99.6619,10.1755,70.488,232.751,-0.58213,Vir,66.185531,208.6987764,-8.0159674,,,316.894411,43.279262,,0.0,0.261,0.237,0.295,0.193,38.142,0.1790238,0.353,6127.091,5.88e-05,1.03,3.76,0.040876,15.8736,,2.0141,209.3101,-7.3525,21.5,14.5
18,rings.v3.skycell.1104.017.wrp.y.55371_31291,55371.3134780111,y,30,201.175553381364,-11.3896104687494,1104.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-29 03:43:02.453,2455315.654889502,6.4,10.7,10.0,5.0,0.03,,,203.431390772,-18.286877732,203.580511751,-18.343573619,-13.2065,21.4897,,,,,583082.37,-117918.04,109.529,,999,,17.671,18.148,99.96502,,601692.9,*,,,,,,254.06,0.0,,,210.123116,-6.60526,5.989674689579,2.3598803,5.00382988367509,6.5043143,41.61558416,17.1367419,26.2457002,167.1369,/T,2.1389,18.7,99.3457,10.8378,74.145,232.797,-0.7497,Vir,66.185519,208.5624947,-7.9153536,,,316.820369,43.438796,,0.0,0.261,0.237,0.295,0.194,37.918,0.1793391,0.353,6128.8533,5.89e-05,1.03,3.75,0.040887,15.9675,,2.1433,209.2663,-7.2621,19.7,14.5
19,rings.v3.skycell.1104.017.wrp.y.55371_32897,55371.3295449111,y,30,201.175959740043,-11.3882023834853,1104.017,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Apr-30 03:43:02.453,2455316.654889502,6.4,10.7,10.0,5.0,0.03,,,203.339262857,-18.143567988,203.48831838,-18.200317485,-13.0653,21.49117,,,,,578631.808,-118515.65,106.613,,999,,17.673,18.154,99.96044,,598707.9,*,,,,,,257.3,0.0,,,210.171522,-6.524783,5.991041502924,2.3733811,5.00774510219544,7.0535078,41.64814604,17.1347663,26.3359649,166.3078,/T,2.2747,32.3,96.6355,11.5361,77.373,232.843,-0.91674,Vir,66.185507,208.4270831,-7.8143973,,,316.747057,43.598084,,0.0,0.262,0.237,0.295,0.194,37.653,0.1797633,0.353,6130.5966,5.9e-05,1.03,3.75,0.040899,16.0613,,2.2792,209.2228,-7.1715,19.7,14.5
20,rings.v3.skycell.1290.080.wrp.z.55635_63861,55635.6391858111,z,30,233.784239524066,-0.623012249215868,1290.080,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-08 03:43:02.453,2455416.654889502,6.4,10.7,10.0,5.0,0.03,,,204.493022134,-8.829995138,204.635585951,-8.884875429,17.36822,4.531833,,,,,230461.586,-90247.45,105.843,,999,,18.34,18.958,99.39531,,253999.8,*,,,,,,290.77,0.0,,,214.838156,1.321733,6.165732851024,3.6514865,6.42876820428946,29.9046728,53.4664348,16.8875942,37.8776623,70.5555,/T,8.9217,98.2,5.7249,100.6742,110.779,233.029,-7.61613,Vir,66.183112,206.0658204,1.266918,,,321.952698,52.315857,,0.0,0.318,0.179,0.318,0.179,2.44,0.1788324,0.365,6521.3989,8.24e-05,1.8,6.54,0.043506,25.1944,,8.9198,210.3755,1.2972,20.9,14.5
21,rings.v3.skycell.1290.080.wrp.z.55635_65142,55635.6519955111,z,30,233.784037237554,-0.621543403616111,1290.080,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-09 03:43:02.453,2455417.654889502,6.4,10.7,10.0,5.0,0.03,,,204.611019689,-8.80032644,204.753570161,-8.855150674,17.612,4.385373,,,,,227902.259,-89112.6,106.025,,999,,18.348,18.963,99.40248,,250903.1,*,,,,,,290.7,0.0,,,214.883248,1.397835,6.167845013457,3.6634747,6.44600122639095,29.7711411,53.60975748,16.8846691,37.9713936,69.6953,/T,8.8687,83.5,1.47,101.5875,110.711,232.999,-7.56769,Vir,66.183088,206.163791,1.3367787,,,322.14916,52.309864,,0.0,0.317,0.179,0.317,0.178,2.653,0.1773917,0.364,6529.488,8.28e-05,1.81,6.59,0.04356,25.2829,,8.8667,210.4471,1.3703,20.9,14.5
22,rings.v3.skycell.1290.080.wrp.y.55636_58337,55636.5839463111,y,30,233.767908977585,-0.514387738727556,1290.080,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-10 03:43:02.453,2455418.654889502,6.4,10.7,10.0,5.0,0.03,,,204.730641643,-8.77162642,204.873162468,-8.826388537,17.8527,4.241481,,,,,225347.699,-87965.92,106.2,,999,,18.355,18.968,99.40985,,247812.2,*,,,,,,290.63,0.0,,,214.928313,1.473884,6.169964095062,3.675446,6.46315520012925,29.6309452,53.75242273,16.881736,38.0634368,68.8367,/T,8.8138,68.6,0.073,102.5011,110.641,232.968,-7.51744,Vir,66.183065,206.263628,1.4062847,,,322.34761,52.302098,,0.0,0.315,0.178,0.316,0.177,2.874,0.1759482,0.362,6537.6598,8.32e-05,1.82,6.63,0.043615,25.3714,,8.8117,210.5195,1.4433,19.7,14.5
23,rings.v3.skycell.1290.080.wrp.y.55636_59641,55636.5969888111,y,30,233.767671495398,-0.51288567747727,1290.080,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-11 03:43:02.453,2455419.654889502,6.4,10.7,10.0,5.0,0.03,,,204.851866662,-8.743877711,204.994340828,-8.798569211,18.09012,4.100229,,,,,222797.559,-86807.66,106.369,,999,,18.362,18.973,99.41744,,244727.3,*,,,,,,290.56,0.0,,,214.973349,1.549879,6.172090086148,3.6874005,6.48022629985854,29.4841809,53.89439873,16.8787948,38.1536824,67.9798,/T,8.757,53.6,1.7427,103.4148,110.567,232.936,-7.46539,Vir,66.183042,206.3653043,1.4754428,,,322.547998,52.292573,,0.0,0.314,0.177,0.314,0.177,3.1,0.1745028,0.361,6545.9131,8.36e-05,1.84,6.68,0.04367,25.4598,,8.7548,210.5929,1.516,19.7,14.5
24,rings.v3.skycell.1469.046.wrp.g.55693_47855,55693.4791961426,g,43,229.8055292724,5.82362418552459,1469.046,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-12 03:43:02.453,2455420.654889502,6.4,10.7,10.0,5.0,0.03,,,204.974672263,-8.717062515,205.117087994,-8.771674984,18.32412,3.961673,,,,,220251.501,-85638.1,106.532,,999,,18.369,18.977,99.42522,,241648.3,*,,,,,,290.48,0.0,,,215.018357,1.625821,6.174222977004,3.699338,6.49721078147942,29.3310331,54.03565436,16.8758456,38.2420899,67.1245,/T,8.6983,38.8,6.3615,104.3288,110.491,232.904,-7.41157,Vir,66.18302,206.4687981,1.5442594,,,322.750275,52.2813,,0.0,0.313,0.177,0.313,0.176,3.334,0.1730563,0.359,6554.247,8.4e-05,1.85,6.72,0.043725,25.5482,,8.696,210.6672,1.5886,21.5,14.5
25,rings.v3.skycell.1469.047.wrp.i.55694_32589,55694.3265491167,i,45,229.723765222665,5.89960085067535,1469.047,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-13 03:43:02.453,2455421.654889502,6.4,10.7,10.0,5.0,0.03,,,205.099035034,-8.691162748,205.241389638,-8.745690318,18.55458,3.825845,,,,,217709.183,-84457.51,106.688,,999,,18.377,18.982,99.43319,,238575.1,*,,,,,,290.41,0.0,,,215.063338,1.70171,6.176362757907,3.7112586,6.51410502888527,29.171755,54.17615953,16.8728885,38.3286921,66.2709,/T,8.6378,24.4,13.508,105.243,110.412,232.872,-7.35601,Vir,66.182998,206.574091,1.6127411,,,322.954386,52.268293,,0.0,0.312,0.176,0.312,0.175,3.573,0.1716093,0.358,6562.6604,8.44e-05,1.86,6.76,0.043781,25.6365,,8.6354,210.7423,1.6609,21.5,14.5
26,rings.v3.skycell.1469.047.wrp.r.55694_35001,55694.3506441815,r,40,229.721442056834,5.9017419649058,1469.047,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-14 03:43:02.453,2455422.654889502,6.4,10.7,10.0,5.0,0.03,,,205.224930991,-8.666160204,205.367230985,-8.720600859,18.78144,3.692752,,,,,215170.259,-83266.15,106.838,,999,,18.384,18.986,99.44133,,235507.7,*,,,,,,290.32,0.0,,,215.108291,1.777545,6.178509419113,3.7231622,6.53090558329335,29.0066317,54.31588548,16.8699234,38.413581,65.4188,/T,8.5754,11.3,22.5572,106.1573,110.33,232.839,-7.29874,Vir,66.182976,206.6811645,1.6808942,,,323.16028,52.253566,,0.0,0.31,0.175,0.311,0.174,3.82,0.1701626,0.356,6571.1521,8.48e-05,1.87,6.81,0.043838,25.7248,,8.573,210.8184,1.733,21.5,14.5
27,rings.v3.skycell.1469.047.wrp.r.55694_36087,55694.3614951815,r,40,229.720395839583,5.90270619682304,1469.047,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-15 03:43:02.453,2455423.654889502,6.4,10.7,10.0,5.0,0.03,,,205.352335975,-8.642036716,205.494594093,-8.696392104,19.0047,3.562376,,,,,212634.369,-82064.29,106.981,,999,,18.391,18.991,99.44965,,232446.1,*,,,,,,290.24,0.0,,,215.153216,1.853326,6.180662950864,3.7350488,6.54760915081474,28.8359438,54.45480482,16.8669503,38.4968829,64.5684,/T,8.5113,8.342,32.8083,107.0719,110.245,232.806,-7.23978,Vir,66.182954,206.7899972,1.7487251,,,323.367902,52.237132,,0.0,0.309,0.175,0.309,0.174,4.072,0.1687169,0.355,6579.721,8.52e-05,1.88,6.85,0.043895,25.813,,8.5089,210.8953,1.8049,21.5,14.5
28,rings.v3.skycell.1557.016.wrp.y.55757_35338,55757.3539555111,y,30,225.872086037241,8.68862725418638,1557.016,Pan-STARRS1,,,McNaught (C/2009 F2),2010-Aug-16 03:43:02.453,2455424.654889502,6.4,10.7,10.0,5.0,0.03,,,205.481225993,-8.61877428,205.623456967,-8.673048481,19.22441,3.434686,,,,,210101.152,-80852.22,107.117,,999,,18.398,18.995,99.45812,,229390.1,*,,,,,,290.15,0.0,,,215.198114,1.929054,6.182823343382,3.7469184,6.56421259173448,28.6599415,54.59289142,16.8639694,38.5787332,63.7195,/T,8.4455,19.7,43.5923,107.9866,110.157,232.772,-7.17916,Vir,66.182932,206.9005634,1.81624,,,323.5772,52.219006,,0.0,0.307,0.174,0.308,0.173,4.332,0.1672728,0.353,6588.366,8.56e-05,1.9,6.89,0.043953,25.9011,,8.443,210.973,1.8767,19.7,14.5
