,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV,Tmag,Limiting,Saturation
219,c4d_160526_055323_ori.fits.fz eb70b7fbe5fbbd95050aab5559460711,57534.2442451895,r,100,249.54332093665,0.545883026295721,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/eb70b7fbe5fbbd95050aab5559460711,,2457534.744245,+16:38:10.6950,+00:32:43.883,13.79218367887072,14.73288033040505,24.60776862910209,1.511816420952714,157.43864662638114,-0.1348783807606147,0.0119212596179189,6.876385044290411,22.75553536838903,23.7,16.0
220,c4d_160526_055323_oki_r_v1.fits.fz a57567da71ec0803b687263a7d32c6e3,57534.2442451895,r,100,249.54332093665,0.545883026295721,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a57567da71ec0803b687263a7d32c6e3,,2457534.744245,+16:38:10.6950,+00:32:43.883,13.79218367887072,14.73288033040505,24.60776862910209,1.511816420952714,157.43864662638114,-0.1348783807606147,0.0119212596179189,6.876385044290411,22.75553536838903,23.7,16.0
221,c4d_160526_055323_ooi_r_v1.fits.fz deadd5610e033394556aaf9d9d1ca78b,57534.2442451895,r,100,249.54332093665,0.545883026295721,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/deadd5610e033394556aaf9d9d1ca78b,,2457534.744245,+16:38:10.6950,+00:32:43.883,13.79218367887072,14.73288033040505,24.60776862910209,1.511816420952714,157.43864662638114,-0.1348783807606147,0.0119212596179189,6.876385044290411,22.75553536838903,23.7,16.0
222,c4d_160526_055323_opi_r_v1.fits.fz 263f92adf09ece3096f25ba96d495010,57534.2442451895,r,100,249.54332093665,0.545883026295721,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/263f92adf09ece3096f25ba96d495010,,2457534.744245,+16:38:10.6950,+00:32:43.883,13.79218367887072,14.73288033040505,24.60776862910209,1.511816420952714,157.43864662638114,-0.1348783807606147,0.0119212596179189,6.876385044290411,22.75553536838903,23.7,16.0
223,c4d_160526_055323_ooi_r_ls10.fits.fz 50f310370d49b579b7fb4b2a9d28a6a1,57534.2442451895,r,100,249.54332093665,0.545883026295721,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/50f310370d49b579b7fb4b2a9d28a6a1,,2457534.744245,+16:38:10.6950,+00:32:43.883,13.79218367887072,14.73288033040505,24.60776862910209,1.511816420952714,157.43864662638114,-0.1348783807606147,0.0119212596179189,6.876385044290411,22.75553536838903,23.7,16.0
224,c4d_160526_055533_ori.fits.fz a4351825bf8ae60961617d4f5ccbe06a,57534.2457426266,i,100,249.54324013744,0.545889972740049,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a4351825bf8ae60961617d4f5ccbe06a,,2457534.745743,+16:38:10.6756,+00:32:43.908,13.792189628237113,14.732887620101211,24.607771576889604,1.5118051853275456,157.43881810038698,-0.1348787394330855,0.0119195966567456,6.877101304400257,22.75553836326323,23.7,16.0
225,c4d_160526_055533_oki_i_v1.fits.fz cb969073c9890274dc5189f2a49f9eeb,57534.2457426266,i,100,249.54324013744,0.545889972740049,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/cb969073c9890274dc5189f2a49f9eeb,,2457534.745743,+16:38:10.6756,+00:32:43.908,13.792189628237113,14.732887620101211,24.607771576889604,1.5118051853275456,157.43881810038698,-0.1348787394330855,0.0119195966567456,6.877101304400257,22.75553836326323,23.7,16.0
226,c4d_160526_055533_ooi_i_v1.fits.fz 201a72f05c87528959d4e083cd39bc24,57534.2457426266,i,100,249.54324013744,0.545889972740049,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/201a72f05c87528959d4e083cd39bc24,,2457534.745743,+16:38:10.6756,+00:32:43.908,13.792189628237113,14.732887620101211,24.607771576889604,1.5118051853275456,157.43881810038698,-0.1348787394330855,0.0119195966567456,6.877101304400257,22.75553836326323,23.7,16.0
227,c4d_160526_055533_opi_i_v1.fits.fz a6234857fa2b4c24fcab3e953a818bdb,57534.2457426266,i,100,249.54324013744,0.545889972740049,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a6234857fa2b4c24fcab3e953a818bdb,,2457534.745743,+16:38:10.6756,+00:32:43.908,13.792189628237113,14.732887620101211,24.607771576889604,1.5118051853275456,157.43881810038698,-0.1348787394330855,0.0119195966567456,6.877101304400257,22.75553836326323,23.7,16.0
228,c4d_160526_055533_ooi_i_ls10.fits.fz 064864b6f4ba0c69a93079a63334ff05,57534.2457426266,i,100,249.54324013744,0.545889972740049,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/064864b6f4ba0c69a93079a63334ff05,,2457534.745743,+16:38:10.6756,+00:32:43.908,13.792189628237113,14.732887620101211,24.607771576889604,1.5118051853275456,157.43881810038698,-0.1348787394330855,0.0119195966567456,6.877101304400257,22.75553836326323,23.7,16.0
229,c4d_160526_055738_ori.fits.fz 410fa6ff0a295f2205a9b09620a2ad3a,57534.2472337072,z,100,249.543159681216,0.545896889697303,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/410fa6ff0a295f2205a9b09620a2ad3a,,2457534.747234,+16:38:10.6563,+00:32:43.934,13.79219555041882,14.73289487573375,24.607774511095137,1.51179400821029,157.43898867829665,-0.1348790963073329,0.0119179414481116,6.877814219079037,22.75554134542444,23.7,16.0
230,c4d_160526_055738_oki_z_v1.fits.fz 51aa49ec8d05747ad2292f7df179ecec,57534.2472337072,z,100,249.543159681216,0.545896889697303,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/51aa49ec8d05747ad2292f7df179ecec,,2457534.747234,+16:38:10.6563,+00:32:43.934,13.79219555041882,14.73289487573375,24.607774511095137,1.51179400821029,157.43898867829665,-0.1348790963073329,0.0119179414481116,6.877814219079037,22.75554134542444,23.7,16.0
231,c4d_160526_055738_ooi_z_v1.fits.fz 2b6819716401d5d42b663a0c282c85fa,57534.2472337072,z,100,249.543159681216,0.545896889697303,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/2b6819716401d5d42b663a0c282c85fa,,2457534.747234,+16:38:10.6563,+00:32:43.934,13.79219555041882,14.73289487573375,24.607774511095137,1.51179400821029,157.43898867829665,-0.1348790963073329,0.0119179414481116,6.877814219079037,22.75554134542444,23.7,16.0
232,c4d_160526_055738_opi_z_v1.fits.fz b19e67b05ccfe56daf3767a328c03602,57534.2472337072,z,100,249.543159681216,0.545896889697303,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b19e67b05ccfe56daf3767a328c03602,,2457534.747234,+16:38:10.6563,+00:32:43.934,13.79219555041882,14.73289487573375,24.607774511095137,1.51179400821029,157.43898867829665,-0.1348790963073329,0.0119179414481116,6.877814219079037,22.75554134542444,23.7,16.0
233,c4d_160526_055738_ooi_z_ls10.fits.fz 0de814190d242030fe0522c89fce91af,57534.2472337072,z,100,249.543159681216,0.545896889697303,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0de814190d242030fe0522c89fce91af,,2457534.747234,+16:38:10.6563,+00:32:43.934,13.79219555041882,14.73289487573375,24.607774511095137,1.51179400821029,157.43898867829665,-0.1348790963073329,0.0119179414481116,6.877814219079037,22.75554134542444,23.7,16.0
234,c4d_160526_055948_ori.fits.fz ec75770c220cbb8772ecb16998a88d12,57534.248710937,g,100,249.543079972358,0.545903742402184,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/ec75770c220cbb8772ecb16998a88d12,,2457534.748711,+16:38:10.6371,+00:32:43.959,13.79220141759983,14.732902063239443,24.607777417939328,1.5117829419480977,157.43915756128916,-0.1348794497105054,0.0119163017631319,6.878520441363828,22.75554429988403,24.0,16.0
235,c4d_160526_055948_oki_g_v1.fits.fz 809374162e9e309ecf1a734b1aee48e9,57534.248710937,g,100,249.543079972358,0.545903742402184,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/809374162e9e309ecf1a734b1aee48e9,,2457534.748711,+16:38:10.6371,+00:32:43.959,13.79220141759983,14.732902063239443,24.607777417939328,1.5117829419480977,157.43915756128916,-0.1348794497105054,0.0119163017631319,6.878520441363828,22.75554429988403,24.0,16.0
236,c4d_160526_055948_ooi_g_v1.fits.fz a38cab270af2986b883c52b3ffc23266,57534.248710937,g,100,249.543079972358,0.545903742402184,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a38cab270af2986b883c52b3ffc23266,,2457534.748711,+16:38:10.6371,+00:32:43.959,13.79220141759983,14.732902063239443,24.607777417939328,1.5117829419480977,157.43915756128916,-0.1348794497105054,0.0119163017631319,6.878520441363828,22.75554429988403,24.0,16.0
237,c4d_160526_055948_opi_g_v1.fits.fz 03b6f16e66f551ab997bc2851f4f14a9,57534.248710937,g,100,249.543079972358,0.545903742402184,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/03b6f16e66f551ab997bc2851f4f14a9,,2457534.748711,+16:38:10.6371,+00:32:43.959,13.79220141759983,14.732902063239443,24.607777417939328,1.5117829419480977,157.43915756128916,-0.1348794497105054,0.0119163017631319,6.878520441363828,22.75554429988403,24.0,16.0
238,c4d_160526_055948_ooi_g_ls10.fits.fz ae8adf6fd4831a4b072b28cd2cd6cd05,57534.248710937,g,100,249.543079972358,0.545903742402184,SDSS_J163800,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/ae8adf6fd4831a4b072b28cd2cd6cd05,,2457534.748711,+16:38:10.6371,+00:32:43.959,13.79220141759983,14.732902063239443,24.607777417939328,1.5117829419480977,157.43915756128916,-0.1348794497105054,0.0119163017631319,6.878520441363828,22.75554429988403,24.0,16.0
239,c4d_160803_011111_ori.fits.fz a27df456136cfd74c4919e2153bf4008,57603.0482460762,g,105,246.740659898519,-0.184102350273234,DECaLS_6374_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a27df456136cfd74c4919e2153bf4008,,2457603.548246,+16:26:58.0408,-00:11:04.089,14.652891797430442,15.06711540605238,24.91938399997428,3.572585075603929,112.29379970364045,-0.0360646146139873,-0.0596911609255742,33.0355300865081,22.93071505524365,24.0,16.0
240,c4d_160803_011111_oki_g_v1.fits.fz 0d686cd878d66721b0d2d7e42c2cf9aa,57603.0482460762,g,105,246.740659898519,-0.184102350273234,DECaLS_6374_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0d686cd878d66721b0d2d7e42c2cf9aa,,2457603.548246,+16:26:58.0408,-00:11:04.089,14.652891797430442,15.06711540605238,24.91938399997428,3.572585075603929,112.29379970364045,-0.0360646146139873,-0.0596911609255742,33.0355300865081,22.93071505524365,24.0,16.0
241,c4d_160803_011111_ooi_g_v1.fits.fz 057743902407158f7bb863d6d120f770,57603.0482460762,g,105,246.740659898519,-0.184102350273234,DECaLS_6374_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/057743902407158f7bb863d6d120f770,,2457603.548246,+16:26:58.0408,-00:11:04.089,14.652891797430442,15.06711540605238,24.91938399997428,3.572585075603929,112.29379970364045,-0.0360646146139873,-0.0596911609255742,33.0355300865081,22.93071505524365,24.0,16.0
242,c4d_160803_011111_opi_g_v1.fits.fz ba2031c7ad6c01843b027506d2926d7d,57603.0482460762,g,105,246.740659898519,-0.184102350273234,DECaLS_6374_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/ba2031c7ad6c01843b027506d2926d7d,,2457603.548246,+16:26:58.0408,-00:11:04.089,14.652891797430442,15.06711540605238,24.91938399997428,3.572585075603929,112.29379970364045,-0.0360646146139873,-0.0596911609255742,33.0355300865081,22.93071505524365,24.0,16.0
243,c4d_160803_011111_ooi_g_ls9.fits.fz bcc5743e257db5af21ec92b3452596e9,57603.0482460762,g,105,246.740659898519,-0.184102350273234,DECaLS_6374_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/bcc5743e257db5af21ec92b3452596e9,,2457603.548246,+16:26:58.0408,-00:11:04.089,14.652891797430442,15.06711540605238,24.91938399997428,3.572585075603929,112.29379970364045,-0.0360646146139873,-0.0596911609255742,33.0355300865081,22.93071505524365,24.0,16.0
251,c4d_180413_075616_ori.fits.fz e1d06a8a87f328e17615b925598599b4,58221.3312646614,i,90,260.044166373439,-4.0825735912732,BLINK field: 6569-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/e1d06a8a87f328e17615b925598599b4,,2458221.831265,+17:20:10.8979,-04:04:58.538,17.467799686603453,18.01279984500751,26.07028814592583,2.7188369949759053,121.55480850792298,-0.0494715085114346,0.033016744814283,-15.339226453237032,23.661145296333583,23.7,16.0
252,c4d_180413_075616_oki_i_v1.fits.fz d86cfa572623754bedd3f86e86fbbd17,58221.3312646614,i,90,260.044166373439,-4.0825735912732,BLINK field: 6569-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/d86cfa572623754bedd3f86e86fbbd17,,2458221.831265,+17:20:10.8979,-04:04:58.538,17.467799686603453,18.01279984500751,26.07028814592583,2.7188369949759053,121.55480850792298,-0.0494715085114346,0.033016744814283,-15.339226453237032,23.661145296333583,23.7,16.0
253,c4d_180413_075616_ooi_i_v1.fits.fz 4653909708325f044a74f5b9a80179ea,58221.3312646614,i,90,260.044166373439,-4.0825735912732,BLINK field: 6569-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/4653909708325f044a74f5b9a80179ea,,2458221.831265,+17:20:10.8979,-04:04:58.538,17.467799686603453,18.01279984500751,26.07028814592583,2.7188369949759053,121.55480850792298,-0.0494715085114346,0.033016744814283,-15.339226453237032,23.661145296333583,23.7,16.0
254,c4d_180413_075616_opi_i_v1.fits.fz 465f63802eb0450b6f7a89cf0cbd67a3,58221.3312646614,i,90,260.044166373439,-4.0825735912732,BLINK field: 6569-01-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/465f63802eb0450b6f7a89cf0cbd67a3,,2458221.831265,+17:20:10.8979,-04:04:58.538,17.467799686603453,18.01279984500751,26.07028814592583,2.7188369949759053,121.55480850792298,-0.0494715085114346,0.033016744814283,-15.339226453237032,23.661145296333583,23.7,16.0
255,c4d_180418_080934_ori.fits.fz cde4fb7340f93290df15829616ff780b,58226.3405055271,i,90,259.934424491889,-4.01778918029713,BLINK field: 6569-02-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/cde4fb7340f93290df15829616ff780b,,2458226.840506,+17:19:44.5607,-04:01:05.354,17.42547460979303,18.036211239367635,26.06257272165828,2.576037863148595,126.16361689906768,-0.0596901714473311,0.0315773573911211,-13.889789649733732,23.658136055467885,23.7,16.0
256,c4d_180418_080934_oki_i_v1.fits.fz 2052a0bca5ee968830f47b50579342cb,58226.3405055271,i,90,259.934424491889,-4.01778918029713,BLINK field: 6569-02-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/2052a0bca5ee968830f47b50579342cb,,2458226.840506,+17:19:44.5607,-04:01:05.354,17.42547460979303,18.036211239367635,26.06257272165828,2.576037863148595,126.16361689906768,-0.0596901714473311,0.0315773573911211,-13.889789649733732,23.658136055467885,23.7,16.0
257,c4d_180418_080934_ooi_i_v1.fits.fz b1f0c3c9aa489b53a9a5263ea33405ce,58226.3405055271,i,90,259.934424491889,-4.01778918029713,BLINK field: 6569-02-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b1f0c3c9aa489b53a9a5263ea33405ce,,2458226.840506,+17:19:44.5607,-04:01:05.354,17.42547460979303,18.036211239367635,26.06257272165828,2.576037863148595,126.16361689906768,-0.0596901714473311,0.0315773573911211,-13.889789649733732,23.658136055467885,23.7,16.0
258,c4d_180418_080934_opi_i_v1.fits.fz ae817101ae41e07b674bd53294a7e9b1,58226.3405055271,i,90,259.934424491889,-4.01778918029713,BLINK field: 6569-02-i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/ae817101ae41e07b674bd53294a7e9b1,,2458226.840506,+17:19:44.5607,-04:01:05.354,17.42547460979303,18.036211239367635,26.06257272165828,2.576037863148595,126.16361689906768,-0.0596901714473311,0.0315773573911211,-13.889789649733732,23.658136055467885,23.7,16.0
