,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,targetname,datetime_str,datetime_jd,M1,M2,k1,k2,phasecoeff,solar_presence,lunar_presence,RA,DEC,RA_app,DEC_app,RA_rate,DEC_rate,AZ,EL,AZ_rate,EL_rate,sat_X,sat_Y,sat_PANG,siderealtime,airmass,magextinct,Tmag,Nmag,illumination,illum_defect,sat_sep,sat_vis,ang_width,PDObsLon,PDObsLat,PDSunLon,PDSunLat,SubSol_ang,SubSol_dist,NPole_ang,NPole_dist,EclLon,EclLat,r,r_rate,delta,delta_rate,lighttime,vel_sun,vel_obs,elong,elongFlag,alpha,lunar_elong,lunar_illum,sat_alpha,sunTargetPA,velocityPA,OrbPlaneAng,constellation,TDB-UT,ObsEclLon,ObsEclLat,NPole_RA,NPole_DEC,GlxLon,GlxLat,solartime,earth_lighttime,RA_3sigma,DEC_3sigma,SMAA_3sigma,SMIA_3sigma,Theta_3sigma,Area_3sigma,RSS_3sigma,r_3sigma,r_rate_3sigma,SBand_3sigma,XBand_3sigma,DoppDelay_3sigma,true_anom,hour_angle,alpha_true,PABLon,PABLat,Limiting,Saturation
219,c4d_170421_072842_opi_z_v1.fits.fz f72547e01d848ea65890a43def96b4f2,57864.3108759816,z,30,257.055473166915,-38.6167026000393,DECaPS_27963_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f72547e01d848ea65890a43def96b4f2,,NEAT (C/2004 D1),2003-Apr-08 05:08:17.696,2452737.714093704,8.5,10.6,8.0,5.0,0.03,,,51.746279774,13.182146511,51.782416781,13.191904709,14.05934,8.350527,,,,,125822.562,22121.21,77.07,,999,,21.086,20.435,99.89717,,126626.2,*,,,,,,263.47,0.0,,,56.392897,-5.931825,8.993990557373,-9.4028533,9.79386304442653,7.5094419,81.45307519,14.0616417,33.1266264,35.174,/T,3.6798,35.8,32.8467,141.1856,83.451,208.043,-2.90523,Tau,64.185639,52.7671966,-5.4457977,,,171.02382,-34.790251,,0.0,0.373,0.473,0.562,0.218,54.223,0.3849836,0.603,7946.3605,0.0001273,1.15,4.17,0.053012,276.2003,,3.6753,54.5603,-5.6924,23.7,16.0
220,c4d_170421_072947_opi_i_v1.fits.fz 3fdd347ccc010c0ff1ec28a0d98c0c49,57864.3115466571,i,30,257.055451984747,-38.6167092695345,DECaPS_27963_i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/3fdd347ccc010c0ff1ec28a0d98c0c49,,NEAT (C/2004 D1),2003-Apr-09 05:08:17.696,2452738.714093704,8.5,10.6,8.0,5.0,0.03,,,51.843011923,13.237845899,51.879169679,13.247594906,14.19593,8.353934,,,,,122792.3,20975.577,77.342,,999,,21.085,20.432,99.9014,,123495.9,*,,,,,,263.72,0.0,,,56.420155,-5.904505,8.988560283962,-9.4021727,9.79809457826712,7.1430283,81.48826778,14.0658791,33.2891294,34.3044,/T,3.6034,47.9,42.3776,142.1316,83.695,208.118,-2.85294,Tau,64.185636,52.8726943,-5.4150892,,,171.061615,-34.685386,,0.0,0.371,0.472,0.559,0.218,54.296,0.3828397,0.6,7941.2843,0.0001273,1.15,4.18,0.052979,276.2387,,3.5988,54.6266,-5.6633,23.7,16.0
221,c4d_170428_073842_opi_g_v1.fits.fz 0401f2cf739d98663c19f004500c6ae9,57871.3174188135,g,96,256.818381793795,-38.6820944397829,DECaPS_27965_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/0401f2cf739d98663c19f004500c6ae9,,NEAT (C/2004 D1),2003-Apr-10 05:08:17.696,2452739.714093704,8.5,10.6,8.0,5.0,0.03,,,51.940691747,13.293565533,51.976870357,13.303309605,14.32958,8.356518,,,,,119762.347,19837.68,77.629,,999,,21.084,20.429,99.90559,,120372.1,*,,,,,,263.97,0.0,,,56.447444,-5.87715,8.983130398419,-9.401487,9.80211365629096,6.7737838,81.52169344,14.07012,33.4504294,33.4367,/T,3.5261,60.3,52.4592,143.0767,83.948,208.195,-2.79993,Tau,64.185633,52.979052,-5.3845241,,,171.10005,-34.579868,,0.0,0.37,0.47,0.557,0.218,54.371,0.3807159,0.598,7936.2089,0.0001273,1.15,4.18,0.052945,276.2772,,3.5215,54.6935,-5.6342,24.0,16.0
222,c4d_170430_061939_opi_i_v1.fits.fz c332ad8868120306a367304c8840993e,57873.2628641412,i,30,256.74703950005,-38.6985779940499,DECaPS_12093_i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/c332ad8868120306a367304c8840993e,,NEAT (C/2004 D1),2003-Apr-11 05:08:17.696,2452740.714093704,8.5,10.6,8.0,5.0,0.03,,,52.039299636,13.349300004,52.075493978,13.359041819,14.46029,8.358306,,,,,116732.833,18707.849,77.933,,999,,21.083,20.427,99.90973,,117254.7,*,,,,,,264.23,0.0,,,56.474763,-5.849761,8.977700903667,-9.4007961,9.8059187018507,6.4019107,81.55333904,14.0743643,33.6105639,32.5707,/T,3.4481,73.1,62.7489,144.0206,84.21,208.271,-2.74619,Tau,64.18563,53.086244,-5.3541012,,,171.139108,-34.473713,,0.0,0.368,0.469,0.555,0.217,54.448,0.3786124,0.596,7931.133,0.0001273,1.15,4.19,0.052911,276.3157,,3.4434,54.7607,-5.6052,23.7,16.0
223,c4d_170430_062034_opi_z_v1.fits.fz 4aadacd56d4bdd78150c23db4048a91e,57873.2635528369,z,30,256.747013731353,-38.698583656659,DECaPS_12093_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/4aadacd56d4bdd78150c23db4048a91e,,NEAT (C/2004 D1),2003-Apr-12 05:08:17.696,2452741.714093704,8.5,10.6,8.0,5.0,0.03,,,52.13881621,13.40504408,52.1750164,13.414783917,14.58812,8.359325,,,,,113703.877,17586.408,78.253,,999,,21.081,20.424,99.91381,,114143.8,*,,,,,,264.5,0.0,,,56.502112,-5.822338,8.972271802641,-9.4001001,9.80950825485175,6.0276091,81.58319244,14.0786122,33.7695965,31.7066,/T,3.3693,86.3,72.8167,144.9636,84.483,208.349,-2.69175,Tau,64.185626,53.1942451,-5.3238194,,,171.178771,-34.366936,,0.0,0.366,0.467,0.552,0.217,54.526,0.3765294,0.593,7926.0549,0.0001273,1.16,4.2,0.052877,276.3542,,3.3646,54.8284,-5.5762,23.7,16.0
224,c4d_170430_062134_opi_Y_v1.fits.fz 6b599c1614d59806663742d756504c57,57873.2642429097,Y,30,256.746987911128,-38.6985893305909,DECaPS_12093_Y,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/6b599c1614d59806663742d756504c57,,NEAT (C/2004 D1),2003-Apr-13 05:08:17.696,2452742.714093704,8.5,10.6,8.0,5.0,0.03,,,52.239222429,13.460792739,52.275415593,13.470527937,14.71313,8.359611,,,,,110675.585,16473.671,78.591,,999,,21.08,20.421,99.91784,,111039.6,*,,,,,,264.79,0.0,,,56.529492,-5.79488,8.966843098289,-9.3993989,9.81288096780268,5.6510664,81.61124244,14.0828637,33.9276225,30.8443,/T,3.2898,100.1,82.1328,145.9054,84.767,208.428,-2.63662,Tau,64.185622,53.3030322,-5.2936772,,,171.219022,-34.259554,,0.0,0.364,0.465,0.55,0.217,54.606,0.3744669,0.591,7920.9734,0.0001273,1.16,4.21,0.052843,276.3928,,3.285,54.8966,-5.5473,22.0,16.0
225,c4d_190501_080535_opi_r_v1.fits.fz 85d61c2b32cc879ac0bbfc4d9e1b3bb0,58604.3373857375,r,30,259.628420475417,-41.2389608216285,DECaPS_43793_r,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/85d61c2b32cc879ac0bbfc4d9e1b3bb0,,NEAT (C/2004 D1),2003-Apr-14 05:08:17.696,2452743.714093704,8.5,10.6,8.0,5.0,0.03,,,52.340499732,13.51654121,52.376673379,13.526266246,14.8354,8.359202,,,,,107648.049,15369.94,78.948,,999,,21.079,20.418,99.9218,,107941.8,*,,,,,,265.08,0.0,,,56.556903,-5.767387,8.96141479357,-9.3986925,9.81603559354062,5.2724391,81.63747866,14.0871186,34.0847705,29.9838,/T,3.2096,114.2,90.0807,146.8461,85.062,208.507,-2.58081,Tau,64.185617,53.4125859,-5.2636732,,,171.259846,-34.15158,,0.0,0.362,0.464,0.547,0.217,54.687,0.3724251,0.589,7915.887,0.0001272,1.16,4.22,0.052809,276.4314,,3.2048,54.9651,-5.5184,23.7,16.0
226,c4d_190501_080634_opi_g_v1.fits.fz 5352f16b26ee9db091a7ea25762a76ff,58604.3384493779,g,96,259.628385020737,-41.2389699807542,DECaPS_43793_g,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/5352f16b26ee9db091a7ea25762a76ff,,NEAT (C/2004 D1),2003-Apr-15 05:08:17.696,2452744.714093704,8.5,10.6,8.0,5.0,0.03,,,52.442630166,13.572285003,52.478776717,13.581992553,14.95503,8.358142,,,,,104621.342,14275.512,79.323,,999,,21.077,20.415,99.9257,,104850.7,*,,,,,,265.39,0.0,,,56.584344,-5.73986,8.955986891453,-9.3979809,9.81897096086195,4.8918298,81.66189136,14.0913772,34.2411935,29.1252,/T,3.1287,128.8,96.0121,147.7856,85.371,208.587,-2.52435,Tau,64.185611,53.522892,-5.2338059,,,171.301226,-34.04303,,0.0,0.361,0.462,0.545,0.216,54.77,0.370404,0.586,7910.7945,0.0001272,1.16,4.23,0.052775,276.4701,,3.1238,55.034,-5.4896,24.0,16.0
227,c4d_190719_014045_opi_Y_v1.fits.fz 198d8b21dbd5654cd1e1275d4efe1a0e,58683.0701475976,Y,30,256.407378848529,-41.2878437505381,DECaPS_42898_Y,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/198d8b21dbd5654cd1e1275d4efe1a0e,,NEAT (C/2004 D1),2003-Apr-16 05:08:17.696,2452745.714093704,8.5,10.6,8.0,5.0,0.03,,,52.545596479,13.628019918,52.581717434,13.637702942,15.07213,8.356472,,,,,101595.521,13190.674,79.72,,999,,21.076,20.411,99.92953,,101766.2,*,,,,,,265.72,0.0,,,56.611815,-5.712298,8.950559394912,-9.3972641,9.82168593688769,4.5092657,81.68447113,14.0956393,34.3970475,28.2684,/T,3.0471,143.7,99.3498,148.7239,85.694,208.668,-2.46724,Tau,64.185605,53.6339416,-5.2040737,,,171.343147,-33.933916,,0.0,0.359,0.461,0.543,0.216,54.855,0.3684037,0.584,7905.6946,0.0001272,1.17,4.24,0.052741,276.5089,,3.0423,55.1033,-5.4608,22.0,16.0
228,c4d_190719_014144_opi_z_v1.fits.fz 465dbc485539c01e2074c2988c32fa89,58683.0708236139,z,30,256.407356399155,-41.2878393000974,DECaPS_42898_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/465dbc485539c01e2074c2988c32fa89,,NEAT (C/2004 D1),2003-Apr-17 05:08:17.696,2452746.714093704,8.5,10.6,8.0,5.0,0.03,,,52.64938211,13.683742016,52.685489572,13.693396229,15.18678,8.354225,,,,,98570.63,12115.709,80.138,,999,,21.074,20.408,99.93329,,98688.4,*,,,,,,266.05,0.0,,,56.639317,-5.684701,8.945132306928,-9.3965421,9.82417938042417,4.1246911,81.70520847,14.0999049,34.5524595,27.4134,/T,2.9649,158.6,99.7137,149.661,86.033,208.749,-2.40949,Tau,64.185598,53.7457284,-5.1744748,,,171.385593,-33.824253,,0.0,0.357,0.46,0.541,0.216,54.941,0.3664243,0.582,7900.5861,0.0001272,1.17,4.25,0.052707,276.5477,,2.96,55.173,-5.4321,23.7,16.0
229,c4d_190719_014243_opi_i_v1.fits.fz f4340f1ad875dd81e00f88325475d942,58683.0715095877,i,30,256.407333619108,-41.2878347841032,DECaPS_42898_i,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f4340f1ad875dd81e00f88325475d942,,NEAT (C/2004 D1),2003-Apr-18 05:08:17.696,2452747.714093704,8.5,10.6,8.0,5.0,0.03,,,52.753971052,13.739447552,52.790085019,13.749073109,15.29907,8.351425,,,,,95546.703,11050.903,80.58,,999,,21.073,20.405,99.93697,,95617.3,*,,,,,,266.41,0.0,,,56.66685,-5.65707,8.939705630488,-9.3958148,9.82645009681396,3.7379811,81.72409344,14.1041742,34.7074946,26.5604,/T,2.8821,172.6,97.0249,150.5969,86.388,208.831,-2.35113,Tau,64.185591,53.8582441,-5.1450076,,,171.428549,-33.714052,,0.0,0.355,0.458,0.538,0.216,55.029,0.3644659,0.58,7895.4678,0.0001272,1.17,4.26,0.052673,276.5865,,2.8772,55.243,-5.4035,23.7,16.0
