,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV,Tmag,Limiting,Saturation
271,ztf_20180604359248_000432_zr_c05_o_q3_sciimg,58273.359421311,zr,30,258.163014808355,-3.64736320277859,432,ZTF,CTIO,,2458273.859421,+17:12:39.4088,-03:38:51.770,17.297192625881994,18.255585429559773,26.056735042003236,1.0721720277590068,160.32202243817696,-0.1141543033021448,0.0043239114427658,5.863439001881625,14.032546460611949,20.0,12.5
272,ztf_20180607333715_000432_zr_c05_o_q3_sciimg,58276.3339005113,zr,30,258.026626734856,-3.64357363293565,432,ZTF,CTIO,,2458276.833901,+17:12:06.6791,-03:38:38.111,17.30850665789349,18.269440399932837,26.061222219369565,1.0517465005525282,160.7049696160271,-0.1145547920026054,0.0020474544527484,7.309987563222718,14.044555471766456,20.0,12.5
273,ztf_20180607336493_000432_zg_c05_o_q3_sciimg,58276.3366782111,zg,30,258.02649919214,-3.64357147250248,432,ZTF,CTIO,,2458276.836678,+17:12:06.6485,-03:38:38.103,17.308518382800525,18.26945333377269,26.06122669860276,1.051738072520239,160.7051235785777,-0.1145549821482716,0.0020453129171632,7.311341174800964,14.044569360265436,20.0,12.5
274,ztf_20180613332662_000432_zr_c06_o_q4_sciimg,58282.332835611,zr,30,257.75136997228,-3.64425870623444,432,ZTF,CTIO,,2458282.832836,+17:11:00.6134,-03:38:40.584,17.33890654798534,18.2973747912099,26.0721609786001,1.080131538675887,160.1458842785932,-0.1141347171826296,-0.0026393675788907,10.23957549860986,14.07055014726495,20.0,12.5
275,ztf_20180613361192_000432_zg_c06_o_q4_sciimg,58282.3613657113,zg,30,257.750065908946,-3.64429040634589,432,ZTF,CTIO,,2458282.861366,+17:11:00.3002,-03:38:40.693,17.33907538028411,18.29750761619358,26.072219029667018,1.0804816371766006,160.13908906552413,-0.114128636693472,-0.0026618986775145,10.25349398701783,14.07069279776646,20.0,12.5
276,ztf_20180616331875_000432_zr_c06_o_q4_sciimg,58285.3320486113,zr,30,257.614641627595,-3.64884921103434,432,ZTF,CTIO,,2458285.832049,+17:10:27.7971,-03:38:57.106,17.35790740439921,18.311336621772814,26.07857390521116,1.1269289368978168,159.23654806997408,-0.113280747733387,-0.0050141344172537,11.697481989651132,14.083546212266453,20.0,12.5
277,ztf_20180619291424_000432_zr_c06_o_q4_sciimg,58288.2917014109,zr,30,257.480963720078,-3.65616098482744,432,ZTF,CTIO,,2458288.791701,+17:09:55.7143,-03:39:23.472,17.37912032573985,18.325111555641136,26.085511036644675,1.1907493535032432,157.9891595042499,-0.1120269876153195,-0.0073591173962919,13.119891918479071,14.096344476264436,20.0,12.5
278,ztf_20180619355405_000432_zg_c06_o_q4_sciimg,58288.3556366111,zg,30,257.478097291936,-3.65635456640584,432,ZTF,CTIO,,2458288.855637,+17:09:55.0254,-03:39:24.152,17.379605342888432,18.32540909922288,26.08566749578462,1.1922960642914544,157.95879939994202,-0.1119956201913228,-0.0074096874691248,13.150394833452202,14.096664152265454,20.0,12.5
279,ztf_20180622335926_000432_zg_c06_o_q4_sciimg,58291.336169011,zg,30,257.345263528305,-3.66660377776562,432,ZTF,CTIO,,2458291.836169,+17:09:23.1422,-03:40:01.001,17.40345908210404,18.339278409117757,26.09326698297404,1.27108598420123,156.40317568904547,-0.1103426280776699,-0.0097598137478455,14.560876823717184,14.110453451411972,20.0,12.5
280,ztf_20180628229792_000432_zg_c06_o_q4_sciimg,58297.2305208109,zg,30,257.089388742271,-3.69503274581885,432,ZTF,CTIO,,2458297.730521,+17:08:21.7328,-03:41:43.377,17.457683780794426,18.36669848387148,26.110021708859268,1.4560244191044798,152.6712103113205,-0.1060318164280626,-0.0143495248561346,17.281193640264355,14.137038573264466,20.0,12.5
