Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
200311080037388301,52952.0732291667,r,10,37.5105989973937,61.2831039091433,intphas_0819 r,INT/WFC,http://casu.ast.cam.ac.uk/casuadc/ingarch/displayResults?objname=&amp;coordinates=&amp;radius=&amp;nightobs=20031108&amp;telescope=&amp;instrument=&amp;waveband=&amp;pattref=&amp;runno=0373883,
200311080037388401,52952.0738773148,i,10,37.5105585691562,61.2830991740614,intphas_0819 i,INT/WFC,http://casu.ast.cam.ac.uk/casuadc/ingarch/displayResults?objname=&amp;coordinates=&amp;radius=&amp;nightobs=20031108&amp;telescope=&amp;instrument=&amp;waveband=&amp;pattref=&amp;runno=0373884,
200311080037392601,52952.1188078704,r,10,37.5077560257505,61.2827709313913,intphas_0834 r,INT/WFC,http://casu.ast.cam.ac.uk/casuadc/ingarch/displayResults?objname=&amp;coordinates=&amp;radius=&amp;nightobs=20031108&amp;telescope=&amp;instrument=&amp;waveband=&amp;pattref=&amp;runno=0373926,
200311080037392701,52952.1194675926,i,10,37.5077148755782,61.2827661117541,intphas_0834 i,INT/WFC,http://casu.ast.cam.ac.uk/casuadc/ingarch/displayResults?objname=&amp;coordinates=&amp;radius=&amp;nightobs=20031108&amp;telescope=&amp;instrument=&amp;waveband=&amp;pattref=&amp;runno=0373927,
200311080037392901,52952.1221064815,r,10,37.5075502748829,61.2827468332046,intphas_0834o r,INT/WFC,http://casu.ast.cam.ac.uk/casuadc/ingarch/displayResults?objname=&amp;coordinates=&amp;radius=&amp;nightobs=20031108&amp;telescope=&amp;instrument=&amp;waveband=&amp;pattref=&amp;runno=0373929,
200311080037393001,52952.1227777778,i,10,37.5075084027766,61.2827419290122,intphas_0834o i,INT/WFC,http://casu.ast.cam.ac.uk/casuadc/ingarch/displayResults?objname=&amp;coordinates=&amp;radius=&amp;nightobs=20031108&amp;telescope=&amp;instrument=&amp;waveband=&amp;pattref=&amp;runno=0373930,
765566p,53292.6034143519,U.MP9301,150,37.4331077618604,62.0513864085006,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765566p.fits.fz,
765567p,53292.6057870371,U.MP9301,150,37.4329567997645,62.0513924061216,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765567p.fits.fz,
765568p,53292.608113426,U.MP9301,150,37.4328087832706,62.0513982867157,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765568p.fits.fz,
765569p,53292.6104513889,U.MP9301,150,37.4326600303812,62.0514041965664,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765569p.fits.fz,
765570p,53292.612800926,U.MP9301,150,37.4325105410833,62.0514101356741,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765570p.fits.fz,
765571p,53292.6155960649,G.MP9401,45,37.4323327003709,62.051417201164,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765571p.fits.fz,
765572p,53292.6167303241,G.MP9401,45,37.432260533129,62.0514200683193,IC 1805 - B,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/765572p.fits.fz,
