Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
01589b220-w1-int-1b,55232.1439037463,w1,8,205.592548141645,-56.8667819355889,01589b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/01589b/220/01589b220-w1-int-1b.fits,
01589b220-w2-int-1b,55232.1439037463,w2,8,205.592548141645,-56.8667819355889,01589b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/01589b/220/01589b220-w2-int-1b.fits,
01589b220-w3-int-1b,55232.1439095333,w3,9,205.592548012884,-56.8667820463456,01589b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/01589b/220/01589b220-w3-int-1b.fits,
01589b220-w4-int-1b,55232.1439095333,w4,9,205.592548012884,-56.8667820463456,01589b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/9b/01589b/220/01589b220-w4-int-1b.fits,
01593b220-w1-int-1b,55232.2762079063,w1,8,205.589604374085,-56.8693140902068,01593b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/01593b/220/01593b220-w1-int-1b.fits,
01593b220-w2-int-1b,55232.2762079063,w2,8,205.589604374085,-56.8693140902068,01593b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/01593b/220/01593b220-w2-int-1b.fits,
01593b220-w3-int-1b,55232.2762136933,w3,9,205.589604245324,-56.8693142009635,01593b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/01593b/220/01593b220-w3-int-1b.fits,
01593b220-w4-int-1b,55232.2762136933,w4,9,205.589604245324,-56.8693142009635,01593b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/3b/01593b/220/01593b220-w4-int-1b.fits,
01597b220-w1-int-1b,55232.4085126863,w1,8,205.58666059273,-56.8718462566906,01597b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/220/01597b220-w1-int-1b.fits,
01597b220-w2-int-1b,55232.4085126863,w2,8,205.58666059273,-56.8718462566906,01597b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/220/01597b220-w2-int-1b.fits,
01597b220-w3-int-1b,55232.4085184733,w3,9,205.586660463969,-56.8718463674473,01597b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/220/01597b220-w3-int-1b.fits,
01597b220-w4-int-1b,55232.4085184733,w4,9,205.586660463969,-56.8718463674473,01597b220,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/220/01597b220-w4-int-1b.fits,
01597b221-w1-int-1b,55232.4086399963,w1,8,205.586657760082,-56.8718486932625,01597b221,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/221/01597b221-w1-int-1b.fits,
01597b221-w2-int-1b,55232.4086399963,w2,8,205.586657760082,-56.8718486932625,01597b221,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/221/01597b221-w2-int-1b.fits,
01597b221-w3-int-1b,55232.4086457833,w3,9,205.586657631322,-56.8718488040192,01597b221,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/221/01597b221-w3-int-1b.fits,
01597b221-w4-int-1b,55232.4086457833,w4,9,205.586657631322,-56.8718488040192,01597b221,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/7b/01597b/221/01597b221-w4-int-1b.fits,
01602a141-w1-int-1b,55232.5408168363,w1,8,205.583716825392,-56.874378411117,01602a141,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/141/01602a141-w1-int-1b.fits,
01602a141-w2-int-1b,55232.5408168363,w2,8,205.583716825392,-56.874378411117,01602a141,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/141/01602a141-w2-int-1b.fits,
01602a141-w3-int-1b,55232.5408226233,w3,9,205.583716696632,-56.8743785218737,01602a141,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/141/01602a141-w3-int-1b.fits,
01602a141-w4-int-1b,55232.5408226233,w4,9,205.583716696632,-56.8743785218737,01602a141,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/141/01602a141-w4-int-1b.fits,
01602a142-w1-int-1b,55232.5409441563,w1,8,205.583713992522,-56.8743808478804,01602a142,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/142/01602a142-w1-int-1b.fits,
01602a142-w2-int-1b,55232.5409441563,w2,8,205.583713992522,-56.8743808478804,01602a142,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/142/01602a142-w2-int-1b.fits,
01602a142-w3-int-1b,55232.5409499433,w3,9,205.583713863762,-56.8743809586371,01602a142,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/142/01602a142-w3-int-1b.fits,
01602a142-w4-int-1b,55232.5409499433,w4,9,205.583713863762,-56.8743809586371,01602a142,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/2a/01602a/142/01602a142-w4-int-1b.fits,
01604a195-w1-int-1b,55232.6070325363,w1,8,205.582243526067,-56.8756457060421,01604a195,WISE,http://irsa.ipac.caltech.edu/ibe/data/wise/merge/merge_p1bm_frm/4a/01604a/195/01604a195-w1-int-1b.fits,
