Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink
970110052104a,50458.222962963,none,40,15.8989788580248,-23.0431330452669,970110052104a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19970110/obsdata/970110052104a.fit.fz,
970110053316a,50458.2314351852,none,40,15.8990018036266,-23.0429956069957,970110053316a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19970110/obsdata/970110053316a.fit.fz,
970110054530a,50458.2399305556,none,40,15.8990248119214,-23.0428577932091,970110054530a,NEAT-GEODSS-Maui,https://sbnarchive.psi.edu/pds3/neat/geodss/data/g19970110/obsdata/970110054530a.fit.fz,
1022230p,54712.6323842592,U.MP9301,60,31.71099966146,-6.9556803858013,PHOT 08BL02.FT4...,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1022230p.fits.fz,
1022231p,54712.6346064815,Z.MP9801,60,31.7109321614577,-6.95572631172879,PHOT 08BL02.FT4...,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1022231p.fits.fz,
1022232p,54712.6366782408,R.MP9601,50,31.710869231769,-6.95576912808765,PHOT 08BL02.FT4...,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1022232p.fits.fz,
1030595p,54733.5793634259,U.MP9301,600,30.893653846934,-7.39454802597688,W1.-4-0,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030595p.fits.fz,
1030596p,54733.586875,U.MP9301,600,30.8933036197917,-7.39470243055557,W1.-4-0,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030596p.fits.fz,
1030597p,54733.5943981481,U.MP9301,600,30.8929528530114,-7.39485707304434,W1.-4-0,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030597p.fits.fz,
1030696p,54734.4465162037,U.MP9301,600,30.8529437760418,-7.41231081693668,W1.-4-0,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030696p.fits.fz,
1030697p,54734.4540162037,U.MP9301,600,30.8525894010418,-7.41246394193667,W1.-4-0,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030697p.fits.fz,
1030702p,54734.4916435185,U.MP9301,600,30.8508115104176,-7.41323216628049,W1.-4-1,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030702p.fits.fz,
1030704p,54734.5066435185,U.MP9301,600,30.8501027604176,-7.41353841628048,W1.-4-1,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1030704p.fits.fz,
1031399p,54740.6017129629,U.MP9301,60,30.5512215432129,-7.53537229166551,PHOT 08BL02.FT12...,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1031399p.fits.fz,
1031735p,54741.6048611112,R.MP9601,50,30.5000929398104,-7.55481606867452,PHOT 08BL02.FT12...,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1031735p.fits.fz,
1031746p,54741.622349537,Z.MP9801,60,30.4991981153569,-7.55515369245041,PHOT 08BL02.FT12...,CFHT/MegaCam,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/CFHT/1031746p.fits.fz,
frame-r-007885-2-0056,54832.2050508,r,54,26.4242243226666,-7.61803304624438,frame-r-007885-2-0056,SDSS,http://data.sdss3.org/sas/dr9/boss/photoObj/frames/301/7885/2/frame-r-007885-2-0056.fits.bz2,
frame-r-007885-2-0057,54832.2054655,r,54,26.4242187933333,-7.61802389980549,frame-r-007885-2-0057,SDSS,http://data.sdss3.org/sas/dr9/boss/photoObj/frames/301/7885/2/frame-r-007885-2-0057.fits.bz2,
frame-i-007885-2-0056,54832.2058801,i,54,26.4242132653333,-7.61801475557218,frame-i-007885-2-0056,SDSS,http://data.sdss3.org/sas/dr9/boss/photoObj/frames/301/7885/2/frame-i-007885-2-0056.fits.bz2,
frame-i-007885-2-0057,54832.2062947,i,54,26.4242077373333,-7.61800561133886,frame-i-007885-2-0057,SDSS,http://data.sdss3.org/sas/dr9/boss/photoObj/frames/301/7885/2/frame-i-007885-2-0057.fits.bz2,
