Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV
2452607.98595,+05:19:27.0609,+21:35:46.954,36.13539651021142,37.094787185623495,33.155892664806004,0.3587674349523344,166.38024351174778,-0.06387862006746545,-0.003163166031903124,-13.322029054321556
2452608.896528,+05:19:21.0421,+21:35:42.805,36.128516076438565,37.09134828853268,33.15486434167981,0.33441744370074067,167.31987991194492,-0.06415830991392789,-0.0031648732865246516,-12.843136536326211
2452608.930428,+05:19:20.8175,+21:35:42.651,36.12826479165425,37.09122025837264,33.15482663967806,0.3335094513542966,167.35485243086623,-0.0641683616028297,-0.0031649100721736437,-12.825256817403629
2452608.967273,+05:19:20.5734,+21:35:42.483,36.12799207402242,37.09108110557571,33.15478570983197,0.3325224666622887,167.39286223600763,-0.06417925685586913,-0.0031649478353064607,-12.805819774643652
2452701.782625,+05:11:49.6813,+21:33:32.548,36.61312002279685,36.73970265818206,33.19204557862733,1.5359489672670226,96.56790479029908,-0.006079084763293163,0.0028966796481835967,23.192028889367183
2452701.817444,+05:11:49.6596,+21:33:32.693,36.6135864376043,36.73957052282091,33.19209309330631,1.5360756212409585,96.53290053258515,-0.006038124635639086,0.0029001361193697526,23.19409783056776
2452701.828354,+05:11:49.6528,+21:33:32.739,36.61373259008604,36.73952912018008,33.19210798216315,1.536115188659489,96.52193272778004,-0.006025290270084488,0.00290121903228586,23.194743672041717
2452701.860608,+05:11:49.6328,+21:33:32.874,36.61416469468257,36.739406718506885,33.192152001524406,1.5362318362476024,96.48950851484324,-0.0059873467630011295,0.002904420189141405,23.19664623922964
2454197.766308,+05:20:52.5499,+22:57:27.049,31.244206127927843,30.819133499259017,32.1217970635716,1.673109532062979,64.03425143016021,0.037028658990422174,0.005155721307351606,19.75877173863177
2454197.782104,+05:20:52.6109,+22:57:27.166,31.244386374888435,30.819068191759644,32.12181751634922,1.67290308113311,64.01895168527123,0.037047401561564504,0.0051568769586023125,19.755323621855528
2454198.735739,+05:20:56.3504,+22:57:34.295,31.255209334694015,30.81512532949697,32.123043811804145,1.660220335999423,63.09572815762743,0.03817415390402252,0.005226138161126632,19.54380885725613
2454198.742305,+05:20:56.3765,+22:57:34.344,31.25528344735405,30.81509818113358,32.12305219674063,1.6601315237509973,63.08937461238031,0.03818187914554428,0.005226611534095389,19.542329700384304
2454198.757777,+05:20:56.4381,+22:57:34.461,31.25545806286596,30.81503420918811,32.12307195166033,1.6599221679405287,63.074403401047746,0.038200080983209726,0.005227726789288206,19.53884300700325
2454199.73567,+05:21:00.3913,+22:57:41.871,31.266430583926493,30.810990794579833,32.12431136567803,1.6464620197291355,62.1286298704937,0.03934541554468401,0.005297660642693356,19.314946195942813
2454199.750737,+05:21:00.4531,+22:57:41.986,31.2665986498502,30.81092849321539,32.12433031934401,1.6462511298588134,62.11406492286718,0.03936298347322471,0.005298729492256374,19.311442144615672
2454201.7315,+05:21:08.8193,+22:57:57.297,31.288422191542804,30.802737603030618,32.12678321290591,1.6176100721310094,60.201174131615765,0.041651234203085204,0.005436853070602246,18.83635733500552
2454201.74596,+05:21:08.8821,+22:57:57.411,31.288579489389,30.80267780392483,32.12680083074729,1.6173943383314329,60.18722316617199,0.04166778099172386,0.005437843401790912,18.832783347597477
2454203.733433,+05:21:17.7508,+22:58:13.165,31.3099098471452,30.794458111467538,32.12918100241328,1.5868376050087556,58.27156497509026,0.04391937952875491,0.0055713087547492775,18.326808980232393
2454203.74782,+05:21:17.8167,+22:58:13.281,31.310062116044843,30.794398606596406,32.12919792733197,1.5866099043044073,58.25771118725609,0.04393550978703196,0.005572255001606179,18.323038962012376
2454205.736444,+05:21:27.1562,+22:58:29.422,31.330802105333387,30.786173095200642,32.13149366905769,1.5542494597084295,56.34463959372388,0.04614016999983007,0.005700098628926203,17.786952579620827
2454205.755155,+05:21:27.2463,+22:58:29.575,31.330994296758007,30.786095696216524,32.13151485047985,1.5539366825800751,56.326656983923556,0.04616066918205305,0.005701272755544641,17.7817670935288
2454207.737729,+05:21:37.0115,+22:58:46.026,31.351035224025466,30.777894151770724,32.13371336852611,1.5199334700704794,54.42313886553934,0.048304624378742674,0.005822479903410974,17.21753436219547
2454207.754498,+05:21:37.0960,+22:58:46.167,31.351201954561148,30.77782477703414,32.13373157043855,1.5196386453047848,54.40705455383895,0.04832251091546006,0.005823477592668475,17.21263864528342
2454207.77175,+05:21:37.1830,+22:58:46.311,31.351373437968668,30.77775340400771,32.13375028962214,1.519335203461816,54.39050724643944,0.04834090813754991,0.005824503531784735,17.20759979600867
2454208.733431,+05:21:42.0817,+22:58:54.416,31.36085243102033,30.773774720544544,32.13478243996917,1.5022205666909203,53.46856479246182,0.04935908277574603,0.005880911247624197,16.9233587429095
2454208.749956,+05:21:42.1668,+22:58:54.556,31.361013927628875,30.7737063508699,32.134799980109946,1.5019230638805037,53.45273051969391,0.04937645046449505,0.0058818671194635725,16.918417569418835
2454209.732915,+05:21:47.2806,+22:59:02.921,31.370534776407784,30.769639376602676,32.13583125369278,1.4840212255891372,52.51134160523961,0.050401552237696705,0.00593791600471756,16.62114101690433
2454209.748765,+05:21:47.3639,+22:59:03.057,31.370686910151242,30.769573795416516,32.13584768688098,1.483729269571833,52.49616973639853,0.05041795179504938,0.005938806816674379,16.616294244754638
2454210.733871,+05:21:52.5952,+22:59:11.520,31.38005460592992,30.765497675293314,32.13685667391278,1.4653807560282546,51.553701347373725,0.05142899356385067,0.005993377384251497,16.31185272414624
