Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV
2454350.74339,+21:56:46.8012,+28:30:39.042,31.01737067068857,31.816616265142336,27.089319750962137,1.1199231334598199,141.90286664970515,-0.07618734830506751,-0.031202732135487497,-6.397335751741249
2454712.810318,+21:53:14.2171,+29:10:45.483,29.542978168532887,30.332705821460696,26.774098501256134,1.2010243503522873,140.9262845149231,-0.08117632913022312,-0.03059061582883653,-7.577701089273716
2454713.814554,+21:53:05.2732,+29:10:00.628,29.538702710635672,30.32854592317987,26.77317212384656,1.200142539772941,140.95523746522932,-0.08082765520269228,-0.03144376567436261,-7.165040563018282
2454729.813362,+21:50:50.0597,+28:55:32.822,29.50263256007465,30.26223991170582,26.763113053599383,1.2594019164568735,138.51899132121093,-0.0721442900957569,-0.04335256238443085,-0.6813946260038686
2454730.75349,+21:50:42.6561,+28:54:33.727,29.502363849638314,30.258341656318493,26.762793759783595,1.266751085842429,138.21633897068682,-0.07146115409821911,-0.04394970686625976,-0.3085394079691936
2454730.778814,+21:50:42.4576,+28:54:32.124,29.50235941022637,30.258236646946234,26.76278557032247,1.2669540191464697,138.2079643150662,-0.071442482811022,-0.0439656206652278,-0.29851076556034056
2454731.768918,+21:50:34.7411,+28:53:29.000,29.502300691504374,30.25413092365137,26.76248226064987,1.2750867324170438,137.87153482652093,-0.07070131256939342,-0.04458058460134015,0.09292803336922789
2454731.815793,+21:50:34.3778,+28:53:25.990,29.502303457786827,30.25393653830289,26.762468715927355,1.2754812063092904,137.85517544375273,-0.07066568127595688,-0.04460934486849367,0.11142707225004832
2454732.777483,+21:50:26.9659,+28:52:23.808,29.502470615499394,30.249948398546096,26.762207055551265,1.283756723735234,137.51106939610642,-0.06992381418028044,-0.04519213010721118,0.49023755628752697
2454733.759277,+21:50:19.4823,+28:51:19.504,29.50285789187561,30.2458766519366,26.76197175734436,1.2925523423170329,137.1433676298975,-0.06914505197245852,-0.04577242574866086,0.8754274592405924
2454733.765446,+21:50:19.4355,+28:51:19.097,29.502861015308422,30.245851066791573,26.761970380266156,1.292608679855696,137.1410056848464,-0.06914009040310129,-0.04577602389834066,0.8778424058893205
2454734.76614,+21:50:11.8971,+28:50:12.718,29.503481395749986,30.241700690812262,26.761763709124686,1.3019180600081193,136.7494952865951,-0.06832400077188876,-0.04635154362113361,1.2686139449582903
2454734.773084,+21:50:11.8451,+28:50:12.254,29.503486489065256,30.24167188972408,26.761762390834434,1.3019838219696687,136.7467209136735,-0.06831825979990955,-0.04635547998436577,1.2713185843507606
2454738.833027,+21:49:42.2328,+28:45:34.792,29.508306387530627,30.224830740910893,26.761262228753477,1.3429036264437144,134.99496679827337,-0.06478226000853896,-0.04851474118029541,2.832526028954085
2454738.840185,+21:49:42.1821,+28:45:34.292,29.508318103335064,30.22480104503654,26.761261819579282,1.3429797397642487,134.99165867230164,-0.06477571863559682,-0.04851828933876167,2.8352380938908204
2454739.774855,+21:49:35.5966,+28:44:28.682,29.50994398475618,30.220923338607285,26.761222497242148,1.353023991806043,134.55338553445313,-0.06391269616588612,-0.0489735531206175,3.187975764260841
2454739.775446,+21:49:35.5925,+28:44:28.640,29.509945072975228,30.22092088663093,26.761222481211554,1.3530304074902995,134.5531044889748,-0.06391214495472691,-0.04897383592045981,3.188197909148118
2454739.794647,+21:49:35.4581,+28:44:27.286,29.50998046936901,30.220841224331068,26.761221966449767,1.3532388898642453,134.5439709344134,-0.06389423290413997,-0.04898302030919962,3.1954145467722004
2454739.795249,+21:49:35.4539,+28:44:27.244,29.509981580430253,30.22083872671298,26.76122195050064,1.3532454276751977,134.54368449044233,-0.06389367119789542,-0.048983308153619905,3.195640787121338
2454739.801858,+21:49:35.4077,+28:44:26.778,29.509993783274712,30.220811306862185,26.761221776164117,1.3533172077794386,134.54053946005575,-0.06388750409289624,-0.048986467785885196,3.198124464978406
2454739.810174,+21:49:35.3495,+28:44:26.191,29.510009151390257,30.22077680488195,26.761221558776768,1.3534075416507767,134.53658124696915,-0.06387974289729707,-0.04899044235972105,3.2012494325523924
